text-caption 2	air3-link	air3-link href	sr-only	sr-only 2	text-light 2	text-light 4	text-light 6	text-light 7	air3-line-clamp	air3-btn-link-secondary	sr-only 3	air3-token	air3-token href	air3-token 2	air3-token href 2	air3-token 3	air3-token href 3	air3-token 4	air3-token href 4	air3-token 5	air3-token href 5	air3-token 6	air3-token href 6	air3-token 7	air3-token href 7	air3-token 8	air3-token href 8	air3-token 9	air3-token href 9	text-light 8	sr-only 6	d-inline-block	d-inline-flex	text-base-sm
yesterday	Dsp and programmatic	https://www.upwork.com/jobs/Dsp-and-programmatic_~021889196441402580293/?referrer_url_path=find_work_home	Job feedback Dsp and programmatic	Save job Dsp and programmatic	Hourly	Intermediate	Est. Time:	30+ hrs/week	"We need someone who understands how to use any of the smaller i.e. not TradeDesk DSP's so StackAdapt for example. We design customer audiences that export as MAID's and we need to build initially some small campaigns that use the MAIDs and the creatives to drive users to events.

In a perfect world you will be Australia and utopia would have you being in Sydney. But not essential"	more	"about ""Dsp and programmatic"""	Programmatic Campaign	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580666780078080	Display Ad	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626732233801728	Ad Server	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626710561832960	Campaign Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626722553348096											Payment verified	Rating is 4.9 out of 5.	$8K+	Australia	Less than 5
yesterday	AI Python Backend Engineer (Remote, worldwide, Full-time, San Francisco, USA)	https://www.upwork.com/jobs/Python-Backend-Engineer-Remote-worldwide-Full-time-San-Francisco-USA_~021889194850068368346/?referrer_url_path=find_work_home	Job feedback AI Python Backend Engineer (Remote, worldwide, Full-time, San Francisco, USA)	Save job AI Python Backend Engineer (Remote, worldwide, Full-time, San Francisco, USA)	Hourly	Expert	Est. Time:	30+ hrs/week	"Talkturo AI (talkturo.ai) is an innovative startup from San Francisco, USA, specializing in AI-powered voice and communication solutions. We're looking for talented individuals to join our mission of revolutionizing human-machine interaction.
(Remote, worldwide, Full-time)

Requirements:
- Expertise in Python, AI, Agents, NLP, and machine learning
- Experience with PyTorch or TensorFlow
- Knowledge of APIs from providers like OpenAI
- Familiar with livekit.io 

Responsibilities:
- Develop AI features including LLMs and speech recognition
- Integrate and optimize STT and TTS services
- Adapt pre-trained models for specific use cases
- Collaborate with backend and infrastructure teams

Bonus Points:
- Experience in developing enterprise solutions for AI services
- Experience with Large Language Models (LLMs)
- Experience in a startup environment"	more	"about ""AI Python Backend Engineer (Remote, worldwide, Full-time, San Francisco, USA)"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Flask	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626738982436864	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Livekit	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	React.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	Next.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762688643072	Vercel	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1733104400605790212	Payment unverified	Rating is 0 out of 5.	$0	United Arab Emirates	20 to 50
yesterday	Job Title: Full-Stack Developer Needed to Bring Bolt.new / StakBlitz Project to Life	https://www.upwork.com/jobs/Job-Title-Full-Stack-Developer-Needed-Bring-Bolt-new-StakBlitz-Project-Life_~021889192361862853946/?referrer_url_path=find_work_home	Job feedback Job Title: Full-Stack Developer Needed to Bring Bolt.new / StakBlitz Project to Life	Save job Job Title: Full-Stack Developer Needed to Bring Bolt.new / StakBlitz Project to Life	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	"I’ve been developing a project in Bolt.new/ StackBlitz, where I’ve built preliminary designs, structure, and basic functionality. Now, I need an experienced full-stack developer to take my work and turn it into a fully live, functional, and optimized application.

What I Need:
Review & refine the existing codebase from Bolt.new / StakBlitz

Develop and integrate the front-end and back-end to ensure seamless functionality

Deploy & host the application for live access

Fill in missing gaps and help complete the work of UI UX functions on a few features (calendar, whiteboard,etc)

Provide guidance or documentation for future iterations

Tech Stack & Requirements:
Experience with Bolt.new, StakBlitz, or similar environments
Deployment skills (Vercel, Netlify, AWS, or similar)
Strong problem-solving and communication skills

Ideal Candidate:
Someone who can take early-stage concepts and make them fully operational
Can work independently but provide updates & collaboration
Understands scalability and efficiency for a web-based application

Next Steps:
If you're interested, please send:
✅ A short message about your experience with Bolt.new / StakBlitz
✅ Relevant projects or portfolio links
✅ Estimated timeline & pricing

Looking forward to working with a talented developer to bring this project to life!"	more	"about ""Job Title: Full-Stack Developer Needed to Bring Bolt.new / StakBlitz Project to Life"""	Web Application	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580737240190976	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Web Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795211276288	Java	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274382	stackblitz	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	boltnew	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	Graphic Design	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742929276928	Web Design	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795181916160	CSS	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626728794472448	Payment verified	Rating is 5.0 out of 5.	$800+	United States	15 to 20
yesterday	AI Automation Expert Needed: ChatGPT & Otter.ai Integration for Automated Workflow	https://www.upwork.com/jobs/Automation-Expert-Needed-ChatGPT-Otter-Integration-for-Automated-Workflow_~021889190232268184901/?referrer_url_path=find_work_home	Job feedback AI Automation Expert Needed: ChatGPT & Otter.ai Integration for Automated Workflow	Save job AI Automation Expert Needed: ChatGPT & Otter.ai Integration for Automated Workflow	Hourly: $25-$70	Expert	Est. Time:	30+ hrs/week	"I am looking for an experienced AI automation expert to develop a system that integrates Otter.ai with ChatGPT to streamline voice-to-text data processing and AI-driven insights.

Project Scope:
Voice Transcription Capture: Automate the extraction of transcribed text from Otter.ai.
Data Storage & Management: Store transcriptions in a structured database for efficient retrieval.
Automated ChatGPT Queries: Design a system that processes the transcribed data and executes ChatGPT-powered queries automatically.

Workflow Automation: Ensure a synchronized, real-time process that seamlessly triggers AI interactions.

Ideal Skills & Experience:
✅ Experience with AI automation & API integrations
✅ Familiarity with Otter.ai API, ChatGPT API, and database management or similar tools
✅ Strong understanding of workflow orchestration & task automation
✅ Ability to build a scalable, efficient system"	more	"about ""AI Automation Expert Needed: ChatGPT & Otter.ai Integration for Automated Workflow"""	Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626717876699136	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Chatbot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723769696256	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Robotic Process Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626775523213312							Payment verified	Rating is 4.9 out of 5.	$1K+	United Kingdom	50+
yesterday	Databricks	https://www.upwork.com/jobs/Databricks_~021889185037976505306/?referrer_url_path=find_work_home	Job feedback Databricks	Save job Databricks	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	"I need to ingest data from aws s3 using databricks auto loader and save to adls bronze container
- this data is real time
- ⁠the processing is to be done following medallion architecture and implementation of scd type 2 from Bronze to silver layer
- ⁠we need to have audit table when ingesting to bronze layer
- ⁠follow data reconciliation steps while ingesting from s3 to adls
- ⁠if any error then email or team alerts to be created"	more	"about ""Databricks"""	SQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626782364123136	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	ETL Pipeline	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580563717640192	PySpark	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626772146798592	Databricks Platform	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1253342872854999040	Microsoft Azure	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795962056704	Data Lake	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1484275244665065472	Data Warehousing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730501554176	Apache Airflow	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1270387285522890752	Payment unverified	Rating is 0 out of 5.	$0	Canada	10 to 15
yesterday	Chatbot developer and WhatsApp automation	https://www.upwork.com/jobs/Chatbot-developer-and-WhatsApp-automation_~021889183803322432420/?referrer_url_path=find_work_home	Job feedback Chatbot developer and WhatsApp automation	Save job Chatbot developer and WhatsApp automation	Hourly: $15-$50	Expert	Est. Time:	not_sure	"I am chatbot development and WhatsApp API service provider, looking for an experienced developer to collaborate with me on multiple projects.

Key Responsibilities:
Integrate WhatsApp API with backend systems
Implement OpenAI API for chatbot functionality
Develop and optimize chatbot workflows
Ensure secure and scalable API integrations
Troubleshoot and debug integration issues
Requirements:
Strong experience with WhatsApp Business API
Proficiency in backend development (Node.js, Python, or preferred tech stack)
Experience with OpenAI API integration
Familiarity with cloud services (AWS, Firebase, etc.)
Ability to work independently and deliver high-quality solutions"	more	"about ""Chatbot developer and WhatsApp automation"""	Chatbot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723769696256	Bot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626721043398656	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626717876699136	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	Node.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762999021568					Payment verified	Rating is 0 out of 5.	$25	IND	10 to 15
yesterday	Facebook Ads Specialist with Canadian Market Expertise	https://www.upwork.com/jobs/Facebook-Ads-Specialist-with-Canadian-Market-Expertise_~021889183359678315428/?referrer_url_path=find_work_home	Job feedback Facebook Ads Specialist with Canadian Market Expertise	Save job Facebook Ads Specialist with Canadian Market Expertise	Hourly: $15-$46	Expert	Est. Time:	Less than 30 hrs/week	"I am seeking a knowledgeable Facebook Ads Specialist to assist in the setup and optimization of multiple advertising campaigns targeting niche markets within the Greater Vancouver area. The ideal candidate will have a deep understanding of local market dynamics and consumer behavior, enabling effective audience segmentation and campaign execution. Additionally, I require a comprehensive training session to manage these campaigns independently post-setup. This is a one-time project with the possibility of ongoing advisory support as needed.

Key Responsibilities:

Campaign Setup: Configure multiple Facebook ad campaigns, including detailed audience segmentation, placement selection, and budget allocation, tailored to niche markets in Greater Vancouver.

A/B Testing Implementation: Develop and implement A/B tests to evaluate various ad creatives, copy variations, and targeting strategies to optimize campaign performance.

Performance Tracking: Establish key performance indicators (KPIs) and set up tracking mechanisms to monitor campaign effectiveness, ensuring accurate data collection for informed decision-making.

Training and Documentation: Provide a thorough walkthrough of the campaign setup process, including detailed documentation and a live training session, to empower me to manage and adjust campaigns independently.

Ongoing Support (Optional): Offer availability for future consulting sessions to provide strategic advice and troubleshoot any issues that may arise during campaign management.

Qualifications:

Experience: Proven track record in setting up and managing successful Facebook advertising campaigns, with a focus on audience segmentation and A/B testing.

Market Knowledge: In-depth understanding of the Greater Vancouver market, including local consumer behavior and trends.

Technical Proficiency: Deep understanding of Facebook Ads Manager, including advanced features such as custom audiences, lookalike audiences, conversion tracking, and analytics.

Analytical Skills: Ability to interpret complex data sets to derive actionable insights and optimize campaign performance.

Communication Skills: Excellent ability to convey complex information in a clear and concise manner, both verbally and in written documentation.

Training Experience: Prior experience in training or mentoring individuals in digital marketing practices is highly desirable.

Application Requirements:

Please provide examples of previous Facebook ad campaigns you have managed, particularly those targeting the Greater Vancouver area or similar markets.

Outline your experience with audience segmentation and A/B testing, including specific strategies and outcomes.

Describe any prior experience in training or mentoring clients in campaign management.

This role is ideal for a professional who is passionate about digital marketing and enjoys empowering others through knowledge sharing. If you have the expertise to set up effective Facebook ad campaigns and can provide insightful training to facilitate independent management, I encourage you to apply."	more	"about ""Facebook Ads Specialist with Canadian Market Expertise"""	Facebook	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208978227208	Social Media Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626781114220544	Facebook Advertising	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1045317633501593600	Social Media Advertising	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1204836476834136064	Internet Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626749027794944									Payment verified	Rating is 5.0 out of 5.	$2K+	Canada	20 to 50
yesterday	Generative AI Engineer	https://www.upwork.com/jobs/Generative-Engineer_~021889182908303245049/?referrer_url_path=find_work_home	Job feedback Generative AI Engineer	Save job Generative AI Engineer	Fixed-price	Expert	Est. Budget:	$320	We are looking for a skilled Generative AI Engineer to design and develop a custom Generative AI-based chatbot using state-of-the-art open-source LLMs and RAG (Retrieval-Augmented Generation) architecture. The ideal candidate will have expertise in Natural Language Processing (NLP), vector databases, embeddings, and cloud platforms like AWS.			Retrieval Augmented Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1733104401058775043	AI Chatbot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864341708800	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Chatbot Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626723769696256	Natural Language Processing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626761858170880	Vector Database	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099315080540161	embedding AWS	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text	OPEN SOURCE LLM	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text			Payment verified	Rating is 5.0 out of 5.	$500+	India	15 to 20
yesterday	AI Engineer	https://www.upwork.com/jobs/Engineer_~021889177527934811044/?referrer_url_path=find_work_home	Job feedback AI Engineer	Save job AI Engineer	Fixed-price	Entry level	Est. Budget:	$1,300	"AI Engineer
Full-Time role
📍 Company HQ: San Francisco
📍 Your work location: Remote/ Anywhere in the world
💰 Compensation: $1200 - $1500/ month

About Us: Perceive Now 
Perceive Now is transforming how enterprises, investors, and innovators access market and technology intelligence reports with AI-driven automation. Our proprietary task-specific LLMs and AI agents generate zero-hallucination insights, helping decision-makers identify opportunities, assess risks, and gain competitive advantages in real time.
Based in San Francisco, we deliver highly specialized, data-backed reports that streamline research, reduce costs, and accelerate strategic decision-making. If you're passionate about building AI-driven systems that turn raw data into actionable intelligence, this is the place for you.

The Role: Build the AI Engine Behind Market & Technology Intelligence Reports
As an AI Engineer (Backend), you will be at the core of Perceive Now’s AI-driven intelligence reporting platform, developing and optimizing LLM-powered AI agents that automate research, analysis, and report generation. You will build scalable back-end infrastructure, integrate AI APIs, vector databases, and automation workflows, and collaborate with AI researchers to push the boundaries of intelligent market and technology intelligence reporting.

Key Responsibilities
Develop and Optimize AI-Driven APIs for Reports
Build and maintain FastAPI-based microservices that power Perceive Now’s AI-driven market and technology intelligence reports.
Integrate and optimize OpenAI API, LangChain, and other AI models for data retrieval, synthesis, and automated report generation.
Design and implement scalable AI workflows that power Perceive Now’s intelligence reporting engine.

Build and Scale AI Agents for Report Generation
Develop AI-driven research and analysis agents that automate patent analysis, competitive benchmarking, and technology assessments for reports.
Work with vector databases (Pinecone, FAISS, Weaviate) to enhance information retrieval and ensure relevance in reports.
Optimize retrieval-augmented generation (RAG) architectures to improve the contextual accuracy of AI-generated reports.

Enhance Performance and Infrastructure
Implement Redis caching strategies to enhance the performance of AI-driven report generation.
Manage Celery-based background task processing to ensure timely delivery of AI-powered reports.
Deploy and monitor AI models in cloud environments (AWS, GCP, or Azure) to ensure scalability and reliability of report generation services.

Ensure Security, Compliance, and API Integrity
Develop secure authentication, access control, and rate-limiting mechanisms for AI-powered APIs used in report generation.
Work with compliance teams to ensure data protection and enterprise security best practices for sensitive intelligence reports.

Collaborate with AI and Frontend Teams
Partner with data scientists and ML engineers to refine and productionize AI-powered intelligence models that enhance report accuracy.
Work with React frontend engineers to ensure seamless API integrations that improve report generation workflows.

What You Bring to the Table
At least three years of experience in backend development, AI/ML integrations, or API engineering focused on report automation.
Strong proficiency in Python, FastAPI, PostgreSQL, Redis, and Celery.
Hands-on experience with AI agents, LangChain, OpenAI API, and retrieval-based AI architectures used in report generation.
Experience with vector databases (Pinecone, FAISS, or Weaviate) for AI-powered search and report retrieval.
Strong understanding of LLM fine-tuning, embeddings, and AI-powered data processing to enhance intelligence reports.
Familiarity with Docker, Kubernetes, and CI/CD pipelines for deploying AI services that power reports.
Ability to work in a fast-paced, AI-first startup environment with a focus on innovation in intelligence reporting.

If You Want to Impress Us
Show examples of AI-driven research agents or automation tools you have built for report generation.
Propose enhancements to Perceive Now’s AI-powered reporting capabilities to improve insights and delivery speed.
Explain how you have optimized AI workflows for market research, patent analysis, or technology intelligence reports.
Simplify a complex AI system you’ve built into a clear and actionable report automation use case.
Share insights on an emerging AI trend and its impact on the future of intelligence reports.

Why Join Perceive Now?
Shape the Future of AI-Powered Research Reports – Work on cutting-edge AI-driven market and technology intelligence reporting solutions.
Accelerate Your Career – Be part of a fast-growing AI startup working on LLM-powered automation and AI research agents for reports.
Flexible & Remote-Friendly – Join a results-driven culture that values innovation and execution in intelligence reporting.
Impact Real-World Decision-Making – Help VCs, enterprises, and innovators access the intelligence reports they need to invest, innovate, and grow.

Perceive Now isn’t for everyone. If you want comfort and predictability, this isn’t the place. If you thrive in uncertainty, love solving big problems, and want to shape the future of AI-powered tech— let’s talk."	more	"about ""AI Engineer"""	AI Agent Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873665	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Natural Language Processing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626761858170880	Data Science	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730384113664	LangChain	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099315676131329	Retrieval Augmented Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1733104401058775043			Payment verified	Rating is 4.9 out of 5.	$1K+	India	20 to 50
yesterday	Google Trends Modelling in Desmos	https://www.upwork.com/jobs/Google-Trends-Modelling-Desmos_~021889176532869936442/?referrer_url_path=find_work_home	Job feedback Google Trends Modelling in Desmos	Save job Google Trends Modelling in Desmos	Fixed-price	Entry level	Est. Budget:	$20	We are seeking a skilled freelancer to model Google Trends data using Desmos. The ideal candidate should have a solid understanding of statistics and the ability to visualize complex data. You will be responsible for creating interactive graphs that accurately represent trends over time. Experience with Desmos is essential, as is the ability to interpret statistical data effectively. If you have a passion for data visualization and possess the technical skills required, we would love to hear from you!	more	"about ""Google Trends Modelling in Desmos"""	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736	Search Engine Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778853490688	Desmos	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text													Payment verified	Rating is 5.0 out of 5.	$900+	IND	Less than 5
yesterday	Full Stack Developer Needed for React and Python Project	https://www.upwork.com/jobs/Full-Stack-Developer-Needed-for-React-and-Python-Project_~021889127573296487749/?referrer_url_path=find_work_home	Job feedback Full Stack Developer Needed for React and Python Project	Save job Full Stack Developer Needed for React and Python Project	Hourly: $5-$20	Intermediate	Est. Time:	Hours to be determined	We are seeking a talented full stack developer with strong expertise in React and Python, particularly with FastAPI. The ideal candidate will have experience integrating OpenAI technologies into web applications. You will be responsible for developing user-friendly interfaces and back-end services to create a seamless user experience. If you're passionate about building innovative solutions and have a solid understanding of both front-end and back-end development, we would love to hear from you!	more	"about ""Full Stack Developer Needed for React and Python Project"""	React	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626773660942336	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Django	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626732309299200									Payment unverified	Rating is 0 out of 5.	$0	United States	Less than 5
yesterday	AI Automation for Customer Support (Inbound & Outbound)	https://www.upwork.com/jobs/Automation-for-Customer-Support-Inbound-Outbound_~021889126837002730404/?referrer_url_path=find_work_home	Job feedback AI Automation for Customer Support (Inbound & Outbound)	Save job AI Automation for Customer Support (Inbound & Outbound)	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	"Project Overview
We’re looking for an experienced AI automation expert to develop a voice-based solution to handle inbound and outbound member support calls for aglow. The system should integrate with our API to automate responses and actions based on customer inquiries.

We are considering solutions like bland.ai, vapi.ai, or similar platforms to create a seamless, human-like voice interaction experience.

Scope of Work
Inbound Call Handling
The AI assistant should be able to:

Answer member questions such as:
“When is my next payment?”
“Can I change my payment date/frequency?”
“What is my current balance?”
Authenticate callers and retrieve relevant data via our API.
Offer self-service options where possible (e.g., updating payment details via a secure link).
Transfer complex queries to a human agent when needed.

Outbound Call Handling
The AI should proactively call members for:

Failed payment follow-ups:
“We noticed your last payment didn’t go through. Would you like to process it now?”
Offer an option to retry the payment immediately or update payment details.
Reminders & confirmations:
Payment reminders.
Membership renewal confirmations.
Technical Requirements
Integrate with our API for real-time data retrieval and updates.
Use AI-powered voice platforms (e.g., bland.ai, vapi.ai) to generate realistic, dynamic interactions.
Handle multiple languages (optional but preferred).
Log all interactions for compliance and customer service improvements.
Escalate complex issues to a live agent when needed.
Ideal Candidate
Proven experience with AI voice automation solutions.
Strong API integration skills.
Experience with platforms like bland.ai, vapi.ai, Twilio Voice, or similar.
Understanding of payment processing workflows (preferred).
Budget & Timeline
Budget: Open to proposals based on scope and complexity.
Timeline: Ideally within 4–6 weeks.
How to Apply
Please provide:

Relevant experience with AI voice automation projects.
Examples of past projects (if available).
Your proposed approach for integrating with our API.
Estimated cost and timeline."	more	"about ""AI Automation for Customer Support (Inbound & Outbound)"""	Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626717876699136	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	AI Chatbot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864341708800	System Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626784557744128	AI-Generated Code	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1633880476564385792	Product Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626770884313088	AI Content Creation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716461638193152	Strategic Planning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1484275266332839936	SaaS	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626776085250048	Payment unverified	Rating is 0 out of 5.	$0	Australia	5 to 10
yesterday	Looker Studio Specialist for SEO Reports, GA4 & GTM Integration	https://www.upwork.com/jobs/Looker-Studio-Specialist-for-SEO-Reports-GA4-GTM-Integration_~021889124920663176506/?referrer_url_path=find_work_home	Job feedback Looker Studio Specialist for SEO Reports, GA4 & GTM Integration	Save job Looker Studio Specialist for SEO Reports, GA4 & GTM Integration	Hourly: $20-$45	Intermediate	Est. Time:	Less than 30 hrs/week	"We need an experienced Looker Studio specialist to help us with our Lookerstudio SEO Reports and resolve GA4 conversion tracking and data source disconnection issues. 

Most of our clients are using Wordpress, some Shopify, and we are tracking traffic and conversions. Currently, we generate individual SEO reports in Looker Studio using the following data sources:

Google Analytics 4 (GA4)
Google Search Console (GSC)
SEMRush (Site Audit, Domain Analytics, Backlinks, Organic Search Positions)
Ahrefs

We also maintain Overview Reports combining multiple clients into a single report, but struggle with frequent data disconnections and conversion data showing wrong numbers.

What We Need:
✅ Fix recurring data source disconnections
✅ Ensure accurate GA4 conversion tracking via GTM.
✅ Fix our SEO report setup for Overview Reports
✅ Implement best practices & train our team for accurate setup.

Skills & Experience:

✅Expert in Looker Studio & SEO reporting
✅Strong knowledge of GA4, GTM, GSC, SEMRush, Ahrefs
✅Experience troubleshooting API/data connection issues
✅Familiarity with report automation & maintenance

This may lead to ongoing maintenance work.
Apply with relevant experience, past projects, and availability."	more	"about ""Looker Studio Specialist for SEO Reports, GA4 & GTM Integration"""	Google Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741842952192	Google Tag Manager	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742535012352	Looker Studio	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626742065250304	Campaign Reporting	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1534904403189121024											Payment verified	Rating is 5.0 out of 5.	$200K+	Australia	15 to 20
yesterday	Python Developer for CRM Development and Management	https://www.upwork.com/jobs/Python-Developer-for-CRM-Development-and-Management_~021889122880214244677/?referrer_url_path=find_work_home	Job feedback Python Developer for CRM Development and Management	Save job Python Developer for CRM Development and Management	Hourly	Intermediate	Est. Time:	30+ hrs/week	"Job Title: Python Developer – CRM System Development

Job Overview: We are seeking a skilled Python Developer to lead the development and ongoing optimization of our company’s CRM system. The ideal candidate will have a strong programming background and a proven ability to create high-quality, scalable web applications. You’ll be responsible for enhancing existing features, implementing new functionality, and ensuring our CRM platform remains intuitive and efficient. A solid understanding of relational databases and web frameworks is essential for success in this role. Join our team and help us elevate our customer relationship management processes!

Key Skills and Requirements:

Senior Python Developer with expertise in FastAPI, LangChain, Pedantic, PostgreSQL, Azure Cognitive Search, and Pinecone.

Proven experience with Microsoft Entra ID, Graph API, and various Azure services.

This role will involve working with AI, cloud computing, and enterprise software development on the Azure platform."	more	"about ""Python Developer for CRM Development and Management"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Customer Relationship Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626728555397120									Payment verified	Rating is 5.0 out of 5.	$10K+	United States	50+
