text-caption 2	air3-link	air3-link href	sr-only	sr-only 2	text-light 2	text-light 4	text-light 6	text-light 7	air3-line-clamp	air3-btn-link-secondary	sr-only 3	air3-token	air3-token href	air3-token 2	air3-token href 2	air3-token 3	air3-token href 3	text-light 8	sr-only 6	d-inline-block	d-inline-flex	text-base-sm	air3-token 4	air3-token href 4	air3-token 5	air3-token href 5	air3-token 6	air3-token href 6	air3-token 7	air3-token href 7	air3-token 8	air3-token href 8	air3-token 9	air3-token href 9
11 hours ago	Bubble.io, HubSpot & AI Integration Expert Needed for Ongoing Projects	https://www.upwork.com/jobs/Bubble-HubSpot-Integration-Expert-Needed-for-Ongoing-Projects_~021884742149348377899/?referrer_url_path=find_work_home	Job feedback Bubble.io, HubSpot & AI Integration Expert Needed for Ongoing Projects	Save job Bubble.io, HubSpot & AI Integration Expert Needed for Ongoing Projects	Hourly: $10-$25	Intermediate	Est. Time:	Less than 30 hrs/week	"Bubble.io, HubSpot & AI Integration Expert Needed for Ongoing Projects

We’re looking for a highly skilled Bubble.io and HubSpot expert with experience in AI integrations (ChatGPT, AI wrappers, automation tools, etc.) to support us with various projects and system integrations.

Our platform, Specialised Tradies, connects tradies with commercial work opportunities. We need an experienced freelancer to help us optimise workflows, automate processes, and enhance our platform with AI capabilities.

What You’ll Be Doing:

Bubble.io Development: Enhancing and refining platform features, ensuring a seamless user experience.

HubSpot CRM Setup & Integration: Customising and automating workflows for lead management and client engagement.

AI & Chatbot Development: Implementing and optimising ChatGPT API, AI-powered workflows, and AI wrappers to improve user interactions.

API Development & Integrations: Connecting Bubble.io, HubSpot, and third-party AI tools for seamless automation.

Performance Optimisation: Troubleshooting and refining workflows for efficiency.


Who We’re Looking For:

Proven experience in Bubble.io and HubSpot CRM.

Strong understanding of AI tools, ChatGPT API, AI-powered chatbots, and automation.

Hands-on experience with API development, third-party integrations, and AI wrapper implementation.

Ability to work independently and proactively suggest improvements.

Excellent English communication skills (both written and verbal).

A problem-solver who can work in a fast-paced startup environment.


Nice to Have:

Experience with Zapier, Make (Integromat), OpenAI API, and other automation tools.

Background in machine learning, natural language processing (NLP), or AI-driven analytics.

Previous work on marketplace platforms or SaaS products.


Project Scope:

This will be an ongoing role with various projects and potential long-term collaboration. We’ll start with specific tasks, and if it’s a great fit, we’ll continue working together on future projects.

How to Apply:

Please provide:

1. A brief overview of your experience with Bubble.io, HubSpot, and AI integrations.


2. Examples of previous projects (screenshots, links, or case studies).


3. Your hourly rate and availability.



Looking forward to working with a tech-savvy expert who can help us scale our platform with AI-driven innovations!"	more	"about ""Bubble.io, HubSpot & AI Integration Expert Needed for Ongoing Projects"""	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Web Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795211276288	Web Design	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795181916160	Payment verified	Rating is 5.0 out of 5.	$31	AUS	Less than 5	CSS	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626728794472448	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Bubble.io	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1549040412262273024						
11 hours ago	Etl engineer to integrate multiple data sources into tableau	https://www.upwork.com/jobs/Etl-engineer-integrate-multiple-data-sources-into-tableau_~021884740343216768593/?referrer_url_path=find_work_home	Job feedback Etl engineer to integrate multiple data sources into tableau	Save job Etl engineer to integrate multiple data sources into tableau	Hourly: $25-$30	Expert	Est. Time:	Less than 30 hrs/week	"Role Overview:

We are seeking a highly skilled Tableau ETL Data Engineer to join our dynamic team. This role involves the design, implementation, and maintenance of ETL processes that consolidate data from multiple sources into Tableau, facilitating advanced data visualization and analytics."			Tableau	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626784704544768	Data Analysis	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626729515892736	ETL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626736444882944	Payment verified	Rating is 3.3 out of 5.	$100K+	United States	10 to 15	ETL Pipeline	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580563717640192										
11 hours ago	HubSpot Dashboard Specialist for Comprehensive Marketing Reporting	https://www.upwork.com/jobs/HubSpot-Dashboard-Specialist-for-Comprehensive-Marketing-Reporting_~021884739232586581464/?referrer_url_path=find_work_home	Job feedback HubSpot Dashboard Specialist for Comprehensive Marketing Reporting	Save job HubSpot Dashboard Specialist for Comprehensive Marketing Reporting	Fixed-price	Intermediate	Est. Budget:	$200	"Job Title: HubSpot Dashboard Specialist for Comprehensive Marketing Reporting

Job Description:
We are seeking an experienced HubSpot specialist to develop a comprehensive dashboard that provides detailed insights into our marketing activities. The ideal candidate will have a deep understanding of HubSpot and be able to integrate various marketing channels into a cohesive reporting system.

Responsibilities:
	•	Develop a HubSpot dashboard to track all incoming leads from our marketing activities.
	•	Integrate data from Google Ads, Lemlist and other marketing channels.
	•	Provide detailed metrics, including cost per lead, cost per conversion, and overall campaign performance.
	•	Ensure real-time reporting and easy accessibility for our team.
	•	Collaborate with our marketing team to customize reports based on our needs.

Requirements:
	•	Proven experience in HubSpot dashboard creation and customization.
	•	Familiarity with integrating Google Ads, Lemlist, and other marketing platforms with HubSpot.
	•	Strong analytical skills with the ability to provide actionable insights.
	•	Excellent communication skills to understand our requirements and provide regular updates.
	•	Attention to detail and commitment to delivering high-quality work.

Budget: $200

Timeline: Looking to have the dashboard completed within 1 week

Experience Level: Intermediate to Expert

How to Apply:
Please provide examples of previous HubSpot dashboards or similar projects you have completed. Include a brief overview of your approach to this project and any relevant certifications or skills.

We are excited to find a skilled professional who can help us streamline our marketing analytics and drive data-driven decisions. If you have the expertise we need, we’d love to hear from you!"	more	"about ""HubSpot Dashboard Specialist for Comprehensive Marketing Reporting"""	Data Visualization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208890146823	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	Dashboard	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1225465936942960640	Payment verified	Rating is 0 out of 5.	$0	USA	Less than 5	HubSpot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626745198395392	A/B Testing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626708179468288								
11 hours ago	Internal Tool Development for Price Comparison of Food Retailers	https://www.upwork.com/jobs/Internal-Tool-Development-for-Price-Comparison-Food-Retailers_~021884737397273890835/?referrer_url_path=find_work_home	Job feedback Internal Tool Development for Price Comparison of Food Retailers	Save job Internal Tool Development for Price Comparison of Food Retailers	Hourly: $15-$35	Intermediate	Est. Time:	Less than 30 hrs/week	"We are seeking a skilled developer to create an internal tool that can efficiently compare prices across various food retailers. This project will involve web scraping to gather real-time price data and implementing data visualization techniques to present the findings clearly. The ideal candidate will have experience in both data scraping and visualization, with a focus on user-friendly interfaces. 

Here is an example of a source of inspiration: https://kiprix.com/

You will find attached more details about what we are looking for"	more	"about ""Internal Tool Development for Price Comparison of Food Retailers"""	Microsoft Excel	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626758615973888	Data Scraping	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730405085184	PHP	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274385	Payment verified	Rating is 0 out of 5.	$200+	FRA	20 to 50	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383										
11 hours ago	CRM Build Out for Ai & Marketing StartUp	https://www.upwork.com/jobs/CRM-Build-Out-for-Marketing-StartUp_~021884736368787113432/?referrer_url_path=find_work_home	Job feedback CRM Build Out for Ai & Marketing StartUp	Save job CRM Build Out for Ai & Marketing StartUp	Hourly: $15-$35	Intermediate	Est. Time:	Less than 30 hrs/week	"Budget is a placeholder!  Hi - my name is Luke. I own a Ai & Marketing startup thats looking to have a CRM built out for us. Im pretty agnostic as to on which platform (AirTable, Notion, Monday, Hubspot, etc.)

We're still relatively small but will be scaling with the help of this. Some items I need:

Required CRM Functionalities
1. Lead & Contact Management
✅ Centralized lead database with full contact details (Name, Email, LinkedIn, Company, Job Title)
✅ Lead scoring system based on engagement, industry, and qualification criteria
✅ AI-driven lead enrichment (Apollo.io, ZoomInfo, Lusha integration)
✅ Automatic lead assignment to team members based on region, industry, or priority
✅ Activity logging (email, calls, LinkedIn interactions)

2. Sales Pipeline & Deal Tracking
✅ Kanban-style pipeline with stages (New Lead → Contacted → Meeting Scheduled → Proposal Sent → Closed-Won/Lost)
✅ Custom deal tracking with estimated revenue, expected close dates, and decision-maker details
✅ Automated deal progression based on email/call activity
✅ Integration with Google/Outlook Calendar for scheduling meetings and follow-ups

3. Email & Outreach Automation
✅ Cold email sequence builder with AI-generated personalization
✅ Email campaign tracking (open rates, response rates, bounce rates)
✅ A/B testing for email subject lines and messaging
✅ LinkedIn and SMS outreach automation (LinkedIn Sales Navigator, Twilio integration)
✅ AI-driven lead nurturing recommendations

4. Cold Calling & Follow-Ups
✅ Click-to-call integration (Aircall, JustCall, Kixie)
✅ Call logging with notes and automatic call categorization
✅ Voicemail drop and call script templates
✅ Automatic reminders for follow-ups and task tracking

5. Workflow Automation & AI-Powered Assistance
✅ Auto-assign leads based on engagement and territory
✅ Automated follow-up reminders and task notifications
✅ AI-generated email and LinkedIn outreach drafts
✅ AI-powered chatbot or assistant for lead qualification
✅ Auto-sync lead interactions between email, CRM, and LinkedIn

6. CRM & Dashboard Analytics
✅ Real-time sales and performance dashboards
✅ Custom reports on lead conversion rates, outreach success, and deal value
✅ Email engagement analytics (click-through rates, open rates, response tracking)
✅ Forecasting insights based on past pipeline data
✅ Monthly and weekly automated reporting sent via email

7. Integrations & Tech Stack
✅ HubSpot, Airtable, Pipedrive, or custom-built solution (Retool, Glide, Webflow)
✅ Apollo.io, ZoomInfo, Lusha for lead enrichment
✅ Zapier, Make, or Power Automate for automation
✅ Google Sheets, Notion, or Airtable for internal data sharing
✅ Slack or Microsoft Teams for notifications and updates"	more	"about ""CRM Build Out for Ai & Marketing StartUp"""	Web Application	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580737240190976	Customer Relationship Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626728555397120	HubSpot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626745198395392	Payment verified	Rating is 4.7 out of 5.	$80K+	United States	20 to 50												
11 hours ago	Remote AI Skills Trainer for Online Training Centre	https://www.upwork.com/jobs/Remote-Skills-Trainer-for-Online-Training-Centre_~021884736038436835347/?referrer_url_path=find_work_home	Job feedback Remote AI Skills Trainer for Online Training Centre	Save job Remote AI Skills Trainer for Online Training Centre	Hourly: $15-$50	Intermediate	Est. Time:	Less than 30 hrs/week	We are looking for a passionate and experienced AI Skills Trainer to join our online training centre. The ideal candidate will be responsible for developing and delivering engaging training modules focused on artificial intelligence concepts and applications. You will work with learners of diverse backgrounds, guiding them through practical exercises and assessments. Strong communication skills and a deep understanding of AI technologies are essential. If you have a knack for teaching and a desire to empower others in the AI field, we want to hear from you!	more	"about ""Remote AI Skills Trainer for Online Training Centre"""	Training	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580716411277312	Training & Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580716713267200	Communications	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626726017843200	Payment verified	Rating is 5.0 out of 5.	$3K+	United Kingdom	5 to 10	Curriculum Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626728941273088	Facilitation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580569136680960								
11 hours ago	Rag / AI coder wanted for LLM startup	https://www.upwork.com/jobs/Rag-coder-wanted-for-LLM-startup_~021884734866521940878/?referrer_url_path=find_work_home	Job feedback Rag / AI coder wanted for LLM startup	Save job Rag / AI coder wanted for LLM startup	Hourly: $10-$60	Expert	Est. Time:	Less than 30 hrs/week	"Looking for AI / RAG coder to setup a LLM for a startup 

The site allows users to create  a profile about their brain health 
From that it looks for online resources / and those added via PDF. 

It then has ability to transcribe the articles into the age group / complexity level of the user 

See attached example

Still deciding on LLM to use, but would like to use Vertex 
Prefer quoted fixed price quote on project 

Start asap"	more	"about ""Rag / AI coder wanted for LLM startup"""	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192			Payment verified	Rating is 4.1 out of 5.	$10K+	Australia	20 to 50												
11 hours ago	AI-Powered Chatbot Developer for WhatsApp Business API Integration with Zoho CRM	https://www.upwork.com/jobs/Powered-Chatbot-Developer-for-WhatsApp-Business-API-Integration-with-Zoho-CRM_~021884734847183196179/?referrer_url_path=find_work_home	Job feedback AI-Powered Chatbot Developer for WhatsApp Business API Integration with Zoho CRM	Save job AI-Powered Chatbot Developer for WhatsApp Business API Integration with Zoho CRM	Hourly: $10-$20	Intermediate	Est. Time:	30+ hrs/week	We are seeking an experienced developer to create and maintain an AI-powered chatbot that seamlessly integrates WhatsApp Business API with Zoho CRM. The goal is to automate customer communication and enhance user experience. The ideal candidate will have a strong background in chatbot development, API integration, and familiarity with Zoho CRM functionalities. You will be responsible for ensuring the chatbot operates effectively, providing ongoing maintenance and updates as needed.	more	"about ""AI-Powered Chatbot Developer for WhatsApp Business API Integration with Zoho CRM"""	AI Agent Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873665	AI Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314254262272	ChatGPT API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873664	Payment verified	Rating is 0 out of 5.	$0	Israel	5 to 10	OpenAI Codex Prompt	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314287816704	OpenAI API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1733104400580624384	AI Bot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314170376192	AI Model Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716863997775872	AI App Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314241679360	AI-Generated Code	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1633880476564385792
11 hours ago	WANTED: Female Unicorn EA+PM for Female L.A. based  Creative Entrepreneur bldg a hybrid micro-agency	https://www.upwork.com/jobs/WANTED-Female-Unicorn-for-Female-based-Creative-Entrepreneur-bldg-hybrid-micro-agency_~021884732777485076049/?referrer_url_path=find_work_home	Job feedback WANTED: Female Unicorn EA+PM for Female L.A. based  Creative Entrepreneur bldg a hybrid micro-agency	Save job WANTED: Female Unicorn EA+PM for Female L.A. based  Creative Entrepreneur bldg a hybrid micro-agency	Fixed-price	Entry level	Est. Budget:	$500	"Happy New Year!!

Our theme for this year is ""Make Shift Happen""!

Are you a tech savvy executive assistant who enjoys contributing to the conversation of vision and execution?  Do you love to laugh, prefer building people and adding value to them where the work is often deep and slow vs fast and shallow?  If this is you, then we should talk. (freelancer only - no agencies).

Here's who we are:  A workshop experience design and OBM readiness micro-agency focusing on capacity building for ambitious, early stage female creative entrepreneurs to help them integrate The Woo and The Work.  

We specifically serve the course creators, coaches, and service providers with soul and strategy illumination + integration + implementation to help them:
-Organize both their minds (digital and physical)
-Align their actions
-Drive their process
-Track their progress

That's why I need - a ""jack of all trades"" techhead with a passion for automation optimization and visual collaboration.

You have experience with:
-Basecamp
-Miro
-Click-Up
-Zapier
-Notion
-ChatGPT 
-Airtable
-Motion
=Butter
-Zoom
-Capacities
-And more ... with a willingness to learn and build with me ...

You must be familiar with:
-Human Design and the energetics of business
-Breathwork and the practice of nervous system regulation
-12 Week Year and the practice of making growth intentional and accountability as ownership
-OKR's & KPI's and the practice of measuring what matters
-Faciliation and workshops and the practice of doing guided work
-Music and how the power of music can shift and atmosphere
-The Power of Play and how to make work and winning fun

This is a 60- 90 day gig with a need for approx 6-10hrs per week.  I am looking to build with someone 1 - 3 times weekly with 2 -3hr work blocks and asynchronous communication.  

The pay is $125 per week/ $250 biweekly / $500 mo with a pay-for-performance / bonus opportunity.

If you're interested, let me know and here's how things will proceed ..
-You reply with your interest and your Human Design chart by visiting https://nicolelaino.com/chart 
-Share you're availability for a 20 minute coffee chat during the week of Feb 3rd between 10 - 12pm PST any day next week
-During our call we'll discuss (1) your goals for 2025 - like what type of client are you looking to work with this year, (2) your availability to work together in 2-3hr work blocks 1-2 times per week, and (3) my project plan for 1Q&2Q 2025.
-If agreed, we can discuss moving forward the week of Feb 10th and the possibility of extending the opportunity longer.

If you're open to working with an ambitious, clear, systems and design thinking creative entrepreneur, this is a great opportunity to learn, build, and grow with a disruptive personal brand.

Excited to hear from you.

Tanisha"	more	"about ""WANTED: Female Unicorn EA+PM for Female L.A. based  Creative Entrepreneur bldg a hybrid micro-agency"""	Milestones	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580632667803648	Decision Making	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580543962468352	Critical Thinking Skills	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580534453981184	Payment verified	Rating is 5.0 out of 5.	$600+	United States	Less than 5	Cost Control	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626728056274944	Communications	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626726017843200	Budget Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1192876963551264768	Project Scheduling	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626771228246016	Team Alignment	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580709922689024	Presentations	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626770452299776
11 hours ago	HR Analytics Specialist with ADP & Power BI Expertise	https://www.upwork.com/jobs/Analytics-Specialist-with-ADP-Power-Expertise_~021884729992447091598/?referrer_url_path=find_work_home	Job feedback HR Analytics Specialist with ADP & Power BI Expertise	Save job HR Analytics Specialist with ADP & Power BI Expertise	Hourly: $8-$15	Intermediate	Est. Time:	Less than 30 hrs/week	"We are seeking an experienced HR Analytics Specialist to help us analyze and visualize employee data using ADP data extracts in Power BI. The ideal candidate should be proficient in handling multiple data files and extracting valuable insights to drive decision-making. You will work closely with a consulting team to implement net new analytics capabilities and report on key HR metrics. Strong knowledge of data modeling and visualization techniques is essential. If you have a passion for HR analytics and a knack for data storytelling, we want to hear from you!

Phase 1: Demonstrate capabilities
We will use a year's worth of payroll data extracted ADP to do 2 things: marry the data across payroll period, and marry in other data, such as over-time, shift differentials, etc.

Phase 2: Migrate dashboards from proof of concept to read from ADP database
Once we demonstrate the analytics, we migrate the dashboards to read from ADP database.

Must have:
-Understanding of HR data
-Power BI knowledge
-Understanding of healthcare (hospital) HR a HUGE plus"	more	"about ""HR Analytics Specialist with ADP & Power BI Expertise"""	Human Resources Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1253342880257945600	Microsoft Power BI	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626759018627072	Microsoft Excel	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626758615973888	Payment verified	Rating is 0 out of 5.	$700+	United States	10 to 15	Business Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626721978728448	Data Visualization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208890146823								
11 hours ago	Social Media Analytics & Dashboard Setup Expert Needed	https://www.upwork.com/jobs/Social-Media-Analytics-Dashboard-Setup-Expert-Needed_~021884728748827566990/?referrer_url_path=find_work_home	Job feedback Social Media Analytics & Dashboard Setup Expert Needed	Save job Social Media Analytics & Dashboard Setup Expert Needed	Hourly: $15-$50	Intermediate	Est. Time:	Hours to be determined	We are seeking a Social Media Analytics expert to set up and manage a reporting dashboard using Google Data Studio, Power BI, or Excel. The ideal candidate will have experience in creating visually appealing and insightful dashboards that track social media performance metrics. Ongoing monthly reporting will also be required. Please provide your setup cost and monthly payment structure in your proposal.	more	"about ""Social Media Analytics & Dashboard Setup Expert Needed"""	Google Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741842952192	Facebook	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208978227208	Social Media Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626781114220544	Payment verified	Rating is 5.0 out of 5.	$60K+	Canada	15 to 20	Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626712596070400										
12 hours ago	Large scale data collection/lead generation	https://www.upwork.com/jobs/Large-scale-data-collection-lead-generation_~021884727540607665624/?referrer_url_path=find_work_home	Job feedback Large scale data collection/lead generation	Save job Large scale data collection/lead generation	Hourly: $8-$25	Intermediate	Est. Time:	Less than 30 hrs/week	"Project Plan: Data Scraping for Professionals with F.Pl. | Institute of Financial Planning Credentials in Montreal Quebec canada
Project Overview
The goal of this project is to collect and maintain an up-to-date database of professionals holding the F.Pl. (Financial Planner) credential from the Institute of Financial Planning. The data will be sourced from publicly available websites, directories, and professional networks. The collected data should be structured, cleaned, and stored in Google Sheets for easy access and analysis.
Objectives
•	Automate the data scraping process for efficiency and scalability.
•	Extract key information such as name, contact details, employer, location, and industry.
•	Ensure compliance with data privacy regulations (e.g., GDPR, CCPA).
•	Store the data in a structured format in Google Sheets with regular updates.
Scope of Work
1.	Identify Data Sources
o	Professional directories (e.g., CFP Board, Institute of Financial Planning website).
o	LinkedIn profiles (if permissible under their policies).
o	Company websites and industry listings.
o	Financial advisory firm databases.
2.	Develop Scraping Scripts
o	Use Python (BeautifulSoup, Scrapy, Selenium) or other relevant tools to automate extraction.
o	Implement IP rotation and CAPTCHA-solving techniques if needed.
3.	Data Processing & Cleaning
o	Remove duplicates, normalize formats (e.g., phone numbers, names, addresses).
o	Validate extracted data for accuracy and completeness.
4.	Automate Data Upload to Google Sheets
o	Use APIs (Google Sheets API) for automatic data updates.
o	Schedule updates at defined intervals (e.g., weekly or monthly).
5.	Ensure Compliance & Error Handling
o	Implement rate limiting and respect robots.txt files.
o	Monitor for data integrity issues and log errors.
6.	Documentation & Handover
o	Provide detailed documentation of the scraping scripts.
o	Ensure easy maintenance and future scalability.
________________________________________
Job Description: Data Scientist (Web Scraping & Automation)
Position: Data Scientist – Web Scraping & Automation
Location: Remote / Flexible
Job Type: Contract / Full-Time
Job Summary:
We are seeking an experienced Data Scientist with expertise in web scraping and automation to build and maintain a large-scale data extraction pipeline for professionals holding the F.Pl. (Financial Planner) credential. The ideal candidate should have a strong background in Python-based web scraping, data engineering, and Google Sheets API integration.
Key Responsibilities:
•	Develop and maintain web scraping scripts to extract structured data from multiple sources.
•	Automate data collection and integration into Google Sheets using APIs.
•	Clean, validate, and normalize extracted data for accuracy and usability.
•	Implement anti-blocking techniques (e.g., IP rotation, user-agent switching, headless browsing).
•	Ensure compliance with data privacy laws (GDPR, CCPA).
•	Monitor scraping performance, log errors, and optimize efficiency.
•	Document processes and assist in knowledge transfer.
Required Qualifications:
•	Proven experience in web scraping and data automation.
•	Expertise in Python (BeautifulSoup, Scrapy, Selenium, Pandas, Requests).
•	Experience working with Google Sheets API for data integration.
•	Familiarity with proxy management and CAPTCHA-solving techniques.
•	Strong knowledge of data structures, cleaning, and processing.
•	Ability to handle large-scale data collection efficiently.
•	Experience with cloud-based data storage (Google Cloud, AWS, etc.) is a plus.
•	Knowledge of ethical scraping practices and legal considerations.
Preferred Qualifications:
•	Experience working with financial services data.
•	Understanding of Natural Language Processing (NLP) for entity extraction.
•	Prior experience with database management (SQL, NoSQL)."	more	"about ""Large scale data collection/lead generation"""	Scrapy	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778132070400	Camelot	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580511452418048	Python-Requests	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1204836473814237184	Payment verified	Rating is 4.8 out of 5.	$10K+	Canada	10 to 15	Web Scraping Framework	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1484275197642723328	Web Scraping Plugin	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1484275322385518592	Google Apps Script	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741947809792	Data Scraping	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730405085184	Data Entry	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626730136649728	Data analyst	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=free_text
12 hours ago	Email to LLM MVP	https://www.upwork.com/jobs/Email-LLM-MVP_~021884725721924199310/?referrer_url_path=find_work_home	Job feedback Email to LLM MVP	Save job Email to LLM MVP	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	"I'm looking to build an MVP for a project I'm working on. This will be a proof of concept.

The end goal is to build a webapp that will allow users to run LLMs against each one of their emails for the purpose of categorizing the emails or drafting responses.

The first stage of building this is to use the Google OAuth, Gmail API, Supabase, and Github to build an mvp where we can dump recent and incoming emails into a webapp. In the webapp, we should be able to segment out the elements of the data (e.g. subject, from, etc.).

The second stage will be to run prompts against emails for categorization.

The third stage will be to draft and send responses to emails."	more	"about ""Email to LLM MVP"""	ChatGPT	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864178130944	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Payment verified	Rating is 5.0 out of 5.	$3K+	United States	20 to 50	Web Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795211276288	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	Web Application	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580737240190976	React	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626773660942336	Front-End Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626740031012864	Node.js	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626762999021568
