text-caption 2	air3-link	air3-link href	sr-only	sr-only 2	text-light 2	text-light 4	text-light 6	text-light 7	air3-line-clamp	air3-btn-link-secondary	sr-only 3	air3-token	air3-token href	air3-token 2	air3-token href 2	air3-token 3	air3-token href 3	air3-token 4	air3-token href 4	text-light 8	sr-only 6	d-inline-block	d-inline-flex	text-base-sm	air3-token 5	air3-token href 5	air3-token 6	air3-token href 6	air3-token 7	air3-token href 7	air3-token 8	air3-token href 8
9 hours ago	Build & Deploy Stock Trade Tracking System	https://www.upwork.com/jobs/Build-Deploy-Stock-Trade-Tracking-System_~021890978167896736208/?referrer_url_path=find_work_home	Job feedback Build & Deploy Stock Trade Tracking System	Save job Build & Deploy Stock Trade Tracking System	Hourly: $15-$65	Expert	Est. Time:	Less than 30 hrs/week	"📌 Project Overview:
I am looking for an experienced Dev/Engineer to build, deploy, and fully transfer ownership of a Congressional Stock Trade Tracking System that:  
✅ Fetches real-time Congressional stock trades using the QuiverQuant & Unusual Whale APIs
✅ Analyzes trade profitability using stock market data from Yahoo Finance
✅ Sends automated email alerts when trades are detected and classified 
✅ Deploys a live dashboard to track trades in real-time  
✅ Runs 24/7 on a cloud server and is fully automated
✅ Can use predictive analysis to filter by confidence (in document)
✅ Has a couple of additional filters for industry specific review (technology, energy, etc.)

At the end of the project, I must own the entire system, including all source code, server access, and credentials
I have specific people for the system to track, it will not be the entirety of congress
I have attached a document with sample code snippets from chatgpt. i do not have the technical expertise to build/perform set up. 

1️⃣ System Setup & Development
- Set up and configure a cloud server on Google Cloud (Compute Engine) or AWS EC2
- Install Python, required libraries, and API integrations
- Fetch real-time Congressional stock trade data from QuiverQuant/Unusual Whales
- Analyze stock performance using Yahoo Finance API  
- Classify trades as:
  - Profitable ✅(Stock increased  more than 10% since trade date)
  - Risky ⚠️(Stock increased 0-10%)
  - Not Profitable ❌ (Stock decreased)  
- Send automated email alertswhen new trades are detected  

 2️⃣ Email Alert System
- Enable Gmail SMTP or alternative (SendGrid, AWS SES)
- Send real-time email alerts whenever a trade is detected  
- Include trade details & risk classification in the email

3️⃣ Dashboard Development 
- Build a web dashboard using Streamlit, Flask, other
- Display live trade data, stock performance, and historical trends
- Host the dashboard on Google Cloud / AWS for 24/7 access

4️⃣ Automation & Deployment
- Set up the system to run automatically every 2 hours
- Use `cron jobs` or `systemd` to restart after reboot
- Ensure error handling and logging

5️⃣ Full Transfer of Ownership
At the end of the project, the freelancer must transfer:
✅ All source code (GitHub repo or ZIP file)  
✅ Cloud server credentials & documentation
✅ Step-by-step guideto maintain and update the system  

🛠️ Tech Stack
- Python** (requests, pandas, yfinance, schedule, smtplib, Flask/Streamlit)  
- Cloud: Google Cloud Compute Engine / AWS EC2  
- APIs: QuiverQuant API, Yahoo Finance API, SMTP for email alerts  
- Automation: Cron jobs or systemd for scheduled execution  

✅ Deliverables
✔ Fully functional system that runs 24/7
✔ Real-time email alerts when a Congressional trade is detected
✔ Live dashboard for tracking trades (if applicable) 
✔ Cloud-based deployment on Google Cloud / AWS  
✔ Complete transfer of ownership & step-by-step documentation"	more	"about ""Build & Deploy Stock Trade Tracking System"""	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	Web Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795211276288	Payment verified	Rating is 4.9 out of 5.	$300+	United States	15 to 20	Dashboard	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1225465936942960640						
9 hours ago	LinkedIn AI Automation - Commenting, Likes, Messaging, Outreach	https://www.upwork.com/jobs/LinkedIn-Automation-Commenting-Likes-Messaging-Outreach_~021890974693239148660/?referrer_url_path=find_work_home	Job feedback LinkedIn AI Automation - Commenting, Likes, Messaging, Outreach	Save job LinkedIn AI Automation - Commenting, Likes, Messaging, Outreach	Hourly	Expert	Est. Time:	Less than 30 hrs/week	"Job Overview
I receive 1,000+ reactions and hundreds of comments daily on LinkedIn. I need an AI-powered automation tool that can:

Auto-comment on my posts and others’ posts with AI-generated responses.
Auto-reply to messages in my LinkedIn inbox based on my content, past replies, and ChatGPT-powered AI.
Auto-book calls & close sales in my inbox using my Calendly link and pre-set lead qualification criteria.
Be undetectable, safe, and compliant with LinkedIn policies to avoid bans.
Be reliable, already built, and ready for immediate use (or require minimal customization).
Ideal Candidate:
Already has a LinkedIn automation tool that meets most or all requirements.
Can quickly install, configure, and customize as needed within 3 days.
Has experience with AI-driven engagement tools, chatbots, and LinkedIn automation.
Understands LinkedIn’s detection methods and how to ensure compliance.
Requirements:
Fully functional AI automation tool for LinkedIn (extension, cloud-based, or API-driven).
AI-powered responses that adapt to my tone, style, and previous messages.
Safe & undetectable—Must not trigger LinkedIn bans or restrictions.
Ability to auto-book sales calls based on lead responses.
Customization options if needed, including tweaks to AI responses and workflows.
Preferred Tech Stack:
Open to existing browser extensions, cloud-based SaaS, or API solutions.
AI engine should be ChatGPT-based or similar (Claude, Gemini, or custom NLP models).
CRM/email integration is a plus but not required.
Timeline & Budget:
Must be completed within 3 days.
Open to reasonable pricing for a ready-made or quickly customizable solution.
If you already have a working LinkedIn AI automation tool or can quickly deliver one, send a proposal with:
✅ A demo or description of your tool
✅ Pricing & delivery timeframe
✅ Past experience with LinkedIn automation

Looking to hire immediately—let’s get this running ASAP!"	more	"about ""LinkedIn AI Automation - Commenting, Likes, Messaging, Outreach"""	LinkedIn	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1052162208978227205	LinkedIn Campaign Manager	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1204836464238641152	Social Media Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626781101637632	Lead Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626753582809088	Payment verified	Rating is 0 out of 5.	$10	USA	10 to 15	LinkedIn Lead Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1549040754802692096	LinkedIn Profile Optimization	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1504884891549958144				
10 hours ago	🚀 AI Automation Specialist | ChatGPT, API Integrations & AI Workflows 🚀	https://www.upwork.com/jobs/Automation-Specialist-ChatGPT-API-Integrations-Workflows_~021890973400369791440/?referrer_url_path=find_work_home	Job feedback 🚀 AI Automation Specialist | ChatGPT, API Integrations & AI Workflows 🚀	Save job 🚀 AI Automation Specialist | ChatGPT, API Integrations & AI Workflows 🚀	Hourly: $5-$20	Intermediate	Est. Time:	30+ hrs/week	"We are looking for a highly skilled AI Automation Specialist with expertise in ChatGPT, API integrations, Node-RED, and browser automation to develop AI-driven systems for social media marketing, dropshipping, and affiliate marketing. This role is perfect for someone who thrives on automating complex business processes and scaling online businesses using cutting-edge AI technologies.

🔹 Responsibilities:
✅ AI-Powered Content Automation – Automate high-quality content creation for social media using ChatGPT, AI workflows, and API integrations.
✅ Browser Automation & Web Scraping – Utilize Browser-Use Web UI, Playwright, Puppeteer, or Selenium to automate web-based tasks.
✅ API Integrations & Workflow Automation – Set up and optimize Make (Integromat), Zapier, and custom API-based automation for seamless business operations.
✅ Social Media Growth Automation – Manage multi-account automation for platforms like Instagram, Threads, TikTok, and Reddit using GoLogin & proxies.
✅ Node-RED Workflow Development – Build low-code automation pipelines to streamline marketing, data collection, and AI decision-making processes.
✅ eCommerce & Dropshipping Automation – Implement AI-driven product research, order fulfillment, and store management automation.
✅ Affiliate Marketing & Funnel Optimization – Automate lead generation, conversion tracking, and sales funnel workflows.
✅ AI-Driven Trend & Competitor Research – Scrape and analyze YouTube, Google Trends, and social media to identify emerging business opportunities.

🔹 Ideal Candidate:
✔ Strong expertise in ChatGPT, API integrations, and AI-powered automation
✔ Proficient in Node-RED, Browser-Use Web UI, Playwright, Puppeteer, or Selenium
✔ Experience with Make (Integromat), Zapier, or custom API workflow automation
✔ Familiarity with GoLogin, proxy management, and multi-account social media automation
✔ Strong background in Python, JavaScript, or no-code AI automation tools
✔ Ability to build fully autonomous AI-driven systems that require minimal human intervention

🔹 Why Work With Us?
🚀 Work on cutting-edge AI-driven projects – Automate & scale real businesses using the latest AI and automation tools.
💡 Innovative & challenging work – Solve complex problems in social media, eCommerce, and digital marketing.
📈 Long-term opportunity – We’re building scalable businesses and need top talent for long-term collaboration.

💡 To apply, please provide:
1️⃣ Examples of past AI automation projects you've worked on.
2️⃣ Details of your experience with Browser-Use Web UI, Node-RED, or other browser automation tools.

If you love automation, AI, and scaling online businesses, we want to hear from you! 🚀"	more	"about ""🚀 AI Automation Specialist | ChatGPT, API Integrations & AI Workflows 🚀"""	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Automation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626717876699136	API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482566246400	Machine Learning	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626755474440192	Payment verified	Rating is 0 out of 5.	$0	United States	Less than 5	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383	TensorFlow	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626785698594816
10 hours ago	Desktop Application Development with AI LLM Integration / Web Scraping	https://www.upwork.com/jobs/Desktop-Application-Development-with-LLM-Integration-Web-Scraping_~021890972818350778928/?referrer_url_path=find_work_home	Job feedback Desktop Application Development with AI LLM Integration / Web Scraping	Save job Desktop Application Development with AI LLM Integration / Web Scraping	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	We are seeking a skilled developer to create a desktop application that integrates AI language model (LLM) technology. The application should enable users to upload information, which will then be analyzed, reviewed, and reported on. Additionally, it should facilitate the development of written content based on the analysis. The ideal candidate will have experience in AI integration, application development, and a strong understanding of user interface design. Your expertise will help us deliver a powerful tool for our users. Basic accounting knowledge also a plus.	more	"about ""Desktop Application Development with AI LLM Integration / Web Scraping"""	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386	Java	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274382	C#	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274380	Payment verified	Rating is 5.0 out of 5.	$4K+	United States	10 to 15	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383						
10 hours ago	Fractional Chief Marketing Officer (CMO) – B2B Healthcare Marketing Management	https://www.upwork.com/jobs/Fractional-Chief-Marketing-Officer-CMO-B2B-Healthcare-Marketing-Management_~021890963941790961780/?referrer_url_path=find_work_home	Job feedback Fractional Chief Marketing Officer (CMO) – B2B Healthcare Marketing Management	Save job Fractional Chief Marketing Officer (CMO) – B2B Healthcare Marketing Management	Hourly: $11-$52	Intermediate	Est. Time:	30+ hrs/week	"We are a small anesthesia group specializing in staffing outpatient surgery centers. We are growing our footprint and need a strategic marketing leader to refine and optimize our automated outreach system for lead generation and conversion.

We are looking for a Fractional CMO with expertise in B2B marketing, multi-channel outreach, and performance tracking to consult on our strategy and oversee execution. This role starts as a consulting engagement and may evolve into a long-term fractional leadership position as we expand into new regions.

Role Overview:

The Fractional CMO will guide our automated outbound marketing strategy and ensure a data-driven, conversion-optimized approach. The ideal candidate will consult on best practices and oversee the implementation and performance of outreach campaigns across email, LinkedIn, and phone dialer sequences.

Key Responsibilities:

1️⃣ Initial Consultation & Strategy Development
	•	Conduct a deep-dive consultation to assess current outreach systems.
	•	Define ideal customer personas (surgery center administrators, owners, medical directors).
	•	Map out a customer journey and engagement funnel to optimize lead conversion.
	•	Recommend a sequencing strategy for email, LinkedIn, and phone dialer follow-ups.

2️⃣ Automated Outreach System Setup & Optimization
	•	Refine our existing multi-touch, multi-channel marketing system using:
	•	Email sequences → Crafted for cold, warm, and nurture leads.
	•	LinkedIn messaging → Personalized connection requests and follow-ups.
	•	Phone dialer scripting → Best practices for outbound cold calls.
	•	Recommend and implement lead scoring, segmentation, and A/B testing strategies.

3️⃣ Performance Tracking & Continuous Improvement
	•	Set up KPIs and dashboards to track:
	•	Open rates, response rates, conversion rates across email & LinkedIn.
	•	Call connect rates and follow-up efficiency for phone outreach.
	•	Pipeline movement and ROI of outreach efforts.
	•	Hubspot CRM guidelines and management.
	•	Oversee marketing analytics and provide monthly performance reviews.
	•	Adjust strategies based on data insights and iteratively improve campaign effectiveness.

4️⃣ Future Expansion & Scalable Growth Strategy
	•	Develop a repeatable outreach playbook to support regional and multi-state expansion.
	•	Provide guidance on scaling marketing efforts efficiently across new territories.
	•	Identify new channels, partnerships, or outreach innovations to drive B2B healthcare engagement.

Who You Are:
	•	B2B Marketing Expert → Proven experience with outbound marketing and lead nurturing.
	•	Healthcare Industry Knowledge → Experience in healthcare, medical sales, or service-based B2B marketing.
	•	Analytical & Data-Driven → Strong grasp of KPI tracking, A/B testing, and performance optimization.
	•	Strategic Thinker & Executor → Can consult on strategy AND oversee its implementation effectively.

Compensation & Engagement Structure:
	•	Phase 1: Consultation (Short-Term Engagement)
	•	Paid consulting engagement to assess current outreach setup and recommend improvements.
	•	Includes a strategic roadmap for email, LinkedIn, and phone outreach.
	•	Phase 2: Ongoing Oversight (Fractional CMO Role)
	•	Hourly rate.
	•	Responsible for monitoring outreach performance, optimizing workflows, and supporting expansion efforts.

How to Apply:

If you’re a B2B marketing leader with expertise in outreach automation and performance-driven marketing, we’d love to hear from you!

📩 Submit your proposal or resume with a brief description of your experience in outbound marketing, automation, and healthcare/B2B services.

💡 Bonus: If you’ve worked on a similar outreach systems, include a case study or portfolio example."	more	"about ""Fractional Chief Marketing Officer (CMO) – B2B Healthcare Marketing Management"""	Email Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626734741995520	Advertising Strategy	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1204836441522290688	Growth Strategy	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1204836458907680768	Marketing Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626756472684544	Payment verified	Rating is 5.0 out of 5.	$8K+	United States	10 to 15	Outreach Strategy	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1204836470198747136	Marketing Strategy	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626756493656064	Campaign Management	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626722553348096	B2B Marketing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626718690394112
10 hours ago	Webite + backend	https://www.upwork.com/jobs/Webite-backend_~021890961339912880592/?referrer_url_path=find_work_home	Job feedback Webite + backend	Save job Webite + backend	Hourly: $15-$35	Intermediate	Est. Time:	Less than 30 hrs/week	"I’ll outline a plan for building a personalized stock analysis and portfolio management website. This tool will focus on helping you make informed decisions, manage risk, and grow your portfolio over time. Below is a detailed plan, including the features, tech stack, and step-by-step implementation guide.

Website Features
Stock Scanning and Selection:

Scan ASX stocks based on technical indicators (e.g., RSI, MACD, moving averages).

Filter stocks by sector, market cap, or other criteria.

Price Prediction:

Predict stock prices for 3, 6, and 9 months using machine learning models.

Include confidence intervals to show the reliability of predictions.

Portfolio Management:

Track your current portfolio performance.

Simulate potential investments to see their impact on your portfolio.

News and Sentiment Analysis:

Fetch macroeconomic and microeconomic news.

Perform sentiment analysis to gauge market sentiment.

Risk Analysis:

Assign risk scores to stocks based on volatility, news sentiment, and macroeconomic factors.

Provide diversification recommendations.

Alerts and Notifications:

Set up alerts for price movements, news events, or technical indicator triggers.

Backtesting:

Test your strategies on historical data to evaluate their performance.

User-Friendly Interface:

Display data in easy-to-read charts, tables, and dashboards.

Tech Stack
Frontend: React.js or Vue.js for a dynamic, responsive interface.

Backend: Python (Flask or FastAPI) for data processing and APIs.

Database: PostgreSQL for storing user data and portfolio information.

Machine Learning: TensorFlow or PyTorch for price prediction models.

APIs:

Alpha Vantage, Yahoo Finance, or ASX APIs for stock data.

NewsAPI or Google News for news data.

Hosting: AWS, Google Cloud, or Vercel for deployment.

Step-by-Step Implementation Plan
1. Set Up the Project
Create a GitHub repository for version control.

Set up a virtual environment for Python (e.g., venv or conda).

2. Data Collection
Use APIs like Alpha Vantage or Yahoo Finance to fetch historical stock data for ASX-listed companies.

Fetch macroeconomic news and company-specific news using NewsAPI or web scraping tools.

3. Stock Scanning
Implement technical indicators (e.g., RSI, MACD, moving averages) in Python using libraries like ta-lib or pandas_ta.

Define rules for identifying ""good"" stocks (e.g., oversold conditions, bullish trends).

4. Price Prediction
Train machine learning models (e.g., LSTM, ARIMA) on historical stock data.

Incorporate technical indicators and news sentiment as features.

Use libraries like scikit-learn, TensorFlow, or PyTorch.

5. News and Sentiment Analysis
Fetch news articles using APIs or web scraping.

Perform sentiment analysis using NLP libraries like NLTK, SpaCy, or Hugging Face.

6. Portfolio Management
Build a dashboard to track your current portfolio.

Simulate potential investments to see their impact on your portfolio’s performance.

7. Risk Analysis
Calculate risk scores based on volatility, news sentiment, and macroeconomic factors.

Provide diversification recommendations to minimize risk.

8. Alerts and Notifications
Set up email or SMS alerts for price movements, news events, or technical indicator triggers.

9. Backtesting
Test your strategies on historical data to evaluate their performance.

10. User Interface
Build a clean, intuitive dashboard using React.js or Vue.js.

Use charting libraries like Chart.js or Plotly for data visualization.

11. Deployment
Deploy the tool on a cloud platform like AWS, Google Cloud, or Vercel.

Use a CI/CD pipeline for seamless updates."	more	"about ""Webite + backend"""	Web Development	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626795211276288	API	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580482322976768	Python	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274386			Payment verified	Rating is 0 out of 5.	$0	Australia	20 to 50								
11 hours ago	AI Agent Development in n8n for Specific Roles	https://www.upwork.com/jobs/Agent-Development-n8n-for-Specific-Roles_~021890958180997376560/?referrer_url_path=find_work_home	Job feedback AI Agent Development in n8n for Specific Roles	Save job AI Agent Development in n8n for Specific Roles	Hourly: $8-$20	Intermediate	Est. Time:	Less than 30 hrs/week	We are looking for a skilled developer to build AI agents using n8n for specific roles within our organization. The initial task will involve creating one AI agent tailored for a defined purpose. Upon successful completion, there will be opportunities for additional projects and roles. If you have experience in automation, AI development, and n8n workflows, we want to hear from you!	more	"about ""AI Agent Development in n8n for Specific Roles"""	Lead Generation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626753582809088	Artificial Intelligence	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626716094119936	Sourcing	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626781860806656	Price & Quote Negotiation	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1281256099970629632	Payment verified	Rating is 4.9 out of 5.	$40K+	Australia	10 to 15								
11 hours ago	Developer(s) Needed for Customizing Electronic Immunization Registry (EIR) System	https://www.upwork.com/jobs/Developer-Needed-for-Customizing-Electronic-Immunization-Registry-EIR-System_~021890954974788440180/?referrer_url_path=find_work_home	Job feedback Developer(s) Needed for Customizing Electronic Immunization Registry (EIR) System	Save job Developer(s) Needed for Customizing Electronic Immunization Registry (EIR) System	Fixed-price	Intermediate	Est. Budget:	$5,000	"Developer(s) Needed for Customising Electronic Immunisation Registry (EIR) System

Seeking an experienced developer or a small team to customise and enhance the DHIS2 Immunisation Module for a national Electronic Immunisation Registry (EIR) System. The project aims to modify, extend, and optimise the open-source DHIS2 software for immunisation tracking, interoperability with health IT systems, and compliance with security and data privacy regulations (ISO 27001, HIPAA, GDPR, and HL7 FHIR).

We will be deploying DHIS2 on Ubuntu LTS with a PostgreSQL database and require enhancements
to both the frontend (web interface, dashboards, analytics) and backend (custom logic, API
integration, security hardening, data migration tools).


Key Responsibilities
1. Customisation & Development
• Customize Immunization Module to align with national immunization schedules, policies,
and reporting requirements.
• Develop custom tracker programs for real-time immunization data entry and visualization.
• Implement custom data elements, indicators, and organisational units to match national
public health structures.
• Extend the app’s web frontend using JavaScript/React/Vue.js for an improved user
experience.

2. Backend Development & System Enhancements
• Write custom Java-based logic to extend the current functionality within its WAR-file
deployment.
• Enhance REST API to allow better data exchange between external health systems and the registry.
• Implement automated data validation rules to ensure accuracy and consistency.

3. Data Management & Interoperability
• Develop custom SQL queries & scripts to optimise PostgreSQL database performance.
• Implement secure data migration tools to import historical immunization records from legacy
systems.

4. Deployment & Optimization
• Deploy and optimize DHIS2 on a Ubuntu LTS environment with Tomcat or Jetty as the Servlet
container.

5. Security & Compliance
• Implement end-to-end encryption, role-based access control (RBAC), and multi-factor
authentication (MFA) for secure user access.
• Ensure full compliance with international healthcare IT security standards (ISO 27001,
HIPAA, GDPR).

6. Testing, QA, and Documentation
• Conduct unit, integration, and end-to-end testing of all custom features.
• Provide technical documentation for system modifications, API changes, and deployment
configurations.


Required Skills & Experience

Development & Customization
• Ability to create custom apps using JavaScript (React, Vue.js, or Angular)
• Hands-on experience working with Web API for data exchange and external system
integrations.

Backend Development & Data Management
• Proficiency in Java (Spring Boot, Hibernate) for modifying core functionalities.
• Strong knowledge of PostgreSQL database administration and advanced SQL queries.
• Experience integrating health IT systems using HL7 FHIR, OpenEHR, or other healthcare
data standards.

Deployment & DevOps
• Familiarity with Tomcat and Jetty servlet containers for running Java-based applications.
• Experience with Docker and Kubernetes for containerized deployments (preferred).
• Ability to automate CI/CD pipelines for DHIS2 deployments.

Security & Compliance
• Experience implementing ISO 27001, HIPAA, and GDPR security controls for healthcare
data.
• Understanding of OAuth2, OpenID Connect, JWT, and RBAC for access control.
• Knowledge of data encryption techniques for protecting patient records.
Data Analytics & Reporting
• Ability to create custom dashboards and visualizations using tools like Power BI, Metabase,
or Superset.
• Experience implementing predictive analytics for immunisation trends using Python (Pandas, TensorFlow).


Preferred Qualifications
• Past experience with deployments for health systems.
• Experience designing integrating electronic health record (EHR) systems.
• Familiarity with CI/CD pipelines, Git, and DevOps best practices.
• Strong problem-solving skills and ability to work independently in a remote setting.


What We Provide

• Access to the existing Immunisation Module and national health system requirements.
• Technical documentation & functional specifications to guide development.
• Support from our in-house cybersecurity & healthcare IT experts.
• Opportunities for long-term collaboration on future projects.


How to Apply

Include the following in your proposal:
• A brief introduction & summary of your experience (including GitHub, portfolio, or case
studies).
• Estimated timeline & cost breakdown for project completion.
• Your availability & preferred communication method."	more	"about ""Developer(s) Needed for Customizing Electronic Immunization Registry (EIR) System"""	Web Application	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1110580737240190976	Website Redesign	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1045317707950489600	AngularJS	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626712877088768	PostgreSQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628000108546	Payment verified	Rating is 5.0 out of 5.	$400	GBR	15 to 20	SQL	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626782364123136	Angular	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628012691468	React	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626773660942336	JavaScript	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=996364628025274383
11 hours ago	Set Up ChatGPT To Handle Coaching Clients In Slack	https://www.upwork.com/jobs/Set-ChatGPT-Handle-Coaching-Clients-Slack_~021890954900370829770/?referrer_url_path=find_work_home	Job feedback Set Up ChatGPT To Handle Coaching Clients In Slack	Save job Set Up ChatGPT To Handle Coaching Clients In Slack	Hourly: $15-$18	Intermediate	Est. Time:	Less than 30 hrs/week	"I need the following done....I asked Chatgpt the following = I want chatgtp to handle my coaching clients in slack and the entire time I want them to think it's me that's speaking to them and coaching them. Walk me through the steps of setting this up from the back end setup to onboarding a new client into slack and chatgtp taking over fulfilling this client using api approach

It's response (what I need done)

Here’s how to set up ChatGPT using the OpenAI API to handle coaching clients in Slack while maintaining the illusion that it’s you personally coaching them. This approach is cost-effective and highly customizable.

Overview of the Solution

Create a Slack App: This allows you to send and receive messages in Slack as if they're coming from you.

Set Up OpenAI API: Use the OpenAI API to generate human-like responses tailored to your coaching style.

Build a Backend Server: This acts as a bridge between Slack and OpenAI, processing user messages and generating replies.

Onboard Clients Seamlessly: Automate onboarding and ongoing client interactions while retaining a personal touch.

Step 1: Create a Custom Slack App

Step 2: Set Up OpenAI API

Step 3: Build a Backend Server

3.3. Run the Server

3.4. Test Locally Using Ngrok

Step 4: Personalize ChatGPT's Voice

Step 5: Onboarding New Clients

Step 6: Deploy the Server

Step 7: Maintenance & Scaling"	more	"about ""Set Up ChatGPT To Handle Coaching Clients In Slack"""	ChatGPT	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1623716864178130944	Slack	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626780573155328	ChatGPT API Integration	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1691099314245873664			Payment verified	Rating is 4.7 out of 5.	$3K+	United States	10 to 15								
11 hours ago	GenAI SEO Specialist Needed for Enhanced Search Visibility	https://www.upwork.com/jobs/GenAI-SEO-Specialist-Needed-for-Enhanced-Search-Visibility_~021890953209130987978/?referrer_url_path=find_work_home	Job feedback GenAI SEO Specialist Needed for Enhanced Search Visibility	Save job GenAI SEO Specialist Needed for Enhanced Search Visibility	Hourly: $4-$25	Intermediate	Est. Time:	30+ hrs/week	We are seeking a skilled GenAI SEO specialist to improve our website's discoverability through Generative Search experiences. Your expertise will help optimize content and structure, ensuring our site ranks higher in search results. The ideal candidate will have a solid understanding of SEO principles and experience with generative AI technologies. If you're passionate about integrating AI into SEO strategies and can deliver measurable results, we want to hear from you!	more	"about ""GenAI SEO Specialist Needed for Enhanced Search Visibility"""	Google Analytics	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626741842952192	SEO Keyword Research	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778882850816	Organic Traffic Growth	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1534904403751157760	SEO Backlinking	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778870267904	Payment verified	Rating is 4.4 out of 5.	$5K+	United States	10 to 15	SEO Audit	https://www.upwork.com/nx/search/jobs/?ontology_skill_uid=1031626778861879296						
