rating	total_spent_by_client	country	payment_verified	job_url_main	job_title	job_description	time_posted	hourly_rate	skill_level	estimated_time	estimated_budget	tags
Rating is 0 out of 5.	$3K+	India	Payment verified	https://www.upwork.com/jobs/Python-Backend-Developer-with-Azure-Experience-Needed_~021883553532886104732/?referrer_url_path=find_work_home	Python Backend Developer with Azure Experience Needed	We are seeking an experienced Python Backend Developer with a strong background in Azure services for a long-term collaboration. The ideal candidate will have a solid understanding of backend development principles, cloud integration, and be able to contribute to our ongoing projects effectively. If you are passionate about developing scalable applications and have a desire to work in a dynamic environment, we would love to hear from you. Join us and be a part of our innovative team!	yesterday	Hourly: $15-$30	Intermediate	Est. Time:	Less than 30 hrs/week	['Python', 'API', 'RESTful API', 'Software Architecture & Design']
Rating is 4.9 out of 5.	$2K+	Germany	Payment verified	https://www.upwork.com/jobs/Expert-Needed-for-Process-Automation_~021883552878753471242/?referrer_url_path=find_work_home	AI Expert Needed for Process Automation	We are seeking an expert in AI and process automation to help streamline our operations. Your main tasks will include automating emails, invoices, and various manual processes to enhance efficiency. The ideal candidate will have a strong background in AI technologies and automation tools, as well as experience in optimizing workflows. If you're passionate about driving innovation and improving productivity through automation, we'd love to hear from you.	yesterday	Hourly: $5-$60	Expert	Est. Time:	30+ hrs/week	['Python', 'Artificial Intelligence', 'Automation', 'Java', 'Machine Learning']
Rating is 4.9 out of 5.	$30K+	United States	Payment verified	https://www.upwork.com/jobs/Looker-Report-Development-for-Glasses-Store_~021883551101187577038/?referrer_url_path=find_work_home	Looker Report Development for Glasses Store	"We are seeking an experienced Looker developer to create a comprehensive report for our multi-branch glasses store. The report should provide insights into sales performance, inventory levels, and customer trends across all locations. The ideal candidate will have a solid understanding of Looker and the ability to transform raw data into actionable insights. Familiarity with retail metrics is a plus. If you have a passion for data visualization and can work within tight deadlines, we would love to hear from you!

**Skills Required:**
- Looker / LookML
- Data Analysis
- SQL
- Data Visualization
- Retail Analytics"	yesterday	Hourly: $20-$45	Intermediate	Est. Time:	Less than 30 hrs/week	['Tableau', 'Data Analysis', 'Business Intelligence', 'SQL', 'Data Visualization']
Rating is 0 out of 5.	$0	USA	Payment verified	https://www.upwork.com/jobs/Google-Cloud-Database-Development-for-SQL-Analysis-BigQuery_~021883549987856831023/?referrer_url_path=find_work_home	Google Cloud Database Development for SQL Analysis in BigQuery	We are seeking an experienced developer to build a robust Google Cloud Database tailored for analysis using SQL in BigQuery. The ideal candidate will have a strong background in database design and management, with the ability to optimize data structures for performance. Your expertise will help us facilitate efficient data analysis and reporting. If you have hands-on experience with Google Cloud services and SQL, we'd love to hear from you!	yesterday	Hourly: $20-$50	Intermediate	Est. Time:	Less than 30 hrs/week	['BigQuery', 'SQL', 'Python', 'Google Cloud Platform', 'ETL Pipeline']
Rating is 5 out of 5.	$10K+	USA	Payment verified	https://www.upwork.com/jobs/Full-Stack-Growth-Specialist-needed-deliver-successful-D2C-SaaS-launch_~021883549045261391054/?referrer_url_path=find_work_home	Full Stack Growth Specialist needed to deliver successful D2C SaaS launch	"Growth Specialist for Propel Search Launch

About Propel Search
Propel Search is a lean platform helping non-technical individuals land roles at top tech startups. We’re preparing for an early-to-mid April 2025 launch and need a scrappy, creative Growth Specialist to secure 250+ paid subscribers within the first 30 days post-launch.

Your Responsibilities
1. Drive Waitlist Sign-Ups
- Scrape and engage LinkedIn leads (non-technical operators, aged 25–35, seeking tech roles).
- Execute personalized LinkedIn outreach and identify newsletters or communities to promote Propel.

2. Run the Launch Campaign (April + First 30 Days)
- Manage email campaigns (Mailchimp/ConvertKit) for launch day and follow-ups.
- Re-engage waitlist leads to drive conversions.

3. Keep the Waitlist Engaged
- Set up a bi-weekly email sequence to build excitement and maintain engagement.

What We’re Looking For
- Experience in LinkedIn outreach, email campaigns, and driving growth for early-stage D2C/SaaS products.
- Scrappy, results-driven, and analytical with a proven ability to hit ambitious goals.
- Bonus: Familiarity with tools like Apollo.io, ConvertKit, or Mailchimp.

Details
- Hours: 15–20 hours/week.
- Duration: Contract runs mid-February to mid-May 2025 (with extension based on results).
- Goal: Secure 250+ paid subscribers within the first 30 days post-launch.

How to Apply
Please send a 1–2 paragraph response outlining:
- Your relevant experience with LinkedIn outreach, email campaigns, or driving growth for early-stage products.
- A specific example of a successful growth campaign you’ve run, including metrics and your approach.
- How you would allocate your time between LinkedIn outreach, email campaigns, and identifying other promotional channels to hit 250+ paid subscribers within 30 days.

Feel free to include any relevant work samples or case studies."	yesterday	Hourly: $20-$40	Intermediate	Est. Time:	Less than 30 hrs/week	['Mailchimp', 'Lead Generation', 'Email Marketing', 'SaaS', 'LinkedIn Lead Generation', 'Apollo.io']
Rating is 0 out of 5.	$100+	SAU	Payment verified	https://www.upwork.com/jobs/Full-Stack-Developer-with-Experience-for-Online-Homeschooling-Platform_~021883546735378938524/?referrer_url_path=find_work_home	Full-Stack Developer with AI/ML Experience for Online Homeschooling Platform	"Job Description:
We are developing an AI-powered online homeschooling platform designed to assist school students with personalized learning, interactive lessons, and progress tracking. We are looking for an experienced full-stack developer with AI and machine learning expertise to build and integrate AI-driven solutions into the platform.  

The ideal candidate should be skilled in both front-end and back-end development, with a strong understanding of AI technologies and cloud deployment.  

Project Scope & Deliverables:
- Develop a fully functional and responsive website with an intuitive user interface.  
- Implement AI-driven features, including:  
  - AI-powered Q&A and tutoring.  
  - Personalized learning paths based on student progress.  
  - Student performance tracking and detailed reports.  
- Build a secure authentication and user management system for students, teachers, and parents.  
- Integrate AI APIs (such as OpenAI, DeepSeek) to enhance the learning experience.  
- Optimize the platform for scalability, security, and performance. 
- Integrate Payments. 

Required Skills: 
- Full-Stack Development
- Database Management  
- API Integration: OpenAI API, DeepSeek R1  models.  
- Cloud Deployment 
- Security & Authentication  
- Payments

Work Expectations & Communication: 
- The project will be structured with clear milestones and deliverables.  
- Regular progress updates will be expected, with communication through Slack or Zoom.  
- Open collaboration and responsiveness to feedback are essential.  
- The platform should be tested thoroughly to ensure a smooth and bug-free experience.  

Budget & Timeline:  
- Budget: Open to negotiation based on experience and project scope (initial Budget 3K - 4K USD)
- Timeline: Expected delivery within 8 to 12 weeks, with milestones every 2 to 3 weeks.  

How We Work:  
- We follow an agile development approach, working in sprints with iterative improvements.  
- Regular check-ins and feedback sessions will be scheduled to refine the platform as needed.  
- We value proactive developers who can contribute ideas and suggest improvements.  

Application Requirements:
If you are interested, please provide the following:  
- A summary of your experience with AI, machine learning, and full-stack development.  
- Links to previous similar projects.  
- Your availability and estimated timeline for project completion.  

We are looking for someone passionate about education and AI who can bring innovative solutions to this project. If this sounds like you, we’d love to hear from you."	yesterday	Fixed-price	Expert	Est. Budget:	$3,500	['SQLite', 'Artificial Intelligence', 'Python', 'Web Development', 'Machine Learning', 'API', 'React', 'JavaScript']
Rating is 5 out of 5.	$50K+	United Kingdom	Payment verified	https://www.upwork.com/jobs/Google-Analytics-Specialist_~021883516179421313692/?referrer_url_path=find_work_home	Google Analytics Specialist	"# Google Analytics Specialist Needed - Urgent Implementation & Optimization

## Job Description
Seeking an experienced Google Analytics specialist for immediate assistance with account optimization and implementation review. We need someone who can start today to improve our tracking setup and ensure proper data collection across our platforms.

## Required Skills & Experience
- Proven track record with Google Analytics implementation and optimization
- Demonstrated ability to handle urgent analytics projects
- Experience with tag management systems (Google Tag Manager preferred)
- Strong problem-solving and troubleshooting abilities
- Excellent English communication skills
- Available to start immediately

## Project Scope
- Conduct rapid audit of current Google Analytics setup
- Review and fix tracking implementation issues
- Optimize event tracking and conversion setup
- Ensure proper data collection across all platforms
- Configure essential reports and dashboards
- Implement necessary filters and data streams
- Document all changes and configurations

## Deliverables
1. Quick audit findings summary
2. Implementation of critical tracking fixes
3. Documentation of all changes made within 12-hour window

## Timeline
- Immediate start required
- All optimizations must be completed within 12 hours
- Project duration: 12 hours (one-time urgent optimization)

## Additional Requirements
- Must be available for immediate communication via Upwork messages
- Previous experience with urgent analytics troubleshooting
- Must sign NDA
- References from similar projects preferred"	yesterday	Hourly: $45-$85	Expert	Est. Time:	30+ hrs/week	['Google Analytics', 'Google Ads', 'Analytics', 'Search Engine Optimization', 'Google Tag Manager', 'SEO Keyword Research']
Rating is 0 out of 5.	$0	Philippines	Payment unverified	https://www.upwork.com/jobs/Financial-Improvement-Specialist_~021883506723216145052/?referrer_url_path=find_work_home	Financial AI Improvement Specialist	We are seeking a skilled professional to enhance our financial AI systems. The ideal candidate will possess a strong background in finance, machine learning, and AI technologies. Your responsibilities will include analyzing current algorithms, providing insights for optimization, and implementing improvements to enhance performance and accuracy. Collaborating with our team to ensure the AI meets industry standards and user needs is crucial. If you have a passion for financial technology and a proven track record in AI enhancement, we would love to hear from you!	yesterday	Hourly: $20-$70	Intermediate	Est. Time:	Less than 30 hrs/week	['Adobe Illustrator', 'Business Analysis', 'Forecasting', 'Machine Learning', 'Python']
Rating is 5 out of 5.	$400	United States	Payment verified	https://www.upwork.com/jobs/Python-Developer-Needed-for-Police-Report-Data-Extraction-App_~021883502366614213167/?referrer_url_path=find_work_home	Python or AI Developer Needed for Police Report Data Extraction App	We are seeking a talented Python or AI developer to create an application with a user interface that can process police reports in bulk. The app should efficiently extract relevant data and compile it into a structured list. The ideal candidate will have experience in data extraction and UI development. If you're passionate about building impactful applications and can deliver high-quality work, we want to hear from you!	yesterday	Hourly: $15-$45	Intermediate	Est. Time:	not_sure	['Python', 'Data Scraping', 'Data Mining', 'Microsoft Excel', 'Artificial Intelligence', 'Data Extraction', 'Machine Learning']
Rating is 4.6 out of 5.	$60K+	United Kingdom	Payment verified	https://www.upwork.com/jobs/LLM-for-Global-Property-Market_~021883500963966538958/?referrer_url_path=find_work_home	LLM for Global Property Market	"Looking for an experienced Machine learning engineer with experience building LLM's from scratch as well as building and refining current models. deep experience with Python and Rag. Requires country by country search and retrieval of data, and information on a historical and current basis. 

1. Identify Key Data Categories
Macroeconomic Indicators:
GDP growth, inflation, interest rates, population demographics.
Real Estate Specifics:
Property prices and price indices.
Rental rates and yields.
Transaction volumes and sales data.
Vacancy rates and absorption rates for commercial spaces.
Housing permits and construction data.
Geospatial Data:
Land zoning, infrastructure, and transportation proximity.
2. Explore Sources by Country
Government Portals:
Many countries provide real estate data through national or regional statistical offices.
Examples: U.S. Census Bureau, UK Land Registry, Australian Bureau of Statistics.
Industry Reports and Consultancies:
JLL, CBRE, Colliers International, Knight Frank.
Marketplaces and Platforms:
Zillow (U.S.), Rightmove (UK), Idealista (Europe), 99acres (India), Fang.com (China).
Global Institutions:
OECD, World Bank, IMF.
Global Property Guide.
Private Data Providers:
CoStar, Real Capital Analytics, PropertyRadar.
Academic Research and Publications:
Papers and theses from universities specializing in real estate or urban planning.
3. Data Aggregation and Enrichment
Web Scraping and APIs:
Scrape real estate listing websites or use their APIs.
Use tools like Beautiful Soup, Selenium, or commercial scraping services.
Crowdsourcing:
Engage local agencies for specific datasets.
Partnerships:
Collaborate with real estate companies, brokers, or investment firms for access to proprietary data.
4. Overcome Data Gaps
Challenges in Emerging Markets:
Many emerging markets lack transparency or digitized data.
Engage local market experts for insights.
Data Normalization:
Ensure consistency by standardizing currency, units (square meters/feet), and timeframes."	yesterday	Hourly: $30-$60	Expert	Est. Time:	Less than 30 hrs/week	['Deep Learning', 'Data Science', 'Machine Learning', 'Natural Language Processing', 'Python', 'AI Model Development', 'GPT-3', 'Azure DevOps']
Rating is 0 out of 5.	$0	India	Payment unverified	https://www.upwork.com/jobs/Freelance-Data-Analyst-Specialist_~021883500003354595887/?referrer_url_path=find_work_home	Freelance Data Analyst Specialist	"🚀 We’re Hiring! Join Our Team as a Freelance Data Analyst Specialist! 🌟

Do you have a passion for turning raw data into actionable insights? We’re on the lookout for talented individuals to join our team and help drive data-driven decision-making for our growing company!

💼 Job Role: Freelance Data Analyst Specialist
📍 Location: Remote (Work from Home)

What You’ll Do:

Analyze and interpret complex datasets to identify trends and patterns.
Collaborate with cross-functional teams to deliver insights and visualizations.
Create dashboards and reports using tools like Tableau, Excel, or Power BI.
Ensure data accuracy and provide recommendations based on findings.
What We’re Looking For:
✔️ Proficiency in data analysis tools like SQL, Python, Excel, Tableau, or Power BI.
✔️ Strong analytical and problem-solving skills.
✔️ Excellent communication to present findings effectively.
✔️ Prior experience working with data in a freelance or remote setup is a plus.

Why Join Us?
📊 Opportunity to work on diverse and challenging projects.
🌍 Flexible remote work environment.
📈 Competitive pay with growth potential."	yesterday	Hourly	Intermediate	Est. Time:	not_sure	['Microsoft Excel', 'Statistics', 'SQL', 'Data Visualization', 'Python']
Rating is 0 out of 5.	$0	Germany	Payment unverified	https://www.upwork.com/jobs/Experienced-Developer-Needed-Browser-Based-MVP-with-Chatbot_~021883495602170083996/?referrer_url_path=find_work_home	Experienced Developer Needed: Browser-Based MVP with AI Chatbot	"We are looking for an experienced developer or small team to build a browser-based MVP application that uses an GenAI-powered chatbot for structured data collection and organizes the input for streamlined analysis. The application should be compatible with all major web browsers and follow best practices for security and privacy compliance (GDPR, EU AI Act). The goal is to create a functional and efficient prototype within a short timeframe.

Key Requirements
Data Collection Interface
Implementation of an interactive chatbot to guide users through the data submission process.
User-friendly chat interface for seamless interaction (similar to popular chat tools).
2. Automated Organization
NLP-based solution to summarize and categorize collected data into predefined categories.
Ensures organized, easy-to-review summaries for faster evaluation.
3. Data Filtering & Prioritization
Filtering options based on key criteria (e.g., priority level, category, timing).
4. GDPR & EU AI Act Compliance
The solution must comply with European data privacy regulations.
The developer should provide guidance on selecting an appropriate LLM (large language model) that ensures compliance (e.g., hosted within Europe, respecting data sovereignty).

Required Skills
Experience in developing browser-based applications (e.g., React, Vue.js, Node.js, or similar frameworks).
Knowledge of NLP models (e.g., GPT-API, alternatives hosted in Europe).
Familiarity with data privacy regulations (GDPR, EU AI Act).
Ability to provide consulting on GenAI model selection for compliance.

Project Details
-    Delivery Time: Maximum 2 weeks.
Deliverables: Functional MVP with documented code and deployment instructions.
Budget: Please provide your proposed cost and availability.

Next Steps
If you’re interested, please provide:
A brief introduction with relevant experience and portfolio.
A proposed timeline and approach for this project.
Recommendations for suitable LLMs that comply with EU regulations."	yesterday	Hourly	Expert	Est. Time:	Less than 30 hrs/week	['Node.js', 'React', 'HTML5', 'CSS 3', 'JavaScript', 'Artificial Intelligence', 'Natural Language Processing', 'GDPR']
Rating is 5 out of 5.	$100K+	Israel	Payment verified	https://www.upwork.com/jobs/Data-Analyst-for-ROAS-and-Campaign-Optimization_~021883486920178455758/?referrer_url_path=find_work_home	Data Analyst (BI) for ROAS and Campaign Optimization	We are seeking an experienced Data Analyst to join our team and focus on Return on Ad Spend (ROAS) and campaign optimization. The ideal candidate will analyze marketing data to provide insights and recommendations that improve the effectiveness of our campaigns. You will work closely with marketing teams to ensure data-driven decision making. Proficiency in BI tools and a strong analytical mindset are essential for this role.	yesterday	Hourly: $10-$50	Intermediate	Est. Time:	30+ hrs/week	['Google Analytics', 'Data Analysis', 'Analytics', 'Marketing Analytics', 'Data Visualization']
Rating is 5 out of 5.	$100K+	United States	Payment verified	https://www.upwork.com/jobs/Personal-Assistant-Database-Marketing-CRM-ChatGPT-Specialist_~021883486833659822556/?referrer_url_path=find_work_home	Personal Assistant (Database, Marketing, CRM, ChatGPT Specialist)	"Job Title: Personal Assistant (Database, Marketing, CRM, & ChatGPT Specialist)

Job Description:
We are seeking an experienced and highly skilled Personal Assistant to join our dynamic team. This role will be instrumental in managing our databases, overseeing CRM updates, coordinating marketing efforts, updating our website, handling social media drafts, and organizing internal workflows. A strong proficiency with advanced ChatGPT features (Pro version) and its integration into team workflows is essential for success in this position. Preference will be given to candidates with a background or demonstrated interest in environmental science.

Responsibilities:
	•	Database Management: Ensure accuracy and organization of company databases, perform regular updates, and generate reports.
	•	CRM Oversight: Maintain and update customer relationship management (CRM) systems, ensuring data integrity and seamless integration with other tools.
	•	Marketing Coordination: Assist in the creation, editing, and scheduling of marketing materials, including newsletters, email campaigns, and social media content drafts.
	•	Website Updates: Manage website content updates, ensuring timely and accurate information is displayed.
	•	Social Media Drafting: Draft engaging and on-brand content for social media platforms, adhering to our tone and messaging strategies.
	•	Document and Form Drafting: Prepare professional internal and external documents, forms, and presentations.
	•	ChatGPT Expertise: Serve as the team’s go-to resource for ChatGPT Pro usage, creating streamlined workflows, managing account preferences, and training team members as needed.
	•	Collaboration and Communication: Work closely with team members to prioritize and execute projects efficiently, ensuring all deliverables meet deadlines.

Qualifications:
	•	Advanced proficiency with ChatGPT Pro version or equivalent high-end generative AI tools, with evidence of being in the top 5% of users based on experience, creativity, and efficiency.
	•	Strong understanding of how to integrate ChatGPT into daily workflows, including team collaboration and task optimization.
	•	Bachelor’s degree or equivalent experience; preference for backgrounds in environmental science, marketing, or technology.
	•	Proven track record in database management, CRM oversight, and marketing coordination.
	•	Familiarity with website content management systems (e.g., WordPress, Squarespace, or equivalent).
	•	Exceptional organizational skills with a strong ability to multitask and prioritize in a fast-paced environment.
	•	Excellent written and verbal communication skills, with a keen eye for detail.
	•	Proficient in social media platforms and content drafting tools.

Preferred Qualifications:
	•	Experience in or passion for environmental science and related industries.
	•	Knowledge of advanced database tools and CRM software (e.g., HubSpot, Salesforce).
	•	Proven experience training teams on advanced technologies, particularly ChatGPT or similar AI tools.

Requirements:
	•	Ability to work independently while maintaining excellent communication with the team.
	•	Availability to support tasks during core business hours with flexibility for occasional deadlines.
	•	Reliable internet connection and proficiency in remote work tools (e.g., Slack, Zoom, Asana).

Compensation:
Competitive salary based on experience, with opportunities for professional development and growth within the company.

If you are a proactive, detail-oriented individual with an exceptional skill set in ChatGPT and a passion for supporting dynamic teams, we encourage you to apply!"	yesterday	Hourly: $6-$8	Expert	Est. Time:	30+ hrs/week	['WordPress', 'Canva', 'Asana', 'ChatGPT', 'Data Entry', 'Administrative Support', 'Email Communication', 'Microsoft Excel']
Rating is 5 out of 5.	$500+	United Kingdom	Payment verified	https://www.upwork.com/jobs/Instagram-Hashtag-Data-Analyst_~021883485572810097115/?referrer_url_path=find_work_home	Instagram Hashtag Data Analyst	"We are seeking a skilled analyst to evaluate and interpret hashtag data from Instagram. The ideal candidate will have experience in data analytics and a deep understanding of social media trends. 

This is an urgent job, which will be compensated with an additional urgency fee."	yesterday	Hourly	Intermediate	Est. Time:	Less than 30 hrs/week	['Instagram', 'Data Analysis']
Rating is 4.8 out of 5.	$200K+	United States	Payment verified	https://www.upwork.com/jobs/Full-Time-SEO-Content-Strategist-and-PPC-Manager-for-Lead-Generation-Remote_~021883484547465990703/?referrer_url_path=find_work_home	Full-Time SEO, AI Content Strategist, and PPC Manager for Lead Generation (Remote)	"About Us

• 	Omega Industries is a leading commercial painting and general contracting company in Dallas, Texas, with operations across Fort Worth, Houston, Austin, and San Antonio.
•	 We are expanding our digital presence to generate high-value leads and achieve top search engine rankings in multiple Texas markets.
• 	We’re looking for a results-driven digital marketing expert with expertise in SEO, AI content creation, and PPC management to help us dominate the competition.

What We’re Looking For

We need a highly skilled professional who can:
• 	Develop and implement SEO strategies to rank for competitive keywords across Texas.
• 	Manage and optimize Google Ads campaigns for lead generation.
•	 Leverage AI tools (e.g., ChatGPT, Jasper) to create high-quality content.
• 	Use AI detection tools to ensure content is original and human-like.
• 	Provide weekly reports, plans, and updates, and join regular virtual meetings.

Responsibilities

1. Weekly Reporting & Planning
• 	Submit detailed weekly reports:
• 	SEO performance (rankings, traffic, conversions).
• 	PPC performance (ROI, CTR, cost-per-lead).
• 	Present weekly plans:
•	 Objectives (e.g., keywords to target, campaigns to optimize).
•	 Requirements from our team (e.g., content approvals, resources).

2. Keyword Research & SEO Strategy 
• 	Identify and target high-intent keywords (e.g., “commercial painting Dallas,” “contractors in Austin”).
• 	Focus on geo-targeted strategies for Dallas, Fort Worth, Houston, Austin, and San Antonio.
•	 Build a content strategy to capture and convert valuable traffic.

3. AI-Powered Content Creation • Use AI tools like ChatGPT, Jasper, or Writesonic to:
•	Write blog posts, landing pages, and service descriptions.
•	Ensure content passes AI and plagiarism checks (Originality.AI, Copyscape).
•	Continuously update website content to stay competitive.

4. Technical & On-Page SEO
•	Perform regular technical audits and fix issues:
•	Improve site speed and resolve crawl errors.
•	Implement schema markup and optimize mobile usability.
•	Optimize on-page elements:
•	Titles, meta descriptions, internal linking, and images.

5. Google Ads Campaign Management
•	Plan and manage PPC campaigns targeting local markets in Texas.
•	Perform A/B testing for ads and landing pages.
•	Reduce cost-per-click (CPC) while maintaining high-quality leads.

6. Conversion Rate Optimization (CRO)
•	Improve landing pages with clear CTAs, lead forms, and user-friendly designs.
•	Analyze user behavior (e.g., heatmaps) to optimize for conversions."	yesterday	Hourly	Expert	Est. Time:	30+ hrs/week	['SEMrush', 'ChatGPT', 'On-Page SEO', 'Content Writing', 'Search Engine Optimization', 'SEO Keyword Research', 'Marketing Strategy', 'Social Media Marketing']
Rating is 0 out of 5.	$0	Turkey	Payment verified	https://www.upwork.com/jobs/Chatbot-Development-for-Medical-Service-Lead-Generation_~021883481773575623215/?referrer_url_path=find_work_home	Chatbot Development for Medical Service Lead Generation	We are seeking a skilled freelancer to create a chatbot using the Go High Level workflow specifically designed for medical services. The primary goal is to effectively engage potential leads and streamline the communication process. The ideal candidate should have experience in chatbot development and a solid understanding of lead generation strategies in the healthcare sector. If you're proficient in crafting engaging conversations and optimizing workflows for lead capture, we want to hear from you!	yesterday	Fixed-price	Intermediate	Est. Budget:	$50	['Lead Generation', 'Data Entry', 'Sales', 'Communications', 'Chatbot Development', 'Chatbot']
Rating is 5 out of 5.	$7K+	ARE	Payment verified	https://www.upwork.com/jobs/Expert-GenAI-Agents-Creation-and-Deployment_~021883478972680656945/?referrer_url_path=find_work_home	Expert in GenAI Agents Creation and Deployment	We are seeking an experienced professional to create and deploy Generative AI agents tailored to our specific needs. The ideal candidate will possess a deep understanding of GenAI technologies and have a proven track record in production deployment. Your responsibilities will include designing AI models, ensuring seamless integration, and optimizing performance. If you have a passion for innovative AI solutions and the skills to bring them to life, we want to hear from you!	yesterday	Hourly: $25-$47	Expert	Est. Time:	30+ hrs/week	['JavaScript', 'Python', 'GenAI', 'LLMOps', 'Amazon Web Services', 'RAG', 'LLM Prompt Engineering']
Rating is 5 out of 5.	$2K+	AUS	Payment verified	https://www.upwork.com/jobs/BOT-that-would-generate-PASF-Google-and-train-GOOGLE-daily_~021883474213304914479/?referrer_url_path=find_work_home	BOT that would generate PASF in Google and train GOOGLE daily	I need an AI took that would constantly train Google by generating / creating new PASF queries. I need to be able to control PASF bars	yesterday	Fixed-price	Expert	Est. Budget:	$1,000	['Search Engine Optimization']
Rating is 5 out of 5.	$40K+	United States	Payment verified	https://www.upwork.com/jobs/Software-Engineer-Analyst_~021883472826260051150/?referrer_url_path=find_work_home	QA Software Engineer Analyst	"We are seeking a detail-oriented QA Specialist with coding experience to support our team part-time. Responsibilities include testing data engineering and modeling pipelines in AWS, verifying user-facing emails, and performing QA on mobile applications (Android & iOS).

Requirements:

    Proficiency in Python for scripting and debugging.
    Familiarity with AWS, REST APIs, and tools like Postman.
    Experience testing or debugging applications.
    Strong attention to detail and problem-solving skills."	yesterday	Hourly: $15-$35	Entry level	Est. Time:	not_sure	['API Testing', 'Database Testing', 'Mobile App Testing', 'Postman', 'Software QA', 'Python', 'Software Testing', 'Automated Testing']
Rating is 5 out of 5.	$10K+	Israel	Payment verified	https://www.upwork.com/jobs/Full-Stack-Developer-for-Innovative-Marketing-Science-Platform_~021874403909875156250/?referrer_url_path=find_work_home	Full-Stack Developer for Innovative Marketing Science Platform	"Company Overview
Julai.io is a SaaS platform revolutionizing marketing collaboration through advanced data science. We provide tools for cross-channel revenue attribution, KPI target optimization, dynamic payments, and media budget management, empowering businesses to align and succeed.

Job Description
We’re looking for a skilled Full-Stack Developer to enhance and scale our platform. You'll work with a modern tech stack to deliver features that streamline marketing collaborations and drive results.

Responsibilities

Build and maintain Next.js front-end and Node.js back-end with TypeScript.
Design scalable databases using AWS RDS and integrate analytics platforms (Google Analytics, Meta Ads).
Optimize data pipelines with Airflow, AWS S3, and SageMaker for machine learning.
Ensure code quality with CI/CD pipelines and GitLab.
Collaborate with the product team to deliver solutions that align with business goals.
Qualifications

Strong experience in JavaScript/TypeScript, Next.js, Node.js, and databases (PostgreSQL/MySQL).
Proficiency with AWS services, Docker, and scalable data processing.
Familiarity with data pipelines and APIs for marketing platforms.
Excellent problem-solving skills and attention to detail.
Preferred

Experience in digital marketing, analytics, or marketing science.
Familiarity with GPT-based chatbots or data visualization tools.
Project Scope

Contract: 3 months with potential extension.
Hours: Full-time or as agreed.
Budget: Competitive, based on milestones.
Communication: Weekly meetings, daily updates.
How to Apply Submit your resume, portfolio, and a brief cover letter detailing your approach to building scalable full-stack solutions."	4 weeks ago	Hourly: $25-$50	Expert	Est. Time:	30+ hrs/week	['Web Application', 'AI Development', 'AI Agent Development', 'Python', 'Amazon Web Services', 'JavaScript', 'CSS', 'HTML']
Rating is 5 out of 5.	$4K+	United States	Payment verified	https://www.upwork.com/jobs/Hugging-Face-LLM-Project-Guidance_~021883471504576592540/?referrer_url_path=find_work_home	Hugging Face LLM Project Guidance	I am looking for someone with expertise in Hugging Face to help me understand how to effectively use the platform for my LLM project. The primary goal is to select an appropriate model in the initial phase. The ideal candidate should provide guidance on model selection, usage, and best practices. This is an excellent opportunity for someone passionate about natural language processing and looking to share their knowledge.	yesterday	Hourly: $19-$40	Intermediate	Est. Time:	Less than 30 hrs/week	['Python', 'iOS', '3D Modeling', 'Project Management', 'Academic Writing']
Rating is 5 out of 5.	$1K+	Switzerland	Payment verified	https://www.upwork.com/jobs/Expert-Needed-Deploy-and-Customize-Healthcare-Platform-Mobile-App_~021883468894017634779/?referrer_url_path=find_work_home	Expert Needed to Deploy and Customize Healthcare Platform & Mobile App	"I am looking for an experienced professional or team to help deploy and customize an open-source Electronic Health Record (EHR) system called Medplum. This project involves configuring the system to meet specific healthcare requirements, customizing it for my organization’s workflows, migrating legacy patient and clinical data, and deploying its mobile application.

I need someone with strong experience with healthcare systems, API integrations, offline-first architecture, EHR/EMR systems, open-source platforms, and healthcare data migration."	yesterday	Hourly	Expert	Est. Time:	not_sure	['Web Application', 'Full-Stack Development', 'API Development', 'Database Development', 'TypeScript', 'RESTful API', 'MongoDB', 'PostgreSQL']
