"rating","total_spent_by_client","country","payment_verified","job_url_main","job_title","job_description","time_posted","hourly_rate","skill_level","estimated_time","estimated_budget","tags","golden_score"
"5.0","10000.0","Italy","Payment verified","https://www.upwork.com/jobs/Senior-Tech-Lead-with-PHP-Expertise-Required_~021890845425880072656/?referrer_url_path=find_work_home","Senior Tech Lead with PHP Expertise Required","We seek a Senior Tech Lead with deep expertise in the PHP stack and Google Cloud Platform (GCP) to oversee the development of SaaS platforms, AI-driven solutions, and client projects. 

This role requires strong leadership, the ability to coordinate teams via ClickUp, and fluency in English. The ideal candidate should be available to work within the CET time zone, including weekends, when needed.

Key Responsibilities

1. Technical Leadership & Architecture
- Lead the development of SaaS platforms, AI-powered solutions, and client projects, ensuring scalability, performance, and security.
- Oversee a TALL stack (TailwindCSS, Alpine.js, Laravel, Livewire) backend architecture.
- Develop and optimize Vue.js-based frontends for embeddable widgets and dashboards.
- Manage Google Kubernetes Engine (GKE) deployments, containerization, and scaling strategies.
- Ensure seamless integrations with AI technologies (OpenAI, Google Vertex AI), e-commerce platforms (Shopify, WooCommerce), and CRM systems.
- Optimize Cloud SQL, Firestore, and other Google Cloud services for high-performance applications.

2. Cloud Infrastructure & DevOps
- Architect and maintain scalable, secure, and cost-effective infrastructure on Google Cloud Platform (GCP).
- Implement CI/CD pipelines, monitoring tools (Google Cloud Monitoring, Stackdriver, Prometheus), and logging systems.
- Ensure high availability, disaster recovery planning, and automated failover strategies.
- Optimize networking, IAM roles, and security policies within GCP.

3. Client Project Oversight & Delivery
- Oversee multiple client projects, ensuring high-quality execution and timely delivery.
- Define technical requirements, manage expectations, and align project outcomes with business goals.
- Lead client meetings, providing technical guidance, risk assessment, and architectural recommendations.
- Implement custom AI, automation, and e-commerce solutions tailored to client needs.

4. Team Coordination & Project Management
- Lead and mentor a team of developers, fostering a culture of technical excellence.
- Utilize ClickUp for agile project tracking, sprint planning, and team coordination.
- Conduct code reviews, performance evaluations, and knowledge-sharing sessions.
- Collaborate with marketing, UX/UI, and business teams to align technology with strategic goals.

5. Quality Assurance, Security & Compliance
- Implement unit, integration, and end-to-end testing to ensure robust software quality.
- Enforce secure coding practices, compliance with GDPR, and cloud security best practices.
- Perform regular security audits and vulnerability assessments.

6. Support & Availability
- Provide on-call support for mission-critical issues, ensuring minimal downtime.
- Be available for weekend deployments and urgent troubleshooting when required.

Required Qualifications
- 7+ years of experience in PHP development, with deep expertise in Laravel.
- Strong proficiency in Vue.js, TailwindCSS, Alpine.js, and Livewire.
- Extensive experience with Google Cloud Platform (GCP), including:
-  Google Kubernetes Engine (GKE)
- Cloud SQL, Firestore, BigQuery
- Cloud Storage, Cloud Functions, and Pub/Sub
- IAM, Networking, and Security best practices
- Proven experience managing multiple client projects and delivering scalable solutions.
- Strong ClickUp project management skills.
- Familiarity with AI technologies (OpenAI, Google Vertex AI) and e-commerce/CRM integrations.
- Excellent leadership, problem-solving, and communication skills.
- Fluent in English (written & spoken).
- Availability to work within the CET time zone and on weekends when required.

Preferred Qualifications
- Experience in SaaS, AI-driven automation, and high-performance applications.
- Background in performance optimization, security best practices, and DevOps methodologies.","yesterday","1525.0","Expert","Est. Time:","0.0","","31.0"
"5.0","7000.0","United Kingdom","Payment verified","https://www.upwork.com/jobs/Expert-Data-Analyst-for-Google-Data-Studio-Marketing-KPI-Dashboard-Facebook-ads-high-level_~021890415504379583180/?referrer_url_path=find_work_home","Expert Data Analyst for Google Data Studio Marketing KPI Dashboard Facebook ads + Go high level","We are a marketing agency specializing in targeted Facebook ad campaigns for aesthetic clinics. 

We are seeking a Data Analyst with strong proficiency in Google Data Studio to create a detailed and interactive dashboard that aligns with our strategic goals.

Key Requirements:
- Design and implement a custom KPI tracking dashboard in Google Data Studio, drawing data from Facebook Ads and Go High Level CRM.

- Develop capabilities to filter data by Date, Client, Treatment/Campaign/Adset/Ad, and view aggregated data across all clients and treatments.

- The dashboard must include metrics such as Ad Spend, Cost Per Lead (CPL), number of leads, bookings, cost per booking, sales, cost per sale, booking rate, conversion rate, CTR, and ROI/ROAS.

Desired Skills:
- Strong experience in data visualization and dashboard creation using Google Data Studio.

- Ability to integrate and automate data flow from Facebook Ads and Go High Level to Google Spreadsheets using UTM parameters for precise tracking.

- Skilled at creating filters and controls to view data slices by various dimensions such as date range, client specifics, and treatment details.

Project Goals:
- Deliver a comprehensive dashboard that provides insightful visual representations of our ad campaign data, enabling us to make data-driven decisions quickly and efficiently.

- The dashboard should offer user-friendly and customizable viewing options to cater to different analysis needs within our team.

Collaboration:
- Must have excellent communication skills for effective collaboration and feedback implementation.

- Expected to gather initial requirements, propose a design, develop the prototype, and refine based on feedback to ensure the final product meets our analytical needs.

- This role is crucial for enhancing our data-driven marketing strategies and improving client outcomes through better visualization and analysis of campaign data. If you have a proven track record in developing high-quality Google Data  
Studio dashboards and a keen eye for data accuracy and detail, we invite you to apply.","3 days ago","2070.0","Expert","Est. Time:","0.0","","31.0"
"4.8","20000.0","Thailand","Payment verified","https://www.upwork.com/jobs/Growth-Manager-for-SaaS-Startup_~021891155270818048560/?referrer_url_path=find_work_home","Growth Manager for SaaS Startup","🚀 About Us
We are RedirHub, a fast-growing SaaS company specializing in premium URL redirection services. Our platform offers lightning-fast, SEO-friendly, and secure link management, helping businesses efficiently manage their domain redirections. As we expand, we’re looking for a Growth Manager to drive our marketing and user acquisition efforts.

🎯 Position: Growth Manager (Part-Time / Freelance)
📍 Location: Remote
💰 Compensation: Competitive, based on experience

🔥 What You’ll Do

Develop and execute growth marketing strategies to increase sign-ups and revenue.
Optimize SEO, content marketing, and paid acquisition campaigns.
Run and manage email marketing, referral programs, and partnerships.
Analyze user data and metrics to identify growth opportunities.
Experiment with new marketing channels to drive traffic and conversions.
🛠️ What We’re Looking For

2+ years of experience in growth marketing, digital marketing, or performance marketing.
Proven experience with SEO, PPC (Google Ads, Meta Ads), and content marketing.
Hands-on experience with Google Analytics, Ahrefs, SEMrush, or similar tools.
Ability to work independently and execute campaigns with data-driven decision-making.
Experience in SaaS or tech startups is a plus.
🎁 What We Offer

Flexible, remote work – work from anywhere.
Opportunity to be a key part of a fast-growing SaaS startup.
Autonomy to test and implement your own strategies.
Competitive pay with potential for long-term collaboration.
💡 Interested? Apply now with your resume & portfolio/case studies showcasing your past growth marketing achievements.","yesterday","2085.0","Expert","Est. Time:","0.0","","31.0"
"5.0","20000.0","United States","Payment verified","https://www.upwork.com/jobs/Consultant-for-Digital-Behavioural-Rewards-Program-Chronic-Care_~021891041843028218975/?referrer_url_path=find_work_home","Consultant for Digital Behavioural Rewards Program in Chronic Care","We are seeking an experienced consultant to collaborate with our teams in developing and implementing a digital behavioural rewards program aimed at enhancing patient engagement in chronic care. The ideal candidate will have a strong understanding of behavioral economics, digital health solutions, and patient engagement strategies. This project involves working closely with our teams to create an engaging rewards system that motivates patients and improves health outcomes. Your expertise will be pivotal in driving the success of this initiative.","yesterday","0.0","Expert","Est. Budget:","500.0","","31.0"
"5.0","29.0","SAU","Payment verified","https://www.upwork.com/jobs/Web-Extensions-Developer-with-Computer-Vision-TensorFlow-Experience-for-Muslim-project_~021890751056267563124/?referrer_url_path=find_work_home","Web (Extensions) Developer with Computer Vision (TensorFlow.js) Experience for Muslim project","We are looking for a skilled developer to assist with a project targeting 25,000 users. 
It's a muslim wellbeing project that uses Computer vision to help muslims on the internet.

The ideal candidate should have extensive experience in developing websites and web extensions, as well as a strong background in TensorFlow.js and computer vision. 

You will be responsible for developing CV models, implementing features that leverage computer vision technology, optimizing the chrome/safari extension, working on similar web applications. 

If you are passionate about helping muslims and about innovation, please apply.","2 days ago","2035.0","Expert","Est. Time:","0.0","","30.0"
"4.9","300.0","United States","Payment verified","https://www.upwork.com/jobs/Build-Deploy-Stock-Trade-Tracking-System_~021890978167896736208/?referrer_url_path=find_work_home","Build & Deploy Stock Trade Tracking System","📌 Project Overview:
I am looking for an experienced Dev/Engineer to build, deploy, and fully transfer ownership of a Congressional Stock Trade Tracking System that:  
✅ Fetches real-time Congressional stock trades using the QuiverQuant & Unusual Whale APIs
✅ Analyzes trade profitability using stock market data from Yahoo Finance
✅ Sends automated email alerts when trades are detected and classified 
✅ Deploys a live dashboard to track trades in real-time  
✅ Runs 24/7 on a cloud server and is fully automated
✅ Can use predictive analysis to filter by confidence (in document)
✅ Has a couple of additional filters for industry specific review (technology, energy, etc.)

At the end of the project, I must own the entire system, including all source code, server access, and credentials
I have specific people for the system to track, it will not be the entirety of congress
I have attached a document with sample code snippets from chatgpt. i do not have the technical expertise to build/perform set up. 

1️⃣ System Setup & Development
- Set up and configure a cloud server on Google Cloud (Compute Engine) or AWS EC2
- Install Python, required libraries, and API integrations
- Fetch real-time Congressional stock trade data from QuiverQuant/Unusual Whales
- Analyze stock performance using Yahoo Finance API  
- Classify trades as:
  - Profitable ✅(Stock increased  more than 10% since trade date)
  - Risky ⚠️(Stock increased 0-10%)
  - Not Profitable ❌ (Stock decreased)  
- Send automated email alertswhen new trades are detected  

 2️⃣ Email Alert System
- Enable Gmail SMTP or alternative (SendGrid, AWS SES)
- Send real-time email alerts whenever a trade is detected  
- Include trade details & risk classification in the email

3️⃣ Dashboard Development 
- Build a web dashboard using Streamlit, Flask, other
- Display live trade data, stock performance, and historical trends
- Host the dashboard on Google Cloud / AWS for 24/7 access

4️⃣ Automation & Deployment
- Set up the system to run automatically every 2 hours
- Use `cron jobs` or `systemd` to restart after reboot
- Ensure error handling and logging

5️⃣ Full Transfer of Ownership
At the end of the project, the freelancer must transfer:
✅ All source code (GitHub repo or ZIP file)  
✅ Cloud server credentials & documentation
✅ Step-by-step guideto maintain and update the system  

🛠️ Tech Stack
- Python** (requests, pandas, yfinance, schedule, smtplib, Flask/Streamlit)  
- Cloud: Google Cloud Compute Engine / AWS EC2  
- APIs: QuiverQuant API, Yahoo Finance API, SMTP for email alerts  
- Automation: Cron jobs or systemd for scheduled execution  

✅ Deliverables
✔ Fully functional system that runs 24/7
✔ Real-time email alerts when a Congressional trade is detected
✔ Live dashboard for tracking trades (if applicable) 
✔ Cloud-based deployment on Google Cloud / AWS  
✔ Complete transfer of ownership & step-by-step documentation","yesterday","1565.0","Expert","Est. Time:","0.0","","30.0"
"4.9","10000.0","United States","Payment verified","https://www.upwork.com/jobs/Fractional-CRO-CMO-Wanted-for-SaaS-Sales-Marketing-Growth_~021891263182094270928/?referrer_url_path=find_work_home","Fractional CRO/CMO Wanted for SaaS Sales & Marketing Growth","We’re looking for a strategic and hands-on Fractional Chief Revenue Officer (CRO) / Chief Marketing Officer (CMO) to help scale our SaaS business in the U.S. and Canada.

Our company has been in business for 5+ years, serving a solid base of existing customers. We are now looking for an experienced leader to refine our sales and marketing strategy, optimize conversion funnels, and drive revenue growth as we scale to the next level.

What You’ll Do:
✅ Develop and execute a go-to-market (GTM) strategy to accelerate lead generation and sales.
✅ Optimize our sales process, pipeline management, and conversion rates.
✅ Oversee and enhance demand generation, paid campaigns, SEO, and inbound marketing.
✅ Implement data-driven growth marketing strategies to improve CAC, LTV, and retention.
✅ Collaborate with sales and product teams to align marketing, lead nurturing, and customer acquisition efforts.
✅ Help refine our messaging, positioning, and pricing strategy to drive market penetration.
✅ Build and manage a high-performing sales and marketing tech stack (CRM, automation tools, analytics, etc.).

Who You Are:
🔹 Proven experience as a CRO, CMO, or VP of Sales/Marketing in a SaaS environment.
🔹 Expertise in B2B SaaS sales cycles, digital marketing, and customer acquisition.
🔹 Strong analytical mindset—comfortable with data, KPIs, and growth metrics.
🔹 Experience optimizing inbound and outbound lead generation.
🔹 Knowledge of CRM, marketing automation, and analytics tools.
🔹 Ability to work fractionally (part-time) with a fast-growing team.

Project Scope & Compensation:
⏳ Part-time (Fractional): Estimated 20 hours per month.
🌍 Remote: Must be familiar with U.S. and Canadian markets.
💰 Compensation: A combination of a fixed retainer plus a performance-based component tied to net revenue growth.

If you have the expertise to help scale our revenue and customer base, we’d love to hear from you! Please share your experience, success stories, and approach to sales and marketing strategy.","8 hours ago","565.0","Expert","Est. Time:","0.0","","30.0"
"4.8","9000.0","United States","Payment verified","https://www.upwork.com/jobs/Help-finish-coding-and-testing-SaaS-app_~021890751613840339600/?referrer_url_path=find_work_home","Help finish coding and testing an ai SaaS app","I’m building apps using bolt.new bit it looks like they are about 90% done, but since I’m.not a developer, I can finish the last 10% and and need to have a professional developer look the app over to test and make sure it is working properly before putting it out to users. My apps are focused on using ai in the job search, such as a ai resume builder and and app that extracts skills from your resume and automates writing an email to the employer. I need a developer that can help complete my app that was built and ensure it is working properly before inviting users to use it. My SaaS app is focused on uploading your resume and using AI to match resume to match job description. In your response, please share examples of apps you built using ai. Please share any experience you have building apps in the hr tech space of job search/ recruiting industry. I have several SaaS apps, my goal is to complete and launch the app within a few weeks to have my first users in April 2025.","2 days ago","0.0","Expert","Est. Time:","0.0","","30.0"
"4.9","10000.0","United States","Payment verified","https://www.upwork.com/jobs/Apache-Airflow-Expert-Needed-AWS-Snowflake-Scheduled-Manual-Trigger_~021890947413644388912/?referrer_url_path=find_work_home","Apache Airflow Expert Needed | AWS S3 to Snowflake (Scheduled + Manual Trigger)","I’m looking for an Apache Airflow expert to set up an automated ETL pipeline that:

Runs every 2 hours to ingest new data from AWS S3 into Snowflake staging tables
Has a manual trigger (button) to fetch new data on demand
Requirements:

Set up Airflow DAGs to automate ingestion every 2 hours

Implement a manual trigger (UI button or API call) to fetch data immediately

Push data into Snowflake staging tables before further processing

Ensure incremental data loading for efficiency

Implement error handling, logging, and monitoring

Experience with AWS services (S3, IAM roles, Lambda, etc.)

Optimize for cost efficiency and performance

What I Need in Your Proposal:

Your approach: How would you design the Airflow DAG for both scheduled & manual execution?

Estimated hourly rate and timeline for setting this up

Any past experience with similar projects

Looking forward to working with an expert who can automate and optimize this workflow!","yesterday","1530.0","Expert","Est. Time:","0.0","","30.0"
"5.0","10000.0","United States","Payment verified","https://www.upwork.com/jobs/skilled-Langchain-LangGraph-Knowledge-graph-GraphRAG-PostgreSQL-and-database-schema-design_~021890419024539421643/?referrer_url_path=find_work_home","skilled in Langchain, LangGraph, Knowledge graph, GraphRAG, PostgreSQL, and database schema design","I am looking for a highly skilled AI developer with solid experience in GenAI, NLP, data pipelines, and APIs to build a custom agent for metadata aggregation and analysis. This system will be used internally by our company to consolidate and enhance data from multiple sources—ultimately providing a high-quality, unified metadata repository.

*Key Objective:*
* Develop an AI-driven metadata engine (knowledge graph, LLM/NLP workflows, data integration pipelines, etc.).
* Integrate with multiple data sources, merge and clean metadata, and expose it to our internal applications via robust APIs.

So we are going to pull in movie data (movie metadata) from multiple sources like tmdb, TheTVDB, watchmode etc.
First, you have to design a unified database schema to store these movie data from above different sources. 
This data will be cleaned up by removing duplicates and going through different kinds of cleaning processes, and finally used to build a centralized database for the company.
And the database should be connected to internal applications of the company like a calendar. For example, if there is a new movie and it is added to the database, it should be reflected in the calendar so that the user knows what movies are coming up. I think this can be done using OpenAI's function calling.
All of the above should be done through AI agents.

*So you have to be highly skilled at following areas:*
* Langchain, LangGraph, Knowledge graph, GraphRAG, OpenAI's function calling, AI agents developing
•  tmdb, TheTVDB, watchmode API
* Database schema design and data pipeline and cleaning process
* API documentation
* AWS


I am looking to find a developer who can commit full time for this project more than 6 months. Please apply now, and I will hire immediately.

Bestl","3 days ago","515.0","Expert","Est. Time:","0.0","","30.0"
"5.0","1000.0","United Kingdom","Payment verified","https://www.upwork.com/jobs/Experienced-Web-Developer-for-Advanced-Traffic-Segmentation-Redirection_~021890744717443019210/?referrer_url_path=find_work_home","Experienced Web Developer for Advanced Traffic Segmentation & Redirection","We are looking for an experienced web developer with expertise in traffic filtering, user-agent detection, and content redirection. The ideal candidate will have experience with server-side scripting, proxy setup, and bot/human traffic differentiation to optimize content delivery based on visitor type.

Key Responsibilities:
✅ Implement advanced traffic segmentation based on IP, user agent, and referrer
✅ Develop a customized content delivery system for different user types
✅ Work with PHP, JavaScript, Python, and server configurations (NGINX/Apache)
✅ Experience with cloaking techniques for cybersecurity & privacy purposes
✅ Implement JavaScript-based detection techniques for user behavior analysis
✅ Use proxy networks & geolocation-based filtering for audience targeting

Preferred Skills:
✔ Experience with traffic analysis & detection techniques
✔ Knowledge of IP filtering & bot/human traffic identification
✔ Experience with cloaking-related frameworks (for security purposes)
✔ Proficiency in server-side scripting & database management
✔ Understanding of Google Ads & Facebook tracking parameters","2 days ago","0.0","Expert","Est. Time:","0.0","","30.0"
"5.0","10000.0","United States","Payment verified","https://www.upwork.com/jobs/Full-time-flow-automator-for-make-com-and-8n8_~021890844450443440784/?referrer_url_path=find_work_home","Full time flow automator for make.com and 8n8","📍 Location: Remote
🕒 Job Type: Full-Time
💼 Industry: Automation, AI Voice Agents, Customer Support, and Workflow Optimization
$600 Month
Monday - Friday 9-5pm LA central time but can be flexible

About the Role
We are looking for a Flow Automator with experience in Make.com and 8n8, capable of designing, optimizing, and automating workflows across various systems. The ideal candidate will also have hands-on experience with Vapi AI voice agents and ElevenLabs to enhance voice automation and AI-driven customer interactions.

This role is perfect for someone who enjoys solving complex workflow challenges, integrating AI-powered tools, and improving operational efficiency for businesses.

Key Responsibilities
Design, build, and optimize workflows using Make.com and 8n8.
Integrate AI voice automation using Vapi AI voice agents and ElevenLabs for customer interactions.
Automate data flows, customer communication, and internal processes to streamline business operations.
Ensure seamless API integrations between various tools, platforms, and CRMs.
Monitor, troubleshoot, and improve automation efficiency based on business needs.
Collaborate with cross-functional teams to identify automation opportunities and improve customer experiences.
Maintain documentation for all automation workflows, integrations, and processes.
Required Skills & Experience
✅ Proficiency in Make.com for workflow automation.
✅ Experience with 8n8 (workflow automation, integration capabilities).
✅ Knowledge of Vapi AI voice agents (call automation, IVR, AI-driven voice interactions).
✅ Familiarity with ElevenLabs (voice synthesis, AI voice generation).
✅ Strong understanding of API integrations and automation best practices.
✅ Problem-solving mindset with the ability to troubleshoot complex automation issues.
✅ Experience in customer service automation, AI-driven sales calls, or workflow management.

Nice-to-Have Skills
➕ Experience with Zapier, n8n, or other automation tools.
➕ Knowledge of Python, JavaScript, or other scripting languages for custom automation.
➕ Background in AI-driven customer service or conversational AI.
➕ Experience working with CRM platforms (HubSpot, Salesforce, etc.).

Why Join Us?
✨ Work with cutting-edge AI and automation tools.
✨ Remote-first company with flexible work arrangements.
✨ Opportunity to lead innovation in automation and AI voice agents.
✨ Competitive salary based on experience.","yesterday","0.0","Expert","Est. Budget:","600.0","","30.0"
"5.0","3000.0","United States","Payment verified","https://www.upwork.com/jobs/Develop-backend-services-for-Content-Manager_~021890904896820334708/?referrer_url_path=find_work_home","Develop backend services for a Content Manager","Support building our content management system:
API Development: Build RESTful endpoints using Python FastAPI for user authentication, template/campaign CRUD, and lifecycle management.
Database Integration: Design and implement PostgreSQL schema for users, templates (with versioning), campaigns, and audit logs.
Cloud Storage Integration: Store and retrieve template files using a cloud storage service.
Asynchronous Processing: Set up messaging (e.g., Google Cloud Pub/Sub) to trigger and receive responses from AI modules (content strategist, personalization, compliance).
AI Module Integration: Expose API endpoints for invoking AI services and handling human-in-the-loop updates.
Security & Monitoring: Implement secure authentication (OAuth2/JWT), logging, error handling, and deployment configurations (Docker/CI/CD).","yesterday","0.0","Expert","Est. Budget:","1800.0","","30.0"
"5.0","7000.0","Czech Republic","Payment verified","https://www.upwork.com/jobs/Google-Ads-GHL-Expert-Needed-Capture-Upload-Leads_~021891163032929907146/?referrer_url_path=find_work_home","Google Ads & GHL Expert Needed: Capture & Upload Leads","Hello!

We are looking for an expert in Google Ads, GoHighLevel (GHL), and offline conversion tracking to help us properly capture lead data with all necessary Google Ads parameters in GHL and then accurately upload qualified leads to Google Ads for better tracking and optimization.


The Problem:

Our GHL setup isn’t properly capturing lead data with all Google Ads parameters needed (e.g., GCLID, UTMs, and enhanced conversion data).

When uploading leads to Google Ads, we face errors because Google Ads can't label leads with past clicks, therefore we need proper tracking on Google Ads parameters

We need a seamless process to track and feed back qualified leads into Google Ads to optimize performance.


What We Need:

Ensure GHL correctly captures all necessary Google Ads tracking parameters when leads are submitted via forms.

Ensure that we have the process in place to successfully and automatically do lead uploads to Google Ads.

Implement best practices for Google Ads lead tracking, GHL integration, and conversion uploads.


Requirements:

Expertise in Google Ads conversion tracking, offline conversion uploads, and enhanced conversions for leads.

Experience with GHL and integrating Google Ads tracking parameters.

Strong understanding of Google Ads data formatting, hashing (SHA-256), and bulk lead uploads.

Ability to troubleshoot and fix tracking errors efficiently.


Deliverables:

Fully functioning lead tracking setup in GHL, ensuring all Google Ads parameters are captured.

Corrected and automatic offline conversion upload process (error-free and properly feeding Google Ads).

Documentation on how the system works and any necessary steps for our team to follow.


We believe that it should be a quick project for an expert.

Price is flexible but we were thinking about $75 for this project


How to Apply:

Start your proposal with “GHL Tracking Pro” to confirm you’ve read the full post.

Briefly explain how you’ve set up similar tracking systems before.

Share examples of successful offline conversion tracking setups you’ve implemented.

Highlight any experience with Google Ads and GHL integration.


This is a one-time project, but we’re open to ongoing collaboration for optimization. 


Looking forward to working with an expert who can solve this issue efficiently!

Thanks!","yesterday","0.0","Expert","Est. Budget:","75.0","","30.0"
"5.0","700.0","AUS","Payment verified","https://www.upwork.com/jobs/CRO-Manager-Audit_~021891334355322120752/?referrer_url_path=find_work_home","CRO Manager/Audit","We are looking for a USA based CRO specialist to audit our USA site and provide exact CRO strategies and actions to increase conversion rate","3 hours ago","0.0","Expert","Est. Time:","0.0","","30.0"
"5.0","2000.0","Turkey","Payment verified","https://www.upwork.com/jobs/Distributed-Database-and-Cloud-Infrastructure-Design-Implementation_~021890733775490886192/?referrer_url_path=find_work_home","Distributed Database and Cloud Infrastructure Design & Implementation","Project Title:
Enterprise NoSQL Distributed Database and Cloud Infrastructure Design & Implementation

Project Description:
We are seeking an experienced database architect and cloud infrastructure expert to design, implement, and optimize a NoSQL Distributed Database Management System (DDBMS) for a globally expanding digital marketing company. The project involves designing the IT architecture, implementing a secure and scalable database, optimizing performance, and generating SQL reports for business insights.

This project will be completed in two phases:

Phase 1: Design & Planning
Deliverables:

IT Infrastructure Design: Develop a global NoSQL DDBMS architecture across three locations: Los Angeles (US), Tokyo (Japan), Buenos Aires (Argentina).
Entity-Relationship Diagram (ERD): Design a normalized 3NF database using Crow’s Foot notation.
Architecture Documentation:
Diagrams for routing, switching, security, load balancing, and virtualization.
Industry best practices and design frameworks to support architecture.
Initial Data Design: Define tables, attributes, relationships, and constraints for a scalable distributed system.
Project Report: APA-formatted document including problem analysis, solution methodology, and literature review.
Phase 2: Implementation & Optimization
Deliverables:

DDBMS Implementation:
Deploy and configure a NoSQL DDBMS on enterprise Linux Server Virtual Machines (VMs).
Optimize hardware, software, and database parameters for performance and scalability.
Implement clustering and replication to ensure high availability.
Data Population & Management:
Populate tables with at least 20 realistic data records per table.
Implement stored procedures to automate key operations.
SQL Report Generation:
Develop custom SQL reports for tracking overtime hours, billing, contracts, and digital marketing campaign effectiveness.
Optimize queries using explain plans for performance tuning.
Final Presentation:
Live demo of the working DDBMS and stored procedures on a local VM.","2 days ago","0.0","Expert","Est. Budget:","700.0","","30.0"
"5.0","70000.0","United Arab Emirates","Payment verified","https://www.upwork.com/jobs/Advanced-Business-Intelligence-Tool-for-Restaurant-Inventory-Management_~021890722832667196936/?referrer_url_path=find_work_home","Advanced Business Intelligence Tool for Restaurant Inventory Management","We are seeking a talented developer to create and design an advanced Business Intelligence tool tailored for a restaurant inventory management system. The ideal candidate will have experience in BI tools and data visualization to help optimize inventory tracking and reporting. This project aims to enhance our decision-making process by providing actionable insights from our restaurant data. If you have a passion for data and a background in developing BI solutions, we would love to hear from you!

Restaurant operation experience is a must

Experience in blending Gen AI with BI is a must","2 days ago","550.0","Intermediate","Est. Time:","0.0","","30.0"
"4.9","80000.0","United States","Payment verified","https://www.upwork.com/jobs/Automated-Workflow-Development-using-API-Zapier-Code-Solutions-Google-Sheets-GenAI_~021890570455806880304/?referrer_url_path=find_work_home","Automated Workflow Development using API, Zapier/No-Code Solutions, Google Sheets, GenAI","We are seeking a skilled freelancer to create an automated search flow using APIs, no-code solutions (Zapier), and specifically leveraging Google Sheets and Generative AI technologies. The ideal candidate will have experience in designing and implementing automation processes that enhance productivity and streamline operations. Your role will involve understanding our requirements, integrating an API, Zapier, Google Sheets with GenAI tools, and delivering a seamless automated flow. 

Super standard workflow project...nothing crazy fancy or complicated.","2 days ago","0.0","Intermediate","Est. Budget:","75.0","","30.0"
"5.0","10000.0","Saudi Arabia","Payment verified","https://www.upwork.com/jobs/Sales-CRM-Expert_~021891105064140263540/?referrer_url_path=find_work_home","Sales CRM Expert","Overview:
We are looking for a CRM specialist to help us automate our sales workflow, notifications, and follow-ups based on customer type, sales stage, and interaction history. The ideal candidate will be experienced in CRM customization, WhatsApp Business API integration, and AI-powered automation to streamline our operations.

Who We Are:
A B2B startup with a sales team of fewer than five members.
We receive daily inbound leads from marketing campaigns.
We need a fully automated workflow that adapts to different sales stages, client types, and scenarios.
Our main communication channel is WhatsApp Business API, not email.
We require automated notifications, follow-ups, and reminders tailored to each customer’s journey.
We need a cloud-based telephony system for managing sales calls via a Saudi phone number.
We want AI-powered call summaries to extract key points and next steps without manual input.
Key Responsibilities:
✅ Sales Workflow Automation – Design and implement automated sequences for different customer types, sales stages, and scenarios.
✅ Smart Follow-Up & Notification System – Automate WhatsApp messages, reminders, and alerts based on lead status and interactions.
✅ WhatsApp Business API Integration – Ensure smooth two-way communication between CRM and WhatsApp.
✅ Custom CRM Configuration – Recommend, set up, and tailor a CRM to fit our unique needs.
✅ Cloud Telephony Integration – Implement a system for making and tracking calls within the CRM.
✅ AI-Powered Call Summarization – Automate call transcriptions, summaries, and action item tracking.
✅ Performance Tracking & Insights – Set up dashboards to track conversion rates, sales activity, and lead engagement.

Ideal Candidate Should Have:
✔️ Strong expertise in CRM platforms (HubSpot, Zoho, Pipedrive, Salesforce, etc.).
✔️ Proven experience in workflow automation and sales funnel optimization.
✔️ Knowledge of WhatsApp Business API integration for automated messaging.
✔️ Experience in setting up dynamic follow-up sequences based on lead type and sales stage.
✔️ Familiarity with cloud-based telephony solutions for outbound sales calls.
✔️ Hands-on experience with AI-driven transcription and summarization tools (e.g., Otter.ai, Fireflies.ai, Gong.io).
✔️ Ability to configure real-time analytics and performance dashboards.

💰 Budget: Flexible, based on experience and proposed solution.
📅 Project Duration: Initial setup with potential for ongoing collaboration.

🔹 If you are an expert in CRM automation, dynamic workflow optimization, and WhatsApp-based sales engagement, we’d love to work with you! 🚀","yesterday","0.0","Expert","Est. Time:","0.0","","30.0"
"5.0","1000.0","Canada","Payment verified","https://www.upwork.com/jobs/KNIME-and-Power-Expert-Needed_~021891379470298984906/?referrer_url_path=find_work_home","KNIME and Power BI Expert Needed","Looking for an expert in KNIME and Power BI to transform an existing KNIME workflow with LLM prompts that feeds into a Power BI dashboard.

You must have solid experience using KNIME and LLM nodes.

You must have solid experience building Power BI dashboard.

This project can lead to consistent long-term work.","58 minutes ago","0.0","Expert","Est. Budget:","100.0","","30.0"
