rating	total_spent_by_client	country	payment_verified	job_url_main	job_title	job_description	time_posted	hourly_rate	skill_level	estimated_time	estimated_budget	tags
"about ""VAPI Prompting Expert Needed for Voice AI Agent Fixes"""	$5K+	Australia	Payment verified	https://www.upwork.com/jobs/VAPI-Prompting-Expert-Needed-for-Voice-Agent-Fixes_~021884066584765780527/?referrer_url_path=find_work_home	VAPI Prompting Expert Needed for Voice AI Agent Fixes	"I’m looking to hire a VAPI voice AI prompting expert to help optimise and refine the prompt for an inbound voice AI agent I've built for a real estate agency. The VAPI inbound voice agent is functional for inbound calls, but there are issues with its conversational flow and pronunciation that need to be addressed to ensure a seamless user experience.

The agent's primary function is to greet callers and ask whether they are calling about buying, selling, or rentals. It then checks if the caller is looking for a specific person. If a name is mentioned, the AI responds with, “Sorry, [name] is unavailable right now. Can I take some details and have them return your call?”. It then takes the callers details and passes it on for a real human to follow up and call back.

Currently, the AI is experiencing problems with mispronouncing street names and getting stuck in loops. For example, after asking for the caller’s details, it might unexpectedly restart the script and reintroduce itself. In some cases, it also becomes confused when the caller responds with “Yes” to a question like “Can I take some details?” and fails to progress properly through the interaction.

The AI is already built, so I’m looking for someone with expertise in VAPI prompting and conversational AI to refine the existing prompt and resolve these issues. This should be a straightforward and quick job for the right expert.

Following the completion of this job, I would also like to hire you to help me fix an outbound calling prompt that is experiencing similar issues with following a script."	3 hours ago	Hourly	Intermediate	Est. Time:	not_sure	['AI Model Training Prompt', 'AI Agent Development', 'AI Bot', 'vapi', 'voice ai', 'Prompt Engineering', 'Generative AI Prompt Engineering', 'LLM Prompt Engineering']
"about ""Chief Technology Officer (CTO) for Growing Tech Company"""	$0	United States	Payment unverified	https://www.upwork.com/jobs/Chief-Technology-Officer-CTO-for-Growing-Tech-Company_~021884065242371057539/?referrer_url_path=find_work_home	Chief Technology Officer (CTO) for Growing Tech Company	We are seeking a dynamic and experienced Chief Technology Officer (CTO) to lead our company's technology efforts. The ideal candidate will be responsible for overseeing our tech operations, enhancing current systems, and driving innovation. In addition, you will play a crucial role in building and managing a sales team to foster growth. Your expertise will help shape our tech vision and strategy, ensuring we remain competitive in the market. If you are passionate about technology and leadership, we would love to hear from you!	3 hours ago	Fixed-price	Intermediate	Est. Budget:	$2,000	[]
"about ""Quant Developer for Risk Management and Financial Analytics Platform"""	$700+	United States	Payment verified	https://www.upwork.com/jobs/Quant-Developer-for-Risk-Management-and-Financial-Analytics-Platform_~021884063867309111964/?referrer_url_path=find_work_home	Quant Developer for Risk Management and Financial Analytics Platform	We are seeking an experienced quant developer to create a comprehensive risk management, financial analytics, and forecasting platform. The ideal candidate will have a strong background in quantitative finance and experience in developing robust financial models and algorithms. You will work closely with our team to design and implement features that enhance decision-making processes and improve risk assessment capabilities. If you are passionate about financial technology and possess a keen analytical mind, we would love to hear from you!	3 hours ago	Hourly	Expert	Est. Time:	Less than 30 hrs/week	['Python', 'Financial Analysis', 'Microsoft Excel', 'Statistics', 'Forecasting']
"about ""Looking for a full-stack developer"""	$4K+	United States	Payment verified	https://www.upwork.com/jobs/Looking-for-full-stack-developer_~021884061117906108891/?referrer_url_path=find_work_home	Looking for a full-stack developer	"We’re building a revolutionary tool that helps people navigate the wild world of online health advice. With so many “experts” out there, it’s hard to know who to trust. Our platform verifies health claims from popular influencers using credible scientific research. The end goal is simple: make it easier for people to find honest, evidence-based guidance.

What’s In It for You?
- A chance to work on a meaningful project that helps bring clarity and credibility to online health information.
- An opportunity to apply your data integration, content parsing, and verification logic skills in a practical scenario.
- Showcase your ability to connect API’s (perplexity/ChatGPT) in a cohesive, impactful dashboard.

Overview:
You’ll create an admin panel that automatically:
- Finds and Analyzes Content from health influencers (suggestion to use Perplexity API - open to other ideas).
Identifies Health Claims hidden in that content. 
- Checks Those Claims against trusted scientific journals. (Example: consensus.app, perplexity.ai or OpenAI)
- Displays the Results in a clean, user-friendly interface — similar to our provided mockups.
High-Level Requirements:
Influencer Discovery:
Pull recent health-related tweets and podcast transcripts for a given influencer.
Please build a workflow for taking a health influencers claims into a series of health claims
Find an ai logic to remove duplicate claims (e.g., the same fact stated in multiple posts).
Claim Verification:
Spot health claims and categorise them (e.g., Nutrition, Medicine, Mental Health).
Cross-reference these claims against reliable journals.
Determine a verification status (Verified, Questionable, Debunked) and assign a trust score (just use AI to make up a scoring system).
Dashboard Display:
Create a leaderboard showing influencers, their trust scores, follower counts, and claim stats.
Have an influencer detail page listing all claims, their verification status, and confidence scores.
Include a research configuration page where you can pick date ranges, the number of claims to analyze, and which journals to use.
Time:
This should take about 5-8 hours of focused development time.
Tools:
As recommended we suggest Perplexity API. If your output you can allow for the user to input their own API keys to test the outputs. 

What We Provide:
Example screenshots of a front-end dashboard to guide your UI layout and data presentation.
Freedom to use any tools and technologies you’re comfortable with.
What We’d Love to See:
A functional demo where we can input an influencer’s name, run the “research,” and see results.
A well thought out logic flow on how to handle the AI logic to search for the right information.
Reflections on best tools to use throughout this process.
Uploaded to Netlify/Vercel or any other platform ready to be tested
Ready to Bring Clarity to the World of Online Health Advice?
This is your chance to tackle a real-world problem. You’ll be instrumental in helping people find reliable information amidst the noise. If this sounds like a challenge you’re excited to take on, we’d love to have your expertise. Let’s make online health content more trustworthy together!

I also attached screenshots for admin panel, influencer and leaderboard pages"	3 hours ago	Hourly: $15-$40	Expert	Est. Time:	Less than 30 hrs/week	['TypeScript', 'React', 'Node.js', 'OpenAI API', 'JavaScript', 'Web Development', 'AI Integration']
"about ""retention.com integration with GTM"""	$8K+	United States	Payment verified	https://www.upwork.com/jobs/retention-com-integration-with-GTM_~021884058505557890254/?referrer_url_path=find_work_home	retention.com integration with GTM	"We need 30 minutes of your time to help us create data layer variables in GTM. Then we paste those, I believe it's 4 but might be 7. 

I want someone who's well versed in creating DLVs action and trigger. Bonus of you've done retention.com scripts. We've done them all but we lack the variable creation part. 

Please understand this is 15 to 30 minutes of time for $65. We expect you to go over this on a zoom call show us the variable sitch and call it a day. We're full stack devs so we learn very quickly. Please do not waste our time.

Preference to those who've done renter.com. Please review the file attached. That's it under step 2. 

This is super simple for someone that knows this and we're super cool peeps. Thanks.

In your cover letter please mention you have worked with rentention ONLY if you really have and prove to us."	3 hours ago	Fixed-price	Expert	Est. Budget:	$65	['Growth Analytics', 'Google Tag Manager']
	$0	Nigeria	Payment verified	https://www.upwork.com/jobs/Powered-Anti-Piracy-Platform-for-Movie-Producers_~021884057599874908635/?referrer_url_path=find_work_home	AI-Powered Anti-Piracy Platform for Movie Producers	"AI-Powered Anti-Piracy Platform for Movie Producers.

Objective:
Develop a subscription-based AI solution to detect, track, and combat movie piracy across websites, social platforms, and live streams in real time, while providing actionable insights to movie studios and producers."	3 hours ago	Hourly: $18-$45	Intermediate	Est. Time:	Less than 30 hrs/week	['Deep Neural Network', 'Machine Learning', 'Computer Vision', 'Deep Learning', 'Model Optimization', 'Java', 'C++', 'Python']
"about ""🔔Full-Time Developer"""	$3K+	Mexico	Payment verified	https://www.upwork.com/jobs/Full-Time-Developer_~021884057395151234947/?referrer_url_path=find_work_home	🔔Full-Time Developer	"Job Title: Full-Time Developer
Location:Remote
Salary: $850/monthly

🔹About Us:

We are a New York VA Agency, we are looking the Best Developer for our client: They offer an innovative travel service that helps travelers secure the lowest airfare even after booking. 

🔹Job Overview:

As a Full-Time Developer, you will be instrumental in designing, developing, and maintaining our digital platforms, ensuring seamless integration of technology into our jewelry business operations. The ideal candidate is experienced in Python, React with TypeScript, and MJML, and is comfortable using tools like Notion or adapting to similar systems.

🔹Responsibilities:

-Develop, optimize, and maintain web applications using Python, React with TypeScript, and MJML.
-Collaborate with the design and marketing teams to implement dynamic, user-friendly interfaces that align with the brand.
-Integrate and maintain APIs to support various business operations.
-Build and optimize email templates using MJML for marketing and customer engagement.
-Adapt and use tools like Notion for project tracking, or quickly learn similar tools for workflow management.
-Troubleshoot, debug, and improve existing software to ensure scalability and reliability.
-Stay updated on industry trends and propose new technologies and practices to enhance efficiency.

🔹Qualifications:
-Proven experience as a developer with expertise in Python and React with TypeScript.
-Strong understanding of responsive email development using MJML.
-Familiarity with using Notion or willingness to quickly adapt to similar tools.
-Proficiency in HTML, CSS, and JavaScript.
-Ability to write clean, efficient, and maintainable code.
-Experience with API integrations and back-end systems.
-Strong problem-solving skills and attention to detail.
-Excellent communication and teamwork skills.

🔹Preferred Skills:

Experience working in the jewelry or luxury retail industry.
Knowledge of additional tools and platforms relevant to digital marketing and e-commerce.
Understanding of database management systems.
Familiarity with agile development methodologies.

🔹Benefits
-Full-time employment with a competitive salary of $850/monthly
-Work with a passionate team in the luxury jewelry industry.
-Opportunities for professional growth and learning.
-Flexible working arrangements (remote/hybrid options).

🔹How to Apply
If you’re an experienced developer passionate about technology and ready to make an impact in the jewelry industry, we’d love to hear from you. Please send your resume, portfolio, and a brief introduction. Start Cover letter with ""Aloha""."	3 hours ago	Fixed-price	Intermediate	Est. Budget:	$850	['React', 'TypeScript', 'Full-Stack Development', 'phyton', 'MJML']
"about ""AI Agent Funnel Creation"""	$10K+	Canada	Payment verified	https://www.upwork.com/jobs/Agent-Funnel-Creation_~021884055806675730907/?referrer_url_path=find_work_home	AI Agent Funnel Creation	We are looking for a skilled freelancer to create an AI agent funnel to enhance our customer engagement and lead generation processes. The ideal candidate will have experience in designing and implementing AI-driven solutions that convert visitors into qualified leads. You will be responsible for strategizing, developing, and optimizing the funnel to ensure seamless user experience and maximum efficiency. If you have a strong background in AI technologies and digital marketing, we want to hear from you!	3 hours ago	Hourly: $15-$25	Intermediate	Est. Time:	Less than 30 hrs/week	['Lead Generation', 'Marketing Strategy', 'Content Writing', 'Adobe Illustrator', 'Market Research']
"about ""Performance Marketing Consultant (Meta Ads)"""	$300+	United States	Payment verified	https://www.upwork.com/jobs/Performance-Marketing-Consultant-Meta-Ads_~021884055585338114523/?referrer_url_path=find_work_home	Performance Marketing Consultant (Meta Ads)	"coaching via Zoom calls. This role focuses on advising us on optimizing and scaling our Instagram DM ad campaigns for a high-ticket coaching program.

Our funnel drives leads through DM ads, where setters book sales calls that close at $8k. Over the last 14 days, we’ve generated $52k in sales, operating at a $100k/month run rate with 11.5x ROAS. Our top priority is sustaining this success as we scale.

This is not a management or hands-on role—your responsibility will be to offer strategic advice during consulting calls. We value expertise over cost and are looking for someone with a proven track record of scaling high-performing ad campaigns for high-ticket offers.

If you’re a results-driven expert who can help us maintain and grow, let’s talk!"	3 hours ago	Hourly: $3-$999	Expert	Est. Time:	Less than 30 hrs/week	['Advertising Strategy', 'Meta Pixel', 'Media Buying', 'Audience Segmentation & Targeting']
	$100+	GBR	Payment verified	https://www.upwork.com/jobs/agent-for-newsletter-content-curation-and-adaptation_~021884054510343907049/?referrer_url_path=find_work_home	AI agent  for newsletter content curation and adaptation	Need a skilled AI developer to build an AI agent to automate the curation and adaptation of content for a newsletter. The agent will fetch data from specific sources (in a Gmail inbox), filter relevant content, rewrite/readapt to align with a predefined structure, and output the result.	4 hours ago	Fixed-price	Expert	Est. Budget:	$200	['AI Agent Development', 'API Integration', 'Back-End Development', 'Automated Workflow']
"about ""Full-Stack Developer Needed for Startup - Must Use Replit (Huge Opp!)"""	$100K+	United States	Payment verified	https://www.upwork.com/jobs/Full-Stack-Developer-Needed-for-Startup-Must-Use-Replit-Huge-Opp_~021884051740938261710/?referrer_url_path=find_work_home	Full-Stack Developer Needed for Startup - Must Use Replit (Huge Opp!)	"Hello!  I am looking for a single person with extensive development experience to partner with me in building a web and mobile app that helps home service businesses (think HVAC, plumbing, etc) to analyze the results from their marketing agencies/partners.  

I have fifteen years of experience in digital marketing and web development, and am looking to build an app that will leverage my knowledge to help small businesses avoid being taken advantage of by their marketing agencies.  The app will start in the home services industry, but may be opened up to additional niches in the future. 

I cannot say in detail the specific of the apps for privacy reasons, but I can tell you these things for now:
1. All in all, this will not be that challenging to build.  It is mostly API integrations and displaying data with charts and graphs, then sending notifications if/when certain thresholds are met.  Some notifications would be sent out if certain events happened, as evidenced by the data. 
2. The primary challenge will be building the onboarding/setup paths in order to enable non-technical business owners to easily use the app. I do think we can have human-assisted onboarding at the outset, but we will need to obsess over the necessary simplicity of onboarding as a first priority. 
3. The app will connect with a host of marketing-related APIs such as WordPress, Google Search Console, Google Analytics, Google Business Profile, Google Ads, Facebook Insights, and a variety of others.  
4. We will be using a number of other APis for non-marketing-data related uses, such as to pull demographic data about zip codes, or to leverage OpenAI’s APIs for AI enhancement of some features. 
5. The app will first be a web app, heavily designed for mobile, but must be built to turn it into a beautiful native mobile app after launch.  

I am hoping to boot strap this product out of my own pocket, which means two things:
1. First, I am looking for someone who is willing to accept a fair, but perhaps lower-end hourly rate to build the app with me, with some compensation coming from either legal equity or legal profits sharing from the business.  We can discuss this in depth at a later hiring stage, but I am truly looking for a partner here. 
2. Second, you must use Replit to build the product in order to dramatically increase your coding speed.  I suppose I am open to another app like Replit, but I am pretty heavily “married” to using Replit…it’s great. 

Basic professional requirements
1. Must have at least three years experience in software or web development. 
2. Must be willing to have at least 2 hours overlap with me during the day (I am CST).  Prefer those who work 8-5 CST with me, but I am wiling to be flexible on the schedule. 
3. Must speak near native English to ensure smooth communication.  

There is probably more, but this should be enough to get us started.  As you can see from my profile, I have en extensive history on Upwork and am excited to find a partner for this venture.  

To apply, please DO NOT USE CHATGPT for your cover letter.  Be a human, please.:). And, please tell me your thoughts on my proposal, as well as your expected hourly rate to join with me on this journey.  

This is a fantastic opportunity for the right person, and I am looking forward to meeting you! - Brad"	4 hours ago	Hourly	Intermediate	Est. Time:	30+ hrs/week	['Web Application', 'Full-Stack Development', 'API Integration', 'AI Model Integration', 'Replit']
"about ""AI-Powered Commodity Market Tracking and Forecasting Software Development"""	$0	United States	Payment verified	https://www.upwork.com/jobs/Powered-Commodity-Market-Tracking-and-Forecasting-Software-Development_~021884050569302852059/?referrer_url_path=find_work_home	AI-Powered Commodity Market Tracking and Forecasting Software Development	"We are seeking an experienced full-stack developer or team with expertise in cloud platforms, AI/ML, real-time data integration, and software development to build a scalable, user-friendly platform for tracking commodity markets and providing AI-driven booking recommendations.
This software will primarily analyze commodity markets as oils. It will help achieve:
1.	Log customer booking and real-time market prices.
2.	Track market trends and forecast optimal booking periods using AI.
3.	Provide actionable insights, alerts, and notifications.
4.	Generate comprehensive market reports and visualizations.
The project involves building a web-based application hosted on Google Cloud Platform (GCP) with a modular, scalable architecture.


 Ideal Candidate Qualifications:
1.	Technical Skills:
o	Strong experience with Google Cloud Platform (GCP) or similar cloud platforms.
o	Expertise in Python (for backend development, AI integration) and frontend tools (e.g., React.js, Streamlit).
o	Proficiency with APIs for real-time data integration.
o	Experience with AI/ML tools like TensorFlow, AutoML, or AWS Forecast.
o	Familiarity with data visualization libraries (e.g., Plotly, Chart.js) and reporting tools (e.g., Google Data Studio).
2.	Experience:
o	Proven track record of developing scalable, cloud-based applications.
o	Familiarity with predictive analytics and real-time alert systems.
o	Knowledge of commodity or financial markets is a plus.
3.	Soft Skills:
o	Strong communication skills for regular updates and collaboration.
o	Ability to deliver on time and within budget.
o	Attention to detail and focus on user experience.

Deliverables:
1.	Fully functional web-based application hosted on GCP.
2.	Integrated AI model for market trend forecasting.
3.	Real-time alert system and dashboard with visualizations.
4.	Documentation:
o	User guide for the platform.
o	Technical documentation for future scalability.
5.	Support for deployment and initial testing.

Timeline:
•	Estimated Project Duration: 3–4 months
•	Weekly updates required on progress, challenges, and milestones.

Proposal Requirements:
To ensure the best fit for the project, please include the following in your proposal:
1.	Experience:
o	Examples of similar projects you’ve completed.
o	Technologies and platforms you’ve worked with.
2.	Approach:
o	A brief overview of how you would execute this project.
o	Preferred tools and frameworks.
3.	Availability:
o	Estimated timeline for completing the project.
o	Availability for weekly check-ins.
4.	Budget Estimate:
o	Your estimated cost for the project and how it aligns with the budget."	4 hours ago	Hourly: $30-$70	Expert	Est. Time:	Less than 30 hrs/week	['Artificial Intelligence', 'Machine Learning', 'Data Analysis', 'Python', 'TensorFlow', 'Predictive Analytics', 'Data Science']
"about ""AI Research Specialist"""	$6K+	United States	Payment verified	https://www.upwork.com/jobs/Research-Specialist_~021884004751190506140/?referrer_url_path=find_work_home	AI Research Specialist	"Job Type: Part-Time
Working Hours: Monday to Friday, 9 AM – 14 PM (EST)

Are you passionate about Artificial Intelligence and excited by its limitless potential? Do you thrive on exploring the latest AI products, trends, and innovations? If so, we want you on our team!

About the Role
As our AI Research Specialist, you will:
* Stay Ahead of the Curve: Research, test, and evaluate emerging AI tools and launches.
* Provide Strategic Insights: Provide data-driven opinions on AI trends and propose innovative applications that align with our company’s goals.
* Collaborate & Advise: Work as a thought partner, brainstorming ideas and sharing them with the relevant teams for execution.
* Maintain Focus: Establish clarity and criteria to steer us away from distractions while exploring cutting-edge technologies.
* Understand Context: Develop a thorough grasp of our operations to recommend AI solutions that make a tangible impact.


What We’re Looking For
* Fluency in spoken English and excellent communication skills.
* A deep passion for AI, coupled with curiosity about its evolving applications.
* Strong research abilities and the capacity to turn findings into actionable insights.
* A strategic (goal and plan) mindset that balances creativity with practicality.
* Residency in Bangladesh and familiarity with the global AI landscape.


Why Join Us?  
By joining our team, you’ll be at the forefront of innovation, shaping how we harness AI to drive growth and make a difference. Collaborate in a supportive environment where fresh ideas and forward thinking are celebrated.


Ready to Shape the Future?
If this sounds like you, we’d love to hear from you! Apply directly via https://app.eu1.willotalent.com/invite/nw8X6g/"	7 hours ago	Fixed-price	Intermediate	Est. Budget:	$400	['AI Fact-Checking', 'Artificial Intelligence', 'Topic Research', 'Critical Thinking Skills']
"about ""Integrate ChatGPT into Website"""	$1K+	United States	Payment verified	https://www.upwork.com/jobs/Integrate-ChatGPT-into-Website_~021884003240763933147/?referrer_url_path=find_work_home	Integrate ChatGPT into Website	"We are seeking a skilled developer to embed or call Chat GPTs into our website. The ideal candidate should have experience integrating AI models into web pages, ensuring smooth functionality and user interaction. The project involves setting up an API connection, designing a user-friendly interface, and testing the integration for performance and reliability. If you have a passion for AI and web development, we’d love to hear from you!

I have built several custom GPTs which are on the Chat GPTs store. 

I want to embed or call a Chat GPTs in a website page? Would prefer a wordpress plugin that will allow me to create them and insert a shortcode into my web page templates. But, open to any ideas.

Here is one I'd like to start with...
https://chatgpt.com/g/g-Ac1YGp1yN-ai-blog-writer

I would prefer someone who knows what they are doing with AI and GPTs. I want to create a working prototype to prove concept."	7 hours ago	Hourly: $15-$30	Intermediate	Est. Time:	Less than 30 hrs/week	['WordPress', 'Web Development', 'PHP', 'JavaScript', 'Web Design']
	$40K+	United States	Payment verified	https://www.upwork.com/jobs/Deepgram-Prompting-Extraction-from-Audio-Files_~021884001437228520654/?referrer_url_path=find_work_home	Deepgram AI Prompting/Extraction from Audio Files	We need a Deepgram expert who can help us take a prompt that we have (that's working great with AssemblyAI) and make it work to extract structured data from audio files, ie. first name, last name, service they called about, etc. We are using our own custom prompt with AssemblyAI but we aren't sure how to do this with Deepgram. We need this done TODAY.	7 hours ago	Fixed-price	Expert	Est. Budget:	$100	['Python', 'Machine Learning', 'Artificial Intelligence', 'Natural Language Processing', 'Deep Learning', 'Data Extraction']
"about ""ClickUp Expert Needed – Build Customer Dashboards, Modular Systems & Agile Team Workflows"""	$1K+	Germany	Payment verified	https://www.upwork.com/jobs/ClickUp-Expert-Needed-Build-Customer-Dashboards-Modular-Systems-Agile-Team-Workflows_~021883997827812276892/?referrer_url_path=find_work_home	ClickUp Expert Needed – Build Customer Dashboards, Modular Systems & Agile Team Workflows	"We are seeking a ClickUp expert with proven experience in setting up and optimizing customer-facing dashboards, creating modular systems for client transparency, and designing efficient workflows for managing agile teams. Additionally, we want to streamline our internal task management to improve productivity and collaboration across projects.

Responsibilities:

- Create custom dashboards for clients, enabling real-time visibility into project progress, timelines, and deliverables.

- Develop a modular system that provides flexibility for client-specific needs and ensures clear communication and transparency.

- Design and implement workflows for managing agile teams, ensuring efficient task assignment, progress tracking, and collaboration.

- Optimize ClickUp for internal task management, including automations, reporting, and seamless integration with existing processes.

- Ensure all systems are scalable, user-friendly, and aligned with business goals.

Provide training or documentation to team members on using ClickUp effectively.

Requirements:

- Proven experience with ClickUp (please share examples of past projects).

- Strong understanding of agile methodologies and team collaboration tools.

Ability to design intuitive and visually appealing customer dashboards."	7 hours ago	Hourly: $12-$35	Intermediate	Est. Time:	30+ hrs/week	['ClickUp']
"about ""AI-Powered Cold Calling Solution Developer with Vapi and CRM Integration for Real Estate"""	$0	Egypt	Payment verified	https://www.upwork.com/jobs/Powered-Cold-Calling-Solution-Developer-with-Vapi-and-CRM-Integration-for-Real-Estate_~021883996759162999343/?referrer_url_path=find_work_home	AI-Powered Cold Calling Solution Developer with Vapi and CRM Integration for Real Estate	"We are seeking an experienced developer or development team to create an AI-driven cold calling solution tailored for the real estate industry. The solution should autonomously handle outbound calls, engage potential clients in meaningful conversations, and seamlessly integrate with our existing Customer Relationship Management (CRM) system. We are particularly interested in utilizing Vapi's platform to achieve these objectives.

Key Responsibilities:

Develop an AI-powered system using Vapi capable of conducting natural and engaging phone conversations with potential real estate clients.

Implement machine learning algorithms to understand and respond to various client scenarios and inquiries.

Ensure the system can schedule appointments, follow up on inquiries, and manage other outreach tasks to enhance lead generation efforts.

Integrate the AI solution with our current CRM to automatically log interactions, update client information, and manage leads efficiently.

Conduct thorough testing to ensure the system's reliability, accuracy, and user-friendliness.

Provide documentation and training materials for our team to effectively utilize and manage the system.


Qualifications:

Proven experience in developing AI-driven applications, preferably in the sales or real estate sectors.

Strong understanding of natural language processing (NLP) and machine learning techniques.

Demonstrated experience in integrating applications with CRM systems.

Experience with Vapi's platform for building voice agents.

Excellent problem-solving skills and attention to detail.

Strong communication skills to collaborate effectively with our team.


Preferred Skills:

Familiarity with real estate industry processes and terminology.

Experience with popular CRM platforms such as Salesforce, HubSpot, or Zoho.

Knowledge of compliance regulations related to telemarketing and data privacy.


Application Requirements:

A brief proposal outlining your approach to developing this AI solution.

Relevant portfolio examples or case studies demonstrating similar projects you've completed.

Estimated timeline and cost for the project."	7 hours ago	Hourly	Expert	Est. Time:	30+ hrs/week	['Lead Generation', 'Cold Call', 'Appointment Setting', 'Real Estate', 'Make.com']
"about ""Expert AI Chatbot Developer with OpenAI Integration"""	$0	Norway	Payment verified	https://www.upwork.com/jobs/Expert-Chatbot-Developer-with-OpenAI-Integration_~021883996585388790319/?referrer_url_path=find_work_home	Expert AI Chatbot Developer with OpenAI Integration	"We are currently seeking a highly skilled developer to design and implement an AI chatbot for our website, utilizing the advanced capabilities of OpenAI. The chatbot is expected to integrate seamlessly with our existing knowledge base, while also being specifically engineered to mitigate the risks associated with AI hallucinations. 

Ideal candidates will possess substantial experience in the development of AI-driven chatbots and demonstrate a comprehensive understanding of OpenAI technologies. Add 'rocket' on top of your bid to prove me you have brain. Your expertise will play a critical role in enhancing user interactions and ensuring the provision of accurate responses based on the data we supply."	7 hours ago	Hourly: $30-$60	Expert	Est. Time:	Less than 30 hrs/week	['AI Chatbot', 'Chatbot Integration', 'Conversational AI', 'Artificial Intelligence', 'Chatbot Development']
"about ""AI Application Consult"""	$400K+	United States	Payment verified	https://www.upwork.com/jobs/Application-Consult_~021883996034080422556/?referrer_url_path=find_work_home	AI Application Consult	"We are seeking an experienced consultant to guide the development of an innovative AI-powered app. The app will leverage artificial intelligence to enhance user experience, automate processes, and provide valuable insights. We need someone who is proficient in AI technologies, web and mobile app development, and has a strong understanding of integrating AI into user-centric applications.

Key Responsibilities:

Provide expert advice on AI technology selection and architecture.
Collaborate with the development team to integrate AI features into the app.
Recommend the best AI frameworks and tools to use based on the app's requirements.
Guide on data collection, preprocessing, and optimization for AI models.
Advise on AI model training and tuning for high performance.
Ensure that AI features are scalable, reliable, and secure.
Skills & Expertise Required:

Proven experience with AI, machine learning, and deep learning frameworks (TensorFlow, PyTorch, etc.).
Expertise in AI implementation for mobile/web apps.
Strong understanding of data engineering and data science.
Experience with app development platforms (iOS, Android, or web).
Knowledge of cloud services (AWS) for AI solutions.
Ability to provide strategic direction and technical oversight.
Duration & Commitment:

This is a short-term consultancy, with a possibility for continued collaboration as the app evolves.

Ideal Consultant:

Proven track record of building and deploying AI-based apps.
Strong communication skills to guide and educate the team on AI best practices.
Ability to deliver clear, actionable insights and roadmaps.
Strong problem-solving abilities and attention to detail.
If you have the expertise to take a cutting-edge AI app from concept to execution, we’d love to hear from you."	7 hours ago	Fixed-price	Intermediate	Est. Budget:	$25	['JavaScript', 'Artificial Intelligence', 'Machine Learning']
"about ""Build an AI Chatbot SaaS like Chatbase - Preferably on top of something open source"""	$6K+	United Arab Emirates	Payment verified	https://www.upwork.com/jobs/Build-Chatbot-SaaS-like-Chatbase-Preferably-top-something-open-source_~021883994846463244956/?referrer_url_path=find_work_home	Build an AI Chatbot SaaS like Chatbase - Preferably on top of something open source	"HIRING IMMEDIATELY - YOU MUST HAVE BUILT SOMETHING LIKE THIS BEFORE

Greetings!

NOTE: AI-WRITTEN PROPOSALS/TEMPLATES WILL BE IMMEDIATELY REJECTED!

I'm looking for an expert developer to help me build a SaaS product similar to Chatbase but with focus on the MENA region.

The entire interface has to be in Arabic.

Preferably use something open source to ship this quickly, consider options like Botpress.

You will then just need to edit the UI to have a functional product.

I look forward to receiving your responses!"	7 hours ago	Hourly: $10-$35	Intermediate	Est. Time:	Less than 30 hrs/week	['Python', 'JavaScript', 'Android', 'React', 'Web Development']
"about ""Knowledge Graph Development for Business Insights"""	$3K+	United States	Payment verified	https://www.upwork.com/jobs/Knowledge-Graph-Development-for-Business-Insights_~021883993619772592687/?referrer_url_path=find_work_home	Knowledge Graph Development for Business Insights	We are seeking an experienced data specialist to create a comprehensive knowledge graph for our business. The graph should effectively represent relationships between various data points, enhancing our understanding of key insights and facilitating better decision-making. The ideal candidate will have a strong background in data modeling and graph databases, with the ability to translate business needs into a structured format. Please provide examples of previous work in this area.	8 hours ago	Hourly: $18-$50	Intermediate	Est. Time:	Less than 30 hrs/week	['Microsoft PowerPoint', 'Microsoft Excel', 'Data Visualization', 'Presentations', 'Business Intelligence']
"about ""Build an Interactive NLP Chatbot with Advanced Features"""	$10K+	United States	Payment verified	https://www.upwork.com/jobs/Build-Interactive-NLP-Chatbot-with-Advanced-Features_~021883991842028763804/?referrer_url_path=find_work_home	Build an Interactive NLP Chatbot with Advanced Features	"We need an expert to develop a highly interactive chatbot powered by machine learning and NLP algorithms. The bot will serve as a support agent and must seamlessly integrate with our systems to deliver accurate responses.

Responsibilities:

Design and implement a chatbot using TensorFlow, Dialogflow, or Rasa.
Train models for intent recognition and dynamic conversation handling.
Integrate the bot with APIs to connect with external systems (e.g., CRM, databases).
Deploy using scalable infrastructure with Docker or AWS Lambda.

What We’re Looking For:

Strong Python programming skills and experience with transformer models.
Background in developing chatbots for real-world use cases.
Familiarity with chatbot analytics for performance optimization."	8 hours ago	Hourly: $20-$40	Intermediate	Est. Time:	Less than 30 hrs/week	['AI Development', 'AI Bot', 'Natural Language Processing', 'Machine Learning', 'Chatbot Development', 'Artificial Intelligence', 'Bot Development']
"about ""Technical Product Owner for GitHub Issue Ticket Creation"""	$4K+	United States	Payment verified	https://www.upwork.com/jobs/Technical-Product-Owner-for-GitHub-Issue-Ticket-Creation_~021883991068973060655/?referrer_url_path=find_work_home	Technical Product Owner for GitHub Issue Ticket Creation	We are seeking a skilled Technical Product Owner to create detailed GitHub issue tickets for our development team. The ideal candidate will have a strong understanding of both front-end and back-end features, enabling them to clearly articulate product requirements. You will be responsible for breaking down complex functionalities into actionable tickets that guide our developers effectively. If you have experience in agile methodologies and excellent communication skills, we would love to hear from you.	8 hours ago	Hourly: $3-$35	Intermediate	Est. Time:	30+ hrs/week	['Web Application', 'GitHub', 'User Experience', 'JavaScript', 'Supabase']
