"rating","total_spent_by_client","country","payment_verified","job_url_main","job_title","job_description","time_posted","hourly_rate","skill_level","estimated_time","estimated_budget","tags","golden_score"
5.0,1000.0,"India","Payment verified","https://www.upwork.com/jobs/RAG-Development_~021891094561869214154/?referrer_url_path=find_work_home","RAG Development","### Job Title: RAG (Retrieval-Augmented Generation) Development Task 

**Description:**
We are looking for a developer experienced in Retrieval-Augmented Generation (RAG) to complete a small development task within a budget of $50. The goal is to set up a basic RAG pipeline that retrieves relevant information from a provided dataset and generates accurate responses based on the retrieved context.

**Scope of Work:**
- Implement a simple RAG pipeline using open-source libraries (e.g., Hugging Face, LangChain, LlamaIndex, FAISS, etc.).
- Load a small dataset (e.g., text documents or PDFs) into a vector database.
- Enable querying the dataset to retrieve relevant context.
- Integrate the retrieval step with a text generation model (e.g., OpenAI GPT, Hugging Face models) to generate responses.
- Optimize the pipeline for fast and accurate retrieval.
- Deliver a working prototype along with the source code and basic documentation.

**Requirements:**
- Experience with NLP, RAG, or similar AI models.
- Familiarity with Python and relevant libraries (e.g., LangChain, Hugging Face, FAISS, ChromaDB, LlamaIndex).
- Ability to complete the project within a $50 budget.

**Deliverables:**
- Functional RAG pipeline (codebase).
- Documentation explaining the setup and usage.

**Deadline:**
- Expected completion within 3-5 days.

**Budget:**
- Fixed price: 

**How to Apply:**
Please submit your proposal with examples of similar work (if available) and a brief outline of your approach to this task.","2 hours ago",0,"Expert","Est. Budget:",0,"['AI Agent Development', 'AI Development', 'MLOps', 'Generative AI', 'Prompt Engineering', 'LLM Prompt Engineering']",30.04
5.0,1000.0,"United States","Payment verified","https://www.upwork.com/jobs/Google-Platform-Expert-Needed-for-Project_~021890803752788248074/?referrer_url_path=find_work_home","Google Platform Expert Needed for Project","I am seeking an expert on google platforms for a full stack development project. My entire organization has been built on Microsoft for the last 15 years and our company is lacking an expert in google platforms. Task work includes reorganization of G-Drive, Google Sheets development and automation, auditing share points, and data reorganization.","yesterday",0,"Expert","Est. Time:",0,"['JavaScript', 'Web Development', 'PHP', 'Google Analytics', 'WordPress']",30.04
5.0,1000.0,"Australia","Payment verified","https://www.upwork.com/jobs/Facebook-Tracking-Expert-Needed-for-Accurate-Tracking-Setup_~021891043626128191946/?referrer_url_path=find_work_home","Facebook Tracking Expert Needed for Accurate Tracking Setup","www.smilefreshau.com.au 

We are seeking a skilled Facebook tracking expert to implement more accurate tracking for our teeth whitening service.

My business is essentially a lead gen business as we run ads to book in clients for our teeth whitening service, but currently the conversions (booking) that we receive in the facebook ads manager are not lining up with the bookings that we are getting in reality.

We have a """"Thank You"""" page that clients are automatically redirected to after filling in their details, and that page is being tracked by a Google Tag.

My main concern is the inaccuracies I have been noticing within my facebook ads manager. The volume of inbound leads we get is not super high, so its easy to spot when things are not lining up, for example there will be days where facebook tracks a bunch of leads, but in reality when I cross check it to my bookings (I have a """"How did you hear about us"""" question) no one even came from facebook or Instagram. 

I am aware of softwares like HYROS and Triplewhale and would like to explore options to implement similar code to these softwares to gain more accurate data within the ads manager if possible

I am currently capturing the FBCLID into a simple CRM along with my clients phone numbers.

Your primary responsibility will be to analyze our existing configuration and implement necessary adjustments to ensure 100% accuracy in tracking our campaigns and user interactions. 

Please do not apply if you haven't done this exact job before as I do not want to waste any time. The ideal candidate should have a deep understanding of Facebook Pixel, conversion tracking, offline tracking and analytics tools. Please apply if you are ready to help us optimize our tracking for better performance and reporting.","5 hours ago",0,"Expert","Est. Budget:",0,"['Facebook', 'Google Analytics', 'Facebook Advertising']",30.04
5.0,400.0,"SAU","Payment verified","https://www.upwork.com/jobs/Voice-Assistant-with-real-time-API-from-OpenAI-Server-Side-development_~021891111363669371440/?referrer_url_path=find_work_home","Voice Assistant with real time API from OpenAI Server Side development","Job Description:
We are seeking an experienced freelance developer to build a robust server-side backend for our voice assistant application. This backend must integrate seamlessly with our existing client code and leverage the OpenAI Realtime API to enable real-time communication between the server and the client.

Project Overview:
Our voice assistant platform requires a backend built on Retrieval Augmented Generation (RAG) principles. The backend should support real-time interactions by:

Utilizing the OpenAI Realtime API for low-latency communication.
Integrating Voice Activity Detection (VAD) for automatic speech endpointing.
Streaming both audio and text transcripts to the client in real time.
Responsibilities:

Backend Development:
Design and implement a scalable server-side backend using RAG-based techniques.
Integrate with the OpenAI Realtime API for processing voice interactions in real time.
Implement VAD (Voice Activity Detection) to manage speech input accurately.
Real-time Streaming:
Ensure the backend can stream both audio responses and corresponding text transcripts to the client without delay.
Handle all necessary client and server event communications as per OpenAI’s specifications.
Integration:
Work with our existing client code (React-based) to ensure seamless integration between the frontend and the newly developed backend.
Collaborate with our team to ensure that the backend adheres to our application's architecture and performance requirements.
Testing & Documentation:
Develop comprehensive tests to ensure the reliability of real-time streaming and VAD functionality.
Provide detailed documentation on the API endpoints, event flows, and integration process.
Requirements:

Proven experience with real-time API integrations, preferably using the OpenAI Realtime API.
Strong background in backend development using Python and frameworks such as Flask or FastAPI.
Experience with Retrieval Augmented Generation (RAG) methodologies.
Familiarity with voice processing technologies and implementing Voice Activity Detection (VAD).
Ability to stream audio and text data concurrently in real time.
Solid understanding of WebSocket communication protocols.
Excellent problem-solving skills and ability to work independently.
Preferred Skills:

Prior experience building voice assistant backends.
Knowledge of AI/ML integration and conversation management systems.
Experience working with cloud-based deployments and handling scalability concerns.
Deliverables:

Fully functional backend server code integrated with the OpenAI Realtime API.
Implementation of VAD for accurate speech detection.
Real-time streaming of both audio and text transcripts to the client.
Detailed documentation and code comments for future maintenance and further development.
Test cases and instructions on how to deploy and run the solution.
Timeline & Budget:

Project Duration: [Specify duration, e.g., 4-6 weeks]","54 minutes ago",0,"Expert","Est. Budget:",0,"['JavaScript', 'Python', 'API', 'RESTful API']",30.02
5.0,200.0,"Canada","Payment verified","https://www.upwork.com/jobs/Powered-Lead-Tracking-Google-Optimization-for-Real-Estate-Milestone-Based_~021891059761244655732/?referrer_url_path=find_work_home","AI-Powered Lead Tracking & Google Optimization for Real Estate (Milestone-Based)","🔹 Job Overview

I am looking for an experienced AI automation expert to integrate OpenAI API for lead generation, engagement automation, and CRM integration in our real estate business.

This job is structured into three fixed-price milestones to test capabilities before full payment and ensure results at each step.

📌 Key Platforms:
✅ Instagram (AI automation, DM engagement, lead generation)
✅ Google (Lead tracking, search intent behavior analysis, business profile ranking boost)
✅ CRM (To be determined, but will be integrated for AI-powered lead management)

🔹 Job Breakdown: 3 Milestones (Fixed $50 per stage, $150 total)

📍 Stage 1: AI Instagram Automation & Google Business Setup ($50)

✅ Set up OpenAI API for Instagram DM automation (auto-reply, like, comment, and follow-up tracking).
✅ Develop a system to track Instagram leads and filter potential buyers/sellers.
✅ Optimize Google Business Profile (GMB) for maximum search visibility to attract organic leads.
✅ Ensure Instagram & Google API integrations are structured properly for future automation.

➡ Deliverables: AI-powered Instagram automation in action + Verified Google Profile improvements.

📍 Stage 2: Google Lead Tracking & AI-Powered Behavior Analysis ($50)

✅ Integrate AI with Google to track external lead behavior (buyers & sellers searching for real estate).
✅ Set up AI-driven predictive analytics to identify high-intent leads from Google searches.
✅ Enhance Google SEO strategies to boost organic visibility & lead flow.
✅ Ensure AI is capturing and analyzing lead data in a structured way.

➡ Deliverables: Working Google tracking system, analytics dashboard, and improved search ranking.

📍 Stage 3: AI-Driven Lead Organization & CRM Integration ($50)

✅ Integrate AI-powered leads from Google & Instagram into a CRM.
✅ Set up AI-driven lead scoring & segmentation (hot, warm, cold leads).
✅ Automate initial follow-ups via email, SMS, or WhatsApp (without violating platform rules).
✅ Ensure smooth AI-to-CRM automation for lead management.

➡ Deliverables: Fully functional AI-to-CRM lead system with basic automation.

🔹 Key Requirements (To Avoid Scammers)

✔ Proven experience in AI API integration (OpenAI, Google, Instagram).
✔ Knowledge of Google SEO, Business Profile optimization & AI-powered lead tracking.
✔ Experience with CRM automation (must be able to integrate with a chosen system).
✔ Experience with AI predictive analytics & behavioral tracking.
✔ Ability to document and explain their process clearly.

🔹 Payment & Structure
	•	This job is milestone-based. Payments will be released after each stage is successfully completed.
	•	Total budget = $150 ($50 per milestone, non-negotiable).
	•	Potential for additional work if performance is strong.

🔹 How to Apply (IMPORTANT - Read Before Applying)

📌 To apply, please include:
1️⃣ Examples of past AI automation & API integration projects.
2️⃣ A brief breakdown of how you’d approach each milestone.
3️⃣ Your estimated timeline for completing all three stages.
4️⃣ What CRM systems have you worked with before?

🚀 Only apply if you have experience in AI API automation & Google lead tracking. Scammers, manual lead scrapers, and inexperienced freelancers will NOT be considered. 🚀","4 hours ago",0,"Expert","Est. Budget:",0,"['Real Estate', 'Tech & IT', 'AI Chatbot', 'AI Builder', 'AI Bot', 'CRM Automation', 'API Integration', 'Google APIs']",30.01
5.0,29.0,"SAU","Payment verified","https://www.upwork.com/jobs/Web-Extensions-Developer-with-Computer-Vision-TensorFlow-Experience-for-Muslim-project_~021890751056267563124/?referrer_url_path=find_work_home","Web (Extensions) Developer with Computer Vision (TensorFlow.js) Experience for Muslim project","We are looking for a skilled developer to assist with a project targeting 25,000 users. 
It's a muslim wellbeing project that uses Computer vision to help muslims on the internet.

The ideal candidate should have extensive experience in developing websites and web extensions, as well as a strong background in TensorFlow.js and computer vision. 

You will be responsible for developing CV models, implementing features that leverage computer vision technology, optimizing the chrome/safari extension, working on similar web applications. 

If you are passionate about helping muslims and about innovation, please apply.","yesterday",0,"Expert","Est. Time:",0,"['TensorFlow', 'Google Chrome Extension', 'JavaScript', 'Python', 'Node.js', 'tfjs', 'tensorflow.js']",30.0
4.9,3000.0,"Germany","Payment verified","https://www.upwork.com/jobs/Data-engineering-Architecture-review_~021891036686488646090/?referrer_url_path=find_work_home","Data engineering Architecture review","i am looking for someone who can give me a data architecture on GCP for the assignment that is given for my interview preparation.  write me asap to learn about it and we can discuss further in the call 
its about building ETL pipeline for taxi booking app for capturing processing and analysing the data","5 hours ago",0,"Expert","Est. Budget:",0,"['Data Engineering', 'Data Integration', 'Data Transformation', 'ETL Pipeline', 'Architectural Design', 'Big Data', 'Python', 'Google Cloud Platform']",29.82
4.9,3000.0,"Germany","Payment verified","https://www.upwork.com/jobs/Data-engineering-Architecture-review_~021891060665321761328/?referrer_url_path=find_work_home","Data engineering Architecture review","i am looking for someone who can give me a data architecture on GCP for the assignment that is given for my interview preparation.  write me asap to learn about it and we can discuss further in the call 
its about building ETL pipeline for taxi booking app for capturing processing and analysing the data","4 hours ago",0,"Expert","Est. Budget:",0,"['Data Engineering', 'Data Integration', 'Data Transformation', 'ETL Pipeline', 'Architectural Design', 'Big Data', 'Python', 'Google Cloud Platform']",29.82
4.8,9000.0,"United States","Payment verified","https://www.upwork.com/jobs/Help-finish-coding-and-testing-SaaS-app_~021890751613840339600/?referrer_url_path=find_work_home","Help finish coding and testing an ai SaaS app","I’m building apps using bolt.new bit it looks like they are about 90% done, but since I’m.not a developer, I can finish the last 10% and and need to have a professional developer look the app over to test and make sure it is working properly before putting it out to users. My apps are focused on using ai in the job search, such as a ai resume builder and and app that extracts skills from your resume and automates writing an email to the employer. I need a developer that can help complete my app that was built and ensure it is working properly before inviting users to use it. My SaaS app is focused on uploading your resume and using AI to match resume to match job description. In your response, please share examples of apps you built using ai. Please share any experience you have building apps in the hr tech space of job search/ recruiting industry. I have several SaaS apps, my goal is to complete and launch the app within a few weeks to have my first users in April 2025.","yesterday",0,"Expert","Est. Time:",0,"['Web Application Development', 'Software QA', 'Software Testing', 'AI Development', 'LLM Prompt', 'LLM Prompt Engineering', 'SaaS', 'SaaS Development']",29.76
4.9,300.0,"United States","Payment verified","https://www.upwork.com/jobs/Build-Deploy-Stock-Trade-Tracking-System_~021890978167896736208/?referrer_url_path=find_work_home","Build & Deploy Stock Trade Tracking System","📌 Project Overview:
I am looking for an experienced Dev/Engineer to build, deploy, and fully transfer ownership of a Congressional Stock Trade Tracking System that:  
✅ Fetches real-time Congressional stock trades using the QuiverQuant & Unusual Whale APIs
✅ Analyzes trade profitability using stock market data from Yahoo Finance
✅ Sends automated email alerts when trades are detected and classified 
✅ Deploys a live dashboard to track trades in real-time  
✅ Runs 24/7 on a cloud server and is fully automated
✅ Can use predictive analysis to filter by confidence (in document)
✅ Has a couple of additional filters for industry specific review (technology, energy, etc.)

At the end of the project, I must own the entire system, including all source code, server access, and credentials
I have specific people for the system to track, it will not be the entirety of congress
I have attached a document with sample code snippets from chatgpt. i do not have the technical expertise to build/perform set up. 

1️⃣ System Setup & Development
- Set up and configure a cloud server on Google Cloud (Compute Engine) or AWS EC2
- Install Python, required libraries, and API integrations
- Fetch real-time Congressional stock trade data from QuiverQuant/Unusual Whales
- Analyze stock performance using Yahoo Finance API  
- Classify trades as:
  - Profitable ✅(Stock increased  more than 10% since trade date)
  - Risky ⚠️(Stock increased 0-10%)
  - Not Profitable ❌ (Stock decreased)  
- Send automated email alertswhen new trades are detected  

 2️⃣ Email Alert System
- Enable Gmail SMTP or alternative (SendGrid, AWS SES)
- Send real-time email alerts whenever a trade is detected  
- Include trade details & risk classification in the email

3️⃣ Dashboard Development 
- Build a web dashboard using Streamlit, Flask, other
- Display live trade data, stock performance, and historical trends
- Host the dashboard on Google Cloud / AWS for 24/7 access

4️⃣ Automation & Deployment
- Set up the system to run automatically every 2 hours
- Use `cron jobs` or `systemd` to restart after reboot
- Ensure error handling and logging

5️⃣ Full Transfer of Ownership
At the end of the project, the freelancer must transfer:
✅ All source code (GitHub repo or ZIP file)  
✅ Cloud server credentials & documentation
✅ Step-by-step guideto maintain and update the system  

🛠️ Tech Stack
- Python** (requests, pandas, yfinance, schedule, smtplib, Flask/Streamlit)  
- Cloud: Google Cloud Compute Engine / AWS EC2  
- APIs: QuiverQuant API, Yahoo Finance API, SMTP for email alerts  
- Automation: Cron jobs or systemd for scheduled execution  

✅ Deliverables
✔ Fully functional system that runs 24/7
✔ Real-time email alerts when a Congressional trade is detected
✔ Live dashboard for tracking trades (if applicable) 
✔ Cloud-based deployment on Google Cloud / AWS  
✔ Complete transfer of ownership & step-by-step documentation","9 hours ago",0,"Expert","Est. Time:",0,"['Python', 'API', 'API Integration', 'Web Development', 'Dashboard']",29.71
4.8,1000.0,"France","Payment verified","https://www.upwork.com/jobs/Automating-entire-online-business-courses_~021891067670416273866/?referrer_url_path=find_work_home","Automating an entire online business (courses)","Hi all,

I have a meeting with a client who wants to automate her entire online coaching business. She is a business influencer who sells coaching programs. She doesn’t yet know exactly what to automate, but she is certain that she wants to do it.

The first step would be to conduct a full audit of her business. As an influencer specializing in AI and automation, I often receive requests for automation projects. I’d like to fully commit to this field and build a skilled, motivated team to handle multiple projects of this kind, starting with this one.

However, since I’ve never automated an entire business before, I’m unsure about the exact steps to follow, especially when it comes to conducting the audit, asking the right questions, and structuring the process. I’d like to move quickly and start with this first project.

Thanks","3 hours ago",0,"Expert","Est. Time:",0,"['Automation', 'Business Process Automation', 'Automation Anywhere', 'Zapier', 'API Integration', 'Make Build Script']",29.44
4.8,900.0,"Germany","Payment verified","https://www.upwork.com/jobs/Development-Custom-SaaS-Platform-for-Organizational-Assessments_~021890750060394918346/?referrer_url_path=find_work_home","Development of a Custom SaaS Platform for Organizational Assessments","We aim to develop a SaaS-based organisational assessment platform that allows businesses to create, distribute, and analyse customizable surveys similar to the EOS Organizational Checkup. This platform will enable businesses to subscribe, design tailored assessments, collect user responses (from employees, leads, or customers), and generate insightful, visually appealing reports. Additionally, it will function as a lead-generation tool, helping businesses capture and nurture potential clients.
Core Features & Requirements:
1. User Roles & Management
Admin (Platform Owner):
Manage system-wide configurations, subscriptions, and reports.
Business Owners:
Subscribe and create customized assessments.
Access and analyze assessment results and reports.
Survey Respondents (Employees or External Users):
Complete assessments via unique links without requiring login credentials.
2. Customizable Assessments
Businesses can create multiple assessments with the following customization options:
Assessment Name (e.g., “Evaluate Your Financial Strength”)
Categories (e.g., Leadership, Finance, Strategy)
Up to 20+ Custom Questions per assessment
Question Types: Likert scale (1-5 scoring), multiple-choice, open-ended
Each question is linked to a category for scoring and reporting purposes
3. Assessment Distribution
Business users can distribute unique assessment links to:
Internal employees for organizational assessments
External users for lead generation purposes
Ability to track completion status and send reminders
4. Subscription & Payment Integration
Flexible Subscription Plans:
Free trial or demo version
Paid tiers with limits on assessments, respondents, and features
Integration with Stripe, PayPal, or other payment gateways
5. Automated Report Generation
Respondents receive branded, visually appealing reports upon assessment completion
Reports include:
Overall Score (e.g., percentage-based performance breakdown)
Category-wise Strengths & Improvement Areas
Custom Recommendations based on predefined logic
Business owners can add custom messages and CTAs (e.g., “Contact us to improve your strategy”)
6. Lead Capture & Management
Businesses can collect the contact details of external respondents
Automated email follow-ups to convert leads after report generation
Optional CRM integration (e.g., HubSpot, Salesforce)
7. Reporting Dashboard
Business users can view and analyze aggregated results
Export options: PDF, CSV for individual and summary reports
Technical Requirements:
Frontend:
React.js (or similar) with a responsive and user-friendly interface
Dynamic, interactive reports for better user engagement
Backend:
Node.js (NestJS/Express) or Python (FastAPI)
REST API or GraphQL for frontend-backend communication
Database: PostgreSQL or MySQL for structured data, Redis for caching
Authentication: OAuth, JWT, or equivalent user authentication system
Hosting & Deployment:
Cloud-based hosting (AWS, Azure, or GCP)
Containerization with Docker and Kubernetes (optional)
CI/CD pipeline for continuous deployment
Deliverables:
Fully functional web application with a responsive UI
Secure and optimized backend API with database integration
Well-documented source code & API documentation
Deployment-ready setup (AWS, DigitalOcean, or any preferred cloud hosting)
Timeline:
Estimated completion within 3-4 weeks","yesterday",0,"Expert","Est. Budget:",0,"['Node.js', 'React', 'RESTful API', 'Authentication, UI/UX, Database Optimization, WebSockets, AWS Deployment']",29.44
4.7,400.0,"United Kingdom","Payment verified","https://www.upwork.com/jobs/Seeking-Developer-Automate-Perplexity-Data-Retrieval-into-Google-Sheets_~021890805438106544688/?referrer_url_path=find_work_home","Seeking Developer to Automate Perplexity AI Data Retrieval into Google Sheets","We are looking for an experienced developer to set up an automated system that connects Perplexity AI to Google Sheets, enabling monthly updates for predefined data points across 1,000 companies. The data will be sourced from a CSV file and automatically refreshed each month.

Project Scope:
Set up an integration between Perplexity AI and Google Sheets to retrieve specific data points for each company.
Ensure the system can process and update data monthly based on a CSV file containing the list of 1,000 companies.
Automate the data pull based on predefined prompts and store the results in structured Google Sheets columns.
Implement error handling and logging to track API performance and troubleshoot potential failures.
Ensure scalability and efficiency to handle large datasets without performance issues.
Ideal Skills & Experience:
Strong experience with API integrations (Perplexity AI, Google Sheets API).
Proficiency in Python or Google Apps Script for automation.
Familiarity with Google Cloud Functions or similar automation tools.
Experience handling large datasets and CSV-based automation workflows.
Knowledge of data structuring and automation best practices.
Deliverables:
Fully functional automated pipeline pulling monthly data from Perplexity AI into Google Sheets.
Ability to upload/update CSV files for company tracking.
Documentation on how to maintain or adjust the integration if needed.
Basic error-handling mechanisms and logging for troubleshooting.
Budget: Open to proposals based on scope and estimated effort.

If you have experience in similar projects, please share relevant examples or describe your approach to solving this challenge. Looking forward to working with a skilled professional to make this automation seamless!","yesterday",0,"Expert","Est. Budget:",0,"['AI Model Integration', 'Integration Testing', 'Google Sheets', 'Data Scraping', 'Automation', 'API', 'Data Extraction', 'perplexity']",29.12
5.0,60000.0,"United States","Payment verified","https://www.upwork.com/jobs/Use-NVIDIA-NIM-create-agent-that-scrapes-Website-Articles_~021891040284531730992/?referrer_url_path=find_work_home","Use NVIDIA NIM to create an agent that scrapes Website Articles","Hi, I am looking for someone who has experience building GenAI agents that can scrape a website for data, input that data into a small language model, and help automatically train the model based on what the agent is pulling. You also need to have experience using the NVIDIA NeMo and NIM frameworks to create this agent, which connects to a Microsoft Phi3 Small Language Model.","5 hours ago",0,"Intermediate","Est. Time:",0,"['Automation', 'Python', 'Data Scraping', 'Data Mining', 'Machine Learning']",29.07
4.4,80000.0,"United States","Payment verified","https://www.upwork.com/jobs/ABM-Lead-for-Pilot-Campaign-Orchestration_~021890859928969924724/?referrer_url_path=find_work_home","ABM Lead for Pilot Campaign Orchestration","We are seeking an experienced ABM Lead to orchestrate and manage a pilot Account-Based Marketing (ABM) campaign. The ideal candidate should have a proven track record in executing ABM strategies, demand generation for B2B, developing targeted campaigns, and analyzing results to drive success.

 Your role will involve collaboration with cross-functional teams to identify key accounts and tailor marketing efforts to engage them effectively. If you have a passion for innovative marketing strategies and a results-driven mindset, we want to hear from you!

**Relevant Skills:**

- ABM Strategy Development
- Demand Generation (Webinars, Podcast, Content Hubs, Events, etc)
- Campaign Management
- Data Analysis & Reporting
- Cross-Functional Collaboration
- Target Account Identification
- Outreach Automations","17 hours ago",0,"Intermediate","Est. Time:",0,"['Lead Generation', 'List Building', 'Email Marketing', 'Prospect List', 'Social Media Marketing']",28.07
4.9,40000.0,"Australia","Payment verified","https://www.upwork.com/jobs/Agent-Development-n8n-for-Specific-Roles_~021890958180997376560/?referrer_url_path=find_work_home","AI Agent Development in n8n for Specific Roles","We are looking for a skilled developer to build AI agents using n8n for specific roles within our organization. The initial task will involve creating one AI agent tailored for a defined purpose. Upon successful completion, there will be opportunities for additional projects and roles. If you have experience in automation, AI development, and n8n workflows, we want to hear from you!","11 hours ago",0,"Intermediate","Est. Time:",0,"['Lead Generation', 'Artificial Intelligence', 'Sourcing', 'Price & Quote Negotiation']",27.97
4.9,20000.0,"United States","Payment verified","https://www.upwork.com/jobs/Accounting-Dashboard_~021890891480977353264/?referrer_url_path=find_work_home","Accounting BI Dashboard","We are looking for a developer experienced in low-code/no-code platforms or pre-built solutions to set up an accounting dashboard that integrates with QuickBooks Online and can be embedded in various web pages or web applications.

Instead of building from scratch, we want to leverage existing tools (e.g., Glide, Retool, Stacker, Tableau, Power BI, Google Data Studio, Supabase, or other cost-effective solutions) to create a budget-friendly and efficient solution.

Key Requirements:

QuickBooks Online Integration: Use existing connectors (Zapier, Make, API plugins, etc.) to sync financial data.
Embeddable Dashboard: Ability to display financial metrics on external web pages or web apps (via iframe, API, or widgets).
Low-Cost Subscription: Preference for tools with a low monthly cost while maintaining high functionality.
User Access Control: Secure authentication options, allowing only authorized users to access financial data.
Customizable Reports: View Profit & Loss, Balance Sheet, Cash Flow, and other key financial reports with user-friendly visualizations.
Automated Data Sync: Ensure the dashboard updates in near real-time with minimal manual intervention.","15 hours ago",0,"Intermediate","Est. Budget:",0,"['Business Intelligence', 'Data Visualization']",27.17
4.0,100.0,"ARE","Payment verified","https://www.upwork.com/jobs/Looking-for-Expert-OpenAI-Assistant-Function-Calling-API-Integration_~021891076016571797620/?referrer_url_path=find_work_home","Looking for an Expert in OpenAI Assistant Function Calling & API Integration","We are looking for an expert in OpenAI’s function calling system to properly set up a function that processes image URLs and sends them for further handling.

The goal:
	•	The OpenAI Assistant receives an image link from a user.
	•	The assistant calls a function to process that image.
	•	The function should fetch the image, upload it, and return the required response to OpenAI.
	•	The assistant should continue the conversation smoothly without getting stuck.

This setup should work seamlessly and reliably, ensuring the function execution is properly handled.

🔹 What Needs to Be Done?
	1.	Implement OpenAI’s function calling correctly, ensuring:
	•	Image URLs received in chat are automatically processed.
	•	The function retrieves the image, processes it, and uploads it for OpenAI to use.
	•	The assistant gets the correct response and does not freeze after calling the function.

	2.	Ensure the setup is fully optimized, with:
	•	Proper API interaction between OpenAI and the function.
	•	Error handling for cases where images fail to load or process.
	•	Logging & debugging to track what’s happening in real-time.
	3.	Deliver a clean, efficient solution that works reliably in production.

🔹 Who We’re Looking For
	•	Expert in OpenAI API function calling (GPT-4o preferred).
	•	Experience with API integrations & handling file uploads.
	•	Someone who has worked with AI assistants & automation before.
	•	Strong problem-solving skills to debug & optimize the implementation.
	•	Ability to propose improvements & future enhancements.

We’re open to different solutions as long as they achieve the desired result efficiently.

🔹 What We Provide

✅ Full API access to OpenAI 
✅ A potential long-term collaboration if things go well.

🔹 Budget & Timeline

💰 Please provide your price for this job. We will not consider proposals without a clear cost estimate.
⏳ We need this completed soon

We want someone who understands how to properly execute function calling with OpenAI Assistants and can deliver a working solution quickly.

If you’re the right expert for this, let’s talk!","3 hours ago",0,"Expert","Est. Time:",0,"['Python', 'API', 'API Integration']",27.0
5.0,8000.0,"United States","Payment verified","https://www.upwork.com/jobs/Fractional-Chief-Marketing-Officer-CMO-B2B-Healthcare-Marketing-Management_~021890963941790961780/?referrer_url_path=find_work_home","Fractional Chief Marketing Officer (CMO) – B2B Healthcare Marketing Management","We are a small anesthesia group specializing in staffing outpatient surgery centers. We are growing our footprint and need a strategic marketing leader to refine and optimize our automated outreach system for lead generation and conversion.

We are looking for a Fractional CMO with expertise in B2B marketing, multi-channel outreach, and performance tracking to consult on our strategy and oversee execution. This role starts as a consulting engagement and may evolve into a long-term fractional leadership position as we expand into new regions.

Role Overview:

The Fractional CMO will guide our automated outbound marketing strategy and ensure a data-driven, conversion-optimized approach. The ideal candidate will consult on best practices and oversee the implementation and performance of outreach campaigns across email, LinkedIn, and phone dialer sequences.

Key Responsibilities:

1️⃣ Initial Consultation & Strategy Development
	•	Conduct a deep-dive consultation to assess current outreach systems.
	•	Define ideal customer personas (surgery center administrators, owners, medical directors).
	•	Map out a customer journey and engagement funnel to optimize lead conversion.
	•	Recommend a sequencing strategy for email, LinkedIn, and phone dialer follow-ups.

2️⃣ Automated Outreach System Setup & Optimization
	•	Refine our existing multi-touch, multi-channel marketing system using:
	•	Email sequences → Crafted for cold, warm, and nurture leads.
	•	LinkedIn messaging → Personalized connection requests and follow-ups.
	•	Phone dialer scripting → Best practices for outbound cold calls.
	•	Recommend and implement lead scoring, segmentation, and A/B testing strategies.

3️⃣ Performance Tracking & Continuous Improvement
	•	Set up KPIs and dashboards to track:
	•	Open rates, response rates, conversion rates across email & LinkedIn.
	•	Call connect rates and follow-up efficiency for phone outreach.
	•	Pipeline movement and ROI of outreach efforts.
	•	Hubspot CRM guidelines and management.
	•	Oversee marketing analytics and provide monthly performance reviews.
	•	Adjust strategies based on data insights and iteratively improve campaign effectiveness.

4️⃣ Future Expansion & Scalable Growth Strategy
	•	Develop a repeatable outreach playbook to support regional and multi-state expansion.
	•	Provide guidance on scaling marketing efforts efficiently across new territories.
	•	Identify new channels, partnerships, or outreach innovations to drive B2B healthcare engagement.

Who You Are:
	•	B2B Marketing Expert → Proven experience with outbound marketing and lead nurturing.
	•	Healthcare Industry Knowledge → Experience in healthcare, medical sales, or service-based B2B marketing.
	•	Analytical & Data-Driven → Strong grasp of KPI tracking, A/B testing, and performance optimization.
	•	Strategic Thinker & Executor → Can consult on strategy AND oversee its implementation effectively.

Compensation & Engagement Structure:
	•	Phase 1: Consultation (Short-Term Engagement)
	•	Paid consulting engagement to assess current outreach setup and recommend improvements.
	•	Includes a strategic roadmap for email, LinkedIn, and phone outreach.
	•	Phase 2: Ongoing Oversight (Fractional CMO Role)
	•	Hourly rate.
	•	Responsible for monitoring outreach performance, optimizing workflows, and supporting expansion efforts.

How to Apply:

If you’re a B2B marketing leader with expertise in outreach automation and performance-driven marketing, we’d love to hear from you!

📩 Submit your proposal or resume with a brief description of your experience in outbound marketing, automation, and healthcare/B2B services.

💡 Bonus: If you’ve worked on a similar outreach systems, include a case study or portfolio example.","10 hours ago",0,"Intermediate","Est. Time:",0,"['Email Marketing', 'Advertising Strategy', 'Growth Strategy', 'Marketing Management', 'Outreach Strategy', 'Marketing Strategy', 'Campaign Management', 'B2B Marketing']",26.99
5.0,5000.0,"United States","Payment verified","https://www.upwork.com/jobs/Assistance-Development_~021891108563744959024/?referrer_url_path=find_work_home","AI Assistance Development","Transforming Customer Service with Innovation: 
Designed an AI platform to revolutionize how companies interact with their customers, providing seamless customer experiences that improve efficiency and drive growth.","1 hour ago",0,"Intermediate","Est. Time:",0,"['React', 'Node.js', 'Angular', 'Python', 'Django', 'Next.js', 'TypeScript', 'JavaScript']",26.87
